   pt,ijgcm,DOY,time,lat,lon,veg,Ts,litter_unprotect(LABILE),litter_unprotect(RECALCTRNT),litter_unprotect(DEADMICRB),litter_protect(LABILE),litter_protect(RECALCTRNT),litter_protect(DEADMICRB),litter_livingMicrobe,litter_CO2,soil_unprotect(1.LABILE),soil_unprotect(1.slow),soil_unprotect(1.DEADMICRB),soil_protect(1.LABILE),soil_protect(1.RECALCTRNT),soil_protect(1.DEADMICRB),soil_livingMicrobe,soil_CO2
     1,     1,   365, 86.0000, 40.8100,255.2400,    10,        275.302215,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.118232,          4.449679,          0.060625,          0.895853,          0.576706,          3.361944,          0.033507,         17.275048,
     1,     1,   365, 87.0000, 40.8100,255.2400,    10,        272.596499,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.136581,          4.435491,          0.061985,          0.897685,          0.581887,          3.402915,          0.026460,         17.604284,
     1,     1,   365, 88.0000, 40.8100,255.2400,    10,        274.164612,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.140222,          4.486777,          0.059421,          0.909682,          0.587156,          3.444075,          0.044533,         17.816977,
     1,     1,   365, 89.0000, 40.8100,255.2400,    10,        274.401982,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.156163,          4.516779,          0.064451,          0.916005,          0.592401,          3.490799,          0.023633,         18.062412,
     1,     1,   365, 90.0000, 40.8100,255.2400,    10,        274.768949,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.166954,          4.554933,          0.065839,          0.924847,          0.597686,          3.536275,          0.026364,         18.318724,
     1,     1,   365, 91.0000, 40.8100,255.2400,    10,        274.095315,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.142690,          4.592365,          0.060750,          0.940350,          0.603085,          3.579529,          0.046877,         18.521287,
     1,     1,   365, 92.0000, 40.8100,255.2400,    10,        273.421984,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.145270,          4.626828,          0.060798,          0.949713,          0.608470,          3.624488,          0.033627,         18.711131,
     1,     1,   365, 93.0000, 40.8100,255.2400,    10,        272.829362,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.112356,          4.634754,          0.058300,          0.958939,          0.613884,          3.664080,          0.037107,         18.900971,
     1,     1,   365, 94.0000, 40.8100,255.2400,    10,        272.454924,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.128326,          4.650625,          0.054959,          0.964028,          0.619219,          3.699958,          0.022984,         19.048848,
     1,     1,   365, 95.0000, 40.8100,255.2400,    10,        274.331117,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.149817,          4.680586,          0.054767,          0.972887,          0.624562,          3.729209,          0.022586,         19.188879,
     1,     1,   365, 96.0000, 40.8100,255.2400,    10,        271.246902,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.168548,          4.720533,          0.052961,          0.985529,          0.629945,          3.757923,          0.020405,         19.296069,
     1,     1,   365, 97.0000, 40.8100,255.2400,    10,        275.271159,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.159177,          4.736667,          0.054306,          0.997983,          0.635332,          3.785367,          0.017777,         19.412846,
     1,     1,   365, 98.0000, 40.8100,255.2400,    10,        275.062686,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.135649,          4.740433,          0.055361,          1.007609,          0.640674,          3.812535,          0.024102,         19.557598,
     1,     1,   365, 99.0000, 40.8100,255.2400,    10,        274.106208,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.080207,          4.676879,          0.059786,          1.011264,          0.645889,          3.841757,          0.043856,         19.853099,
     1,     1,   365,100.0000, 40.8100,255.2400,    10,        274.559365,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.134491,          4.710780,          0.057451,          1.014453,          0.650954,          3.878626,          0.020593,         20.005144,
