ijcam,lat,lon,ivt_igbp,ist,iso,landarea,Ndep,Nfix,Pwea, Pdust,doyP1,doyP2,doyP3,doyP4,Phase(1),ivcasa,ilat,ilo
  1291, -10.42,  32.50,  9,-99,-99,    57603076096.0000, 0.17864, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  43,  14,
  1292,  -8.53,  32.50, 14,-99,-99,    57921855488.0000, 0.29246, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  44,  14,
  1293,  -6.63,  32.50,  9,-99,-99,    58177298432.0000, 0.23139, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  45,  14,
  1294,  -4.74,  32.50,  9,-99,-99,    58369126400.0000, 0.15924, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  46,  14,
  1295,  -2.84,  32.50,  9,-99,-99,    58497126400.0000, 0.15408, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  47,  14,
  1296,  -0.95,  32.50, 17,-99,-99,    58561163264.0000, 0.19435, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  48,  14,
  1297,   0.95,  32.50,  8,-99,-99,    58561163264.0000, 0.29044, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  49,  14,
  1298,   2.84,  32.50,  8,-99,-99,    58497126400.0000, 0.34943, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  50,  14,
  1299,   4.74,  32.50,  9,-99,-99,    58369126400.0000, 0.39888, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  51,  14,
  1300,   6.63,  32.50,  9,-99,-99,    58177298432.0000, 0.51867, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  52,  14,
  1301,   8.53,  32.50,  9,-99,-99,    57921855488.0000, 0.54748, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  53,  14,
  1302,  10.42,  32.50,  9,-99,-99,    57603076096.0000, 0.50834, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  54,  14,
  1303,  12.32,  32.50,  9,-99,-99,    57221304320.0000, 0.29250, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  55,  14,
  1304,  14.21,  32.50,  9,-99,-99,    56776970240.0000, 0.16064, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  56,  14,
  1305,  16.11,  32.50, 16,-99,-99,    56270544896.0000, 0.06574, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  57,  14,
  1306,  18.00,  32.50, 16,-99,-99,    55702589440.0000, 0.04025, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  58,  14,
  1307,  19.89,  32.50, 16,-99,-99,    55073726464.0000, 0.03260, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  59,  14,
  1308,  21.79,  32.50, 16,-99,-99,    54384635904.0000, 0.03058, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  60,  14,
  1309,  23.68,  32.50, 16,-99,-99,    53636083712.0000, 0.02728, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  61,  14,
  1310,  25.58,  32.50, 16,-99,-99,    52828876800.0000, 0.02803, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  62,  14,
  1311,  27.47,  32.50, 16,-99,-99,    51963904000.0000, 0.02679, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  63,  14,
  1312,  29.37,  32.50, 16,-99,-99,    51042107392.0000, 0.03056, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  64,  14,
  1313,  31.26,  32.50, 17,-99,-99,    27158325248.0000, 0.03245, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  65,  14,
  1315,  35.05,  32.50, 17,-99,-99,    12684609536.0000, 0.02918, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  67,  14,
  1316,  36.95,  32.50, 14,-99,-99,    36392538112.0000, 0.06346, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  68,  14,
  1317,  38.84,  32.50, 10,-99,-99,    45618196480.0000, 0.09172, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  69,  14,
  1318,  40.74,  32.50, 14,-99,-99,    42825445376.0000, 0.13203, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  70,  14,
  1319,  42.63,  32.50, 17,-99,-99,     5411940352.0000, 0.07784, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  71,  14,
  1320,  44.53,  32.50, 17,-99,-99,     1403350912.0000, 0.08269, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  72,  14,
  1321,  46.42,  32.50, 12,-99,-99,    26060093440.0000, 0.16957, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  73,  14,
  1322,  48.32,  32.50, 14,-99,-99,    38949937152.0000, 0.28447, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  74,  14,
  1323,  50.21,  32.50, 12,-99,-99,    37482426368.0000, 0.30392, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  75,  14,
  1324,  52.11,  32.50, 12,-99,-99,    35973931008.0000, 0.27988, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  76,  14,
  1325,  54.00,  32.50, 12,-99,-99,    34426093568.0000, 0.26673, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  77,  14,
  1326,  55.89,  32.50, 14,-99,-99,    32840613888.0000, 0.23034, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  78,  14,
  1327,  57.79,  32.50, 14,-99,-99,    31219224576.0000, 0.20069, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  79,  14,
  1328,  59.68,  32.50, 14,-99,-99,    29563697152.0000, 0.19645, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  80,  14,
  1329,  61.58,  32.50,  1,-99,-99,    27875844096.0000, 0.16188, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  81,  14,
  1330,  63.47,  32.50,  1,-99,-99,    26157506560.0000, 0.12148, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  82,  14,
  1331,  65.37,  32.50,  1,-99,-99,    24410566656.0000, 0.09620, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  14,
  1332,  67.26,  32.50,  1,-99,-99,    22636935168.0000, 0.07424, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  14,
  1333,  69.16,  32.50,  1,-99,-99,    15456976896.0000, 0.05393, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  85,  14,
  1356, -69.16,  35.00, 15,-99,-99,    15344179200.0000, 0.00226, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  12,  15,
  1379, -25.58,  35.00, 17,-99,-99,     6863232000.0000, 0.07158, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  35,  15,
  1380, -23.68,  35.00,  9,-99,-99,    34863472640.0000, 0.07123, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  36,  15,
  1381, -21.79,  35.00,  9,-99,-99,    35350036480.0000, 0.06508, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  37,  15,
  1382, -19.89,  35.00, 17,-99,-99,    26503407616.0000, 0.06674, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  38,  15,
  1383, -18.00,  35.00,  9,-99,-99,    55702589440.0000, 0.17509, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  39,  15,
  1384, -16.11,  35.00,  9,-99,-99,    56270544896.0000, 0.20395, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  40,  15,
  1385, -14.21,  35.00,  9,-99,-99,    56776970240.0000, 0.15329, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  41,  15,
  1386, -12.32,  35.00,  9,-99,-99,    57221304320.0000, 0.12046, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  42,  15,
  1387, -10.42,  35.00,  9,-99,-99,    57603076096.0000, 0.15959, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  43,  15,
  1388,  -8.53,  35.00, 14,-99,-99,    57921855488.0000, 0.26055, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  44,  15,
  1389,  -6.63,  35.00,  9,-99,-99,    58177298432.0000, 0.20930, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  45,  15,
  1390,  -4.74,  35.00,  9,-99,-99,    58369126400.0000, 0.15349, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  46,  15,
  1391,  -2.84,  35.00,  9,-99,-99,    58497126400.0000, 0.20002, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  47,  15,
  1392,  -0.95,  35.00,  8,-99,-99,    58561163264.0000, 0.24929, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  48,  15,
  1393,   0.95,  35.00,  8,-99,-99,    58561163264.0000, 0.27859, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  49,  15,
  1394,   2.84,  35.00, 16,-99,-99,    58497126400.0000, 0.20763, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  50,  15,
  1395,   4.74,  35.00,  6,-99,-99,    58369126400.0000, 0.25274, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  51,  15,
  1396,   6.63,  35.00,  8,-99,-99,    58177298432.0000, 0.43067, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  52,  15,
  1397,   8.53,  35.00,  8,-99,-99,    57921855488.0000, 0.49289, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  53,  15,
  1398,  10.42,  35.00,  9,-99,-99,    57603076096.0000, 0.51140, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  54,  15,
  1399,  12.32,  35.00,  9,-99,-99,    57221304320.0000, 0.32274, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  55,  15,
  1400,  14.21,  35.00,  9,-99,-99,    56776970240.0000, 0.18879, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  56,  15,
  1401,  16.11,  35.00, 16,-99,-99,    56270544896.0000, 0.08965, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  57,  15,
  1402,  18.00,  35.00, 16,-99,-99,    55702589440.0000, 0.05197, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  58,  15,
  1403,  19.89,  35.00, 16,-99,-99,    55073726464.0000, 0.04355, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  59,  15,
  1404,  21.79,  35.00, 16,-99,-99,    54384635904.0000, 0.03691, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  60,  15,
  1405,  23.68,  35.00, 16,-99,-99,    31746441216.0000, 0.02964, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  61,  15,
  1406,  25.58,  35.00, 17,-99,-99,     6676018176.0000, 0.01920, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  62,  15,
  1407,  27.47,  35.00, 16,-99,-99,    34051676160.0000, 0.02279, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  63,  15,
  1408,  29.37,  35.00, 16,-99,-99,    51042107392.0000, 0.02535, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  64,  15,
  1409,  31.26,  35.00,  7,-99,-99,    39706161152.0000, 0.03686, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  65,  15,
  1410,  33.16,  35.00, 17,-99,-99,    20563318784.0000, 0.03791, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  66,  15,
  1411,  35.05,  35.00, 17,-99,-99,     8390695424.0000, 0.02990, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  67,  15,
  1412,  36.95,  35.00, 14,-99,-99,    37019783168.0000, 0.06086, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  68,  15,
  1413,  38.84,  35.00, 10,-99,-99,    45618196480.0000, 0.09386, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  69,  15,
  1414,  40.74,  35.00, 14,-99,-99,    44271841280.0000, 0.13015, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  70,  15,
  1415,  42.63,  35.00, 17,-99,-99,     5465448960.0000, 0.07973, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  71,  15,
  1416,  44.53,  35.00, 17,-99,-99,    16858364928.0000, 0.08641, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  72,  15,
  1417,  46.42,  35.00, 12,-99,-99,    40374853632.0000, 0.17813, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  73,  15,
  1418,  48.32,  35.00, 12,-99,-99,    38949937152.0000, 0.32336, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  74,  15,
  1419,  50.21,  35.00, 12,-99,-99,    37482426368.0000, 0.31455, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  75,  15,
  1420,  52.11,  35.00, 12,-99,-99,    35973931008.0000, 0.28380, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  76,  15,
  1421,  54.00,  35.00, 12,-99,-99,    34426093568.0000, 0.25647, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  77,  15,
  1422,  55.89,  35.00, 14,-99,-99,    32840613888.0000, 0.25525, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  78,  15,
  1423,  57.79,  35.00, 14,-99,-99,    31219224576.0000, 0.21152, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  79,  15,
  1424,  59.68,  35.00,  1,-99,-99,    29563697152.0000, 0.18109, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  80,  15,
  1425,  61.58,  35.00,  1,-99,-99,    27875844096.0000, 0.14154, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  81,  15,
  1426,  63.47,  35.00,  1,-99,-99,    26157506560.0000, 0.10763, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  82,  15,
  1427,  65.37,  35.00, 17,-99,-99,    24410566656.0000, 0.07794, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  15,
  1428,  67.26,  35.00,  1,-99,-99,    22636935168.0000, 0.06574, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  15,
  1429,  69.16,  35.00, 17,-99,-99,    12075641856.0000, 0.04873, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  85,  15,
  1452, -69.16,  37.50, 17,-99,-99,     8825795584.0000, 0.00213, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  12,  16,
  1478, -19.89,  37.50, 17,-99,-99,       58809560.0000, 0.04721, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  38,  16,
  1479, -18.00,  37.50, 17,-99,-99,    21913384960.0000, 0.05516, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  39,  16,
  1480, -16.11,  37.50,  9,-99,-99,    56270544896.0000, 0.10372, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  40,  16,
  1481, -14.21,  37.50,  9,-99,-99,    56776970240.0000, 0.14938, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  41,  16,
  1482, -12.32,  37.50,  9,-99,-99,    57221304320.0000, 0.16554, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  42,  16,
  1483, -10.42,  37.50,  9,-99,-99,    57603076096.0000, 0.14355, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  43,  16,
  1484,  -8.53,  37.50,  9,-99,-99,    57921855488.0000, 0.22132, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  44,  16,
  1485,  -6.63,  37.50,  9,-99,-99,    58177298432.0000, 0.21505, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  45,  16,
  1486,  -4.74,  37.50,  9,-99,-99,    58369126400.0000, 0.17517, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  46,  16,
  1487,  -2.84,  37.50, 14,-99,-99,    58497126400.0000, 0.22798, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  47,  16,
  1488,  -0.95,  37.50, 14,-99,-99,    58561163264.0000, 0.20851, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  48,  16,
  1489,   0.95,  37.50, 10,-99,-99,    58561163264.0000, 0.20860, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  49,  16,
  1490,   2.84,  37.50,  6,-99,-99,    58497126400.0000, 0.18250, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  50,  16,
  1491,   4.74,  37.50,  6,-99,-99,    58369126400.0000, 0.18502, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  51,  16,
  1492,   6.63,  37.50, 14,-99,-99,    58177298432.0000, 0.26091, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  52,  16,
  1493,   8.53,  37.50,  8,-99,-99,    57921855488.0000, 0.25457, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  53,  16,
  1494,  10.42,  37.50,  9,-99,-99,    57603076096.0000, 0.27267, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  54,  16,
  1495,  12.32,  37.50,  9,-99,-99,    57221304320.0000, 0.21322, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  55,  16,
  1496,  14.21,  37.50,  9,-99,-99,    56776970240.0000, 0.18752, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  56,  16,
  1497,  16.11,  37.50, 16,-99,-99,    55581216768.0000, 0.09610, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  57,  16,
  1498,  18.00,  37.50, 16,-99,-99,    43542941696.0000, 0.06850, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  58,  16,
  1499,  19.89,  37.50, 17,-99,-99,    24461105152.0000, 0.05514, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  59,  16,
  1500,  21.79,  37.50, 17,-99,-99,     4572848640.0000, 0.04099, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  60,  16,
  1501,  23.68,  37.50, 17,-99,-99,     8285639680.0000, 0.03098, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  61,  16,
  1502,  25.58,  37.50, 16,-99,-99,    38184861696.0000, 0.03114, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  62,  16,
  1503,  27.47,  37.50, 16,-99,-99,    51963904000.0000, 0.02854, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  63,  16,
  1504,  29.37,  37.50, 16,-99,-99,    51042107392.0000, 0.02537, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  64,  16,
  1505,  31.26,  37.50, 16,-99,-99,    50064498688.0000, 0.02803, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  65,  16,
  1506,  33.16,  37.50,  7,-99,-99,    49032142848.0000, 0.03750, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  66,  16,
  1507,  35.05,  37.50,  7,-99,-99,    47946174464.0000, 0.05209, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  67,  16,
  1508,  36.95,  37.50, 14,-99,-99,    46807777280.0000, 0.08393, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  68,  16,
  1509,  38.84,  37.50, 10,-99,-99,    45618196480.0000, 0.08046, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  69,  16,
  1510,  40.74,  37.50,  9,-99,-99,    29587329024.0000, 0.11362, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  70,  16,
  1512,  44.53,  37.50, 17,-99,-99,    15258462208.0000, 0.09622, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  72,  16,
  1513,  46.42,  37.50, 17,-99,-99,    40374853632.0000, 0.15130, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  73,  16,
  1514,  48.32,  37.50, 12,-99,-99,    38949937152.0000, 0.39406, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  74,  16,
  1515,  50.21,  37.50, 12,-99,-99,    37482426368.0000, 0.31356, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  75,  16,
  1516,  52.11,  37.50, 12,-99,-99,    35973931008.0000, 0.27945, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  76,  16,
  1517,  54.00,  37.50, 12,-99,-99,    34426093568.0000, 0.29498, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  77,  16,
  1518,  55.89,  37.50, 14,-99,-99,    32840613888.0000, 0.45388, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  78,  16,
  1519,  57.79,  37.50, 14,-99,-99,    31219224576.0000, 0.23051, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  79,  16,
  1520,  59.68,  37.50, 14,-99,-99,    29563697152.0000, 0.17465, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  80,  16,
  1521,  61.58,  37.50,  1,-99,-99,    27875844096.0000, 0.13592, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  81,  16,
  1522,  63.47,  37.50,  1,-99,-99,    26157506560.0000, 0.10803, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  82,  16,
  1523,  65.37,  37.50, 17,-99,-99,    24410566656.0000, 0.07373, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  16,
  1524,  67.26,  37.50,  1,-99,-99,    22636935168.0000, 0.06564, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  16,
  1525,  69.16,  37.50, 17,-99,-99,     6443385344.0000, 0.04528, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  85,  16,
  1548, -69.16,  40.00, 15,-99,-99,    12084979712.0000, 0.00190, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  12,  17,
  1576, -16.11,  40.00, 17,-99,-99,    26757191680.0000, 0.06999, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  40,  17,
  1577, -14.21,  40.00,  9,-99,-99,    51099295744.0000, 0.07776, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  41,  17,
  1578, -12.32,  40.00,  9,-99,-99,    46254120960.0000, 0.07391, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  42,  17,
  1579, -10.42,  40.00, 17,-99,-99,    36870762496.0000, 0.06848, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  43,  17,
  1580,  -8.53,  40.00, 17,-99,-99,    26064859136.0000, 0.06436, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  44,  17,
  1581,  -6.63,  40.00, 17,-99,-99,    12435929088.0000, 0.07278, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  45,  17,
  1582,  -4.74,  40.00, 17,-99,-99,    10427235328.0000, 0.08022, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  46,  17,
  1583,  -2.84,  40.00, 17,-99,-99,    33404100608.0000, 0.11546, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  47,  17,
  1584,  -0.95,  40.00,  9,-99,-99,    57658880000.0000, 0.10798, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  48,  17,
  1585,   0.95,  40.00, 10,-99,-99,    58561163264.0000, 0.14156, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  49,  17,
  1586,   2.84,  40.00,  6,-99,-99,    58497126400.0000, 0.13847, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  50,  17,
  1587,   4.74,  40.00,  6,-99,-99,    58369126400.0000, 0.14901, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  51,  17,
  1588,   6.63,  40.00,  6,-99,-99,    58177298432.0000, 0.13823, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  52,  17,
  1589,   8.53,  40.00,  9,-99,-99,    57921855488.0000, 0.14303, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  53,  17,
  1590,  10.42,  40.00,  9,-99,-99,    57603076096.0000, 0.14772, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  54,  17,
  1591,  12.32,  40.00,  9,-99,-99,    57221304320.0000, 0.11397, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  55,  17,
  1592,  14.21,  40.00, 16,-99,-99,    51270103040.0000, 0.09915, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  56,  17,
  1593,  16.11,  40.00, 17,-99,-99,    10872685568.0000, 0.06367, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  57,  17,
  1594,  18.00,  40.00, 17,-99,-99,     1471889280.0000, 0.06098, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  58,  17,
  1595,  19.89,  40.00, 17,-99,-99,    16249826304.0000, 0.06632, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  59,  17,
  1596,  21.79,  40.00, 16,-99,-99,    47028932608.0000, 0.07806, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  60,  17,
  1597,  23.68,  40.00, 16,-99,-99,    53636083712.0000, 0.05577, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  61,  17,
  1598,  25.58,  40.00, 16,-99,-99,    52828876800.0000, 0.03959, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  62,  17,
  1599,  27.47,  40.00, 16,-99,-99,    51963904000.0000, 0.02840, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  63,  17,
  1600,  29.37,  40.00, 16,-99,-99,    51042107392.0000, 0.02501, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  64,  17,
  1601,  31.26,  40.00,  7,-99,-99,    50064498688.0000, 0.02359, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  65,  17,
  1602,  33.16,  40.00,  7,-99,-99,    49032142848.0000, 0.02761, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  66,  17,
  1603,  35.05,  40.00,  7,-99,-99,    47946174464.0000, 0.03527, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  67,  17,
