ijcam,lat,lon,ivt_igbp,ist,iso,landarea,Ndep,Nfix,Pwea, Pdust,doyP1,doyP2,doyP3,doyP4,Phase(1),ivcasa,ilat,ilo
  5941,  69.16, 152.50,  7,-99,-99,    20838549504.0000, 0.02576, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  85,  62,
  5942,  71.05, 152.50, 17,-99,-99,     9100071936.0000, 0.01648, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  86,  62,
  5957, -82.42, 155.00, 15,-99,-99,     7724814848.0000, 0.00123, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   5,  63,
  5958, -80.53, 155.00, 15,-99,-99,     9640168448.0000, 0.00106, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   6,  63,
  5964, -69.16, 155.00, 15,-99,-99,    16250677248.0000, 0.00206, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  12,  63,
  6029,  54.00, 155.00, 17,-99,-99,     8634390528.0000, 0.06736, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  77,  63,
  6030,  55.89, 155.00, 17,-99,-99,     8440407040.0000, 0.06671, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  78,  63,
  6032,  59.68, 155.00, 17,-99,-99,     8242444288.0000, 0.05874, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  80,  63,
  6033,  61.58, 155.00, 11,-99,-99,    27104454656.0000, 0.08358, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  81,  63,
  6034,  63.47, 155.00, 11,-99,-99,    26157506560.0000, 0.20585, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  82,  63,
  6035,  65.37, 155.00,  8,-99,-99,    24410566656.0000, 0.12323, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  63,
  6036,  67.26, 155.00,  8,-99,-99,    22636935168.0000, 0.03850, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  63,
  6037,  69.16, 155.00,  7,-99,-99,    20838549504.0000, 0.02485, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  85,  63,
  6038,  71.05, 155.00, 17,-99,-99,     8460157952.0000, 0.01567, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  86,  63,
  6052, -84.32, 157.50, 15,-99,-99,     5801014272.0000, 0.00111, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   4,  64,
  6053, -82.42, 157.50, 15,-99,-99,     7724814848.0000, 0.00149, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   5,  64,
  6054, -80.53, 157.50, 15,-99,-99,     9640168448.0000, 0.00138, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   6,  64,
  6055, -78.63, 157.50, 15,-99,-99,    11544980480.0000, 0.00122, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   7,  64,
  6060, -69.16, 157.50, 17,-99,-99,    12365623296.0000, 0.00218, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  12,  64,
  6124,  52.11, 157.50,  4,-99,-99,    20758697984.0000, 0.06768, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  76,  64,
  6125,  54.00, 157.50,  4,-99,-99,    33484785664.0000, 0.08731, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  77,  64,
  6126,  55.89, 157.50,  7,-99,-99,    32166639616.0000, 0.08819, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  78,  64,
  6127,  57.79, 157.50, 17,-99,-99,    15876059136.0000, 0.08022, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  79,  64,
  6129,  61.58, 157.50, 17,-99,-99,    14588060672.0000, 0.06255, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  81,  64,
  6130,  63.47, 157.50,  8,-99,-99,    26157506560.0000, 0.17123, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  82,  64,
  6131,  65.37, 157.50,  8,-99,-99,    24410566656.0000, 0.15684, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  64,
  6132,  67.26, 157.50,  8,-99,-99,    22636935168.0000, 0.04853, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  64,
  6133,  69.16, 157.50,  7,-99,-99,    20838549504.0000, 0.02606, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  85,  64,
  6134,  71.05, 157.50, 17,-99,-99,     7700667392.0000, 0.01558, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  86,  64,
  6148, -84.32, 160.00, 15,-99,-99,     5801014272.0000, 0.00110, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   4,  65,
  6149, -82.42, 160.00, 15,-99,-99,     7724814848.0000, 0.00138, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   5,  65,
  6150, -80.53, 160.00, 15,-99,-99,     9640168448.0000, 0.00133, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   6,  65,
  6151, -78.63, 160.00, 15,-99,-99,    11544980480.0000, 0.00114, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   7,  65,
  6152, -76.74, 160.00, 15,-99,-99,    13437167616.0000, 0.00114, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   8,  65,
  6153, -74.84, 160.00, 15,-99,-99,    15314663424.0000, 0.00110, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   9,  65,
  6154, -72.95, 160.00, 15,-99,-99,    17175409664.0000, 0.00127, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  10,  65,
  6155, -71.05, 160.00, 15,-99,-99,    19017377792.0000, 0.00169, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  11,  65,
  6156, -69.16, 160.00, 17,-99,-99,     5933585920.0000, 0.00226, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  12,  65,
  6220,  52.11, 160.00, 17,-99,-99,      874071744.0000, 0.05076, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  76,  65,
  6221,  54.00, 160.00,  7,-99,-99,    18937276416.0000, 0.06607, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  77,  65,
  6222,  55.89, 160.00,  7,-99,-99,    32840613888.0000, 0.07340, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  78,  65,
  6223,  57.79, 160.00,  7,-99,-99,    30310166528.0000, 0.07033, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  79,  65,
  6224,  59.68, 160.00, 17,-99,-99,     6553151488.0000, 0.04575, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  80,  65,
  6225,  61.58, 160.00,  8,-99,-99,    17252130816.0000, 0.05773, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  81,  65,
  6226,  63.47, 160.00,  7,-99,-99,    26157506560.0000, 0.08820, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  82,  65,
  6227,  65.37, 160.00,  7,-99,-99,    24410566656.0000, 0.12302, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  65,
  6228,  67.26, 160.00,  8,-99,-99,    22636935168.0000, 0.04626, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  65,
  6229,  69.16, 160.00,  7,-99,-99,    18178031616.0000, 0.02365, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  85,  65,
  6230,  71.05, 160.00, 17,-99,-99,     4924136960.0000, 0.01420, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  86,  65,
  6244, -84.32, 162.50, 15,-99,-99,     5801014272.0000, 0.00110, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   4,  66,
  6245, -82.42, 162.50, 15,-99,-99,     7724814848.0000, 0.00125, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   5,  66,
  6247, -78.63, 162.50, 15,-99,-99,    11544980480.0000, 0.00103, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   7,  66,
  6248, -76.74, 162.50, 15,-99,-99,    12876925952.0000, 0.00112, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   8,  66,
  6249, -74.84, 162.50, 15,-99,-99,    14877220864.0000, 0.00120, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   9,  66,
  6250, -72.95, 162.50, 15,-99,-99,    17175409664.0000, 0.00130, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  10,  66,
  6251, -71.05, 162.50, 15,-99,-99,    17451966464.0000, 0.00189, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  11,  66,
  6317,  54.00, 162.50, 17,-99,-99,      417754624.0000, 0.04463, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  77,  66,
  6318,  55.89, 162.50, 17,-99,-99,    11769370624.0000, 0.04305, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  78,  66,
  6319,  57.79, 162.50,  7,-99,-99,    21258258432.0000, 0.04900, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  79,  66,
  6320,  59.68, 162.50,  7,-99,-99,    21489813504.0000, 0.04922, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  80,  66,
  6321,  61.58, 162.50, 17,-99,-99,    25768656896.0000, 0.05783, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  81,  66,
  6322,  63.47, 162.50,  7,-99,-99,    26157506560.0000, 0.08299, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  82,  66,
  6323,  65.37, 162.50,  7,-99,-99,    24410566656.0000, 0.07698, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  66,
  6324,  67.26, 162.50,  8,-99,-99,    22636935168.0000, 0.04252, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  66,
  6325,  69.16, 162.50,  7,-99,-99,    15152270336.0000, 0.02220, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  85,  66,
  6339, -86.21, 165.00, 15,-99,-99,     3870870528.0000, 0.00148, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   3,  67,
  6340, -84.32, 165.00, 15,-99,-99,     5801014272.0000, 0.00120, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   4,  67,
  6341, -82.42, 165.00, 15,-99,-99,     7724814848.0000, 0.00118, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   5,  67,
  6343, -78.63, 165.00, 15,-99,-99,    11544980480.0000, 0.00098, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   7,  67,
  6344, -76.74, 165.00, 17,-99,-99,     2231929344.0000, 0.00123, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   8,  67,
  6345, -74.84, 165.00, 17,-99,-99,     3583634176.0000, 0.00142, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   9,  67,
  6346, -72.95, 165.00, 15,-99,-99,    16806653952.0000, 0.00143, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  10,  67,
  6347, -71.05, 165.00, 15,-99,-99,    15886544896.0000, 0.00196, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  11,  67,
  6373, -21.79, 165.00, 17,-99,-99,     4968701952.0000, 0.02722, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  37,  67,
  6416,  59.68, 165.00, 17,-99,-99,     8802684928.0000, 0.03980, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  80,  67,
  6417,  61.58, 165.00,  7,-99,-99,    27875844096.0000, 0.08762, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  81,  67,
  6418,  63.47, 165.00,  7,-99,-99,    26157506560.0000, 0.14528, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  82,  67,
  6419,  65.37, 165.00,  7,-99,-99,    24410566656.0000, 0.07101, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  67,
  6420,  67.26, 165.00,  8,-99,-99,    22636935168.0000, 0.03667, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  67,
  6421,  69.16, 165.00,  7,-99,-99,    18774257664.0000, 0.02083, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  85,  67,
  6435, -86.21, 167.50, 15,-99,-99,     3870870528.0000, 0.00153, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   3,  68,
  6436, -84.32, 167.50, 15,-99,-99,     5801014272.0000, 0.00142, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   4,  68,
  6439, -78.63, 167.50, 15,-99,-99,    11544980480.0000, 0.00120, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   7,  68,
  6440, -76.74, 167.50, 17,-99,-99,     2231929344.0000, 0.00142, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   8,  68,
  6442, -72.95, 167.50, 15,-99,-99,    14717011968.0000, 0.00157, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  10,  68,
  6443, -71.05, 167.50, 15,-99,-99,    14520062976.0000, 0.00207, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  11,  68,
  6456, -46.42, 167.50, 17,-99,-99,    13406237696.0000, 0.05088, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  24,  68,
  6457, -44.53, 167.50, 17,-99,-99,    13819266048.0000, 0.05693, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  25,  68,
  6512,  59.68, 167.50, 17,-99,-99,     2091159424.0000, 0.03643, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  80,  68,
  6513,  61.58, 167.50,  7,-99,-99,    26585970688.0000, 0.08078, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  81,  68,
  6514,  63.47, 167.50,  7,-99,-99,    26157506560.0000, 0.13312, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  82,  68,
  6515,  65.37, 167.50,  7,-99,-99,    24410566656.0000, 0.05882, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  68,
  6516,  67.26, 167.50,  8,-99,-99,    22636935168.0000, 0.02933, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  68,
  6517,  69.16, 167.50,  7,-99,-99,    16133617664.0000, 0.01807, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  85,  68,
  6532, -84.32, 170.00, 15,-99,-99,     5801014272.0000, 0.00143, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   4,  69,
  6536, -76.74, 170.00, 17,-99,-99,     3524018688.0000, 0.00156, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   8,  69,
  6538, -72.95, 170.00, 17,-99,-99,     7435901952.0000, 0.00189, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  10,  69,
  6539, -71.05, 170.00, 17,-99,-99,     4379206656.0000, 0.00244, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  11,  69,
  6552, -46.42, 170.00, 17,-99,-99,    12448717824.0000, 0.04781, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  24,  69,
  6553, -44.53, 170.00, 10,-99,-99,    36366729216.0000, 0.06062, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  25,  69,
  6554, -42.63, 170.00, 17,-99,-99,     7539209728.0000, 0.05622, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  26,  69,
  6608,  59.68, 170.00, 17,-99,-99,     4680068096.0000, 0.03421, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  80,  69,
  6609,  61.58, 170.00,  7,-99,-99,    27566946304.0000, 0.04841, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  81,  69,
  6610,  63.47, 170.00,  7,-99,-99,    26157506560.0000, 0.05950, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  82,  69,
  6611,  65.37, 170.00,  7,-99,-99,    24410566656.0000, 0.04552, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  69,
  6612,  67.26, 170.00,  7,-99,-99,    22636935168.0000, 0.02635, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  69,
  6613,  69.16, 170.00,  7,-99,-99,    10231002112.0000, 0.01551, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  85,  69,
  6627, -86.21, 172.50, 15,-99,-99,     3870870528.0000, 0.00165, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   3,  70,
  6628, -84.32, 172.50, 15,-99,-99,     5801014272.0000, 0.00144, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   4,  70,
  6649, -44.53, 172.50, 17,-99,-99,     4938168320.0000, 0.05295, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  25,  70,
  6650, -42.63, 172.50, 10,-99,-99,    36687151104.0000, 0.06521, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  26,  70,
  6651, -40.74, 172.50, 17,-99,-99,     8248697344.0000, 0.05278, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  27,  70,
  6704,  59.68, 172.50, 17,-99,-99,      237645504.0000, 0.03141, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  80,  70,
  6705,  61.58, 172.50,  7,-99,-99,    21055234048.0000, 0.03627, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  81,  70,
  6706,  63.47, 172.50,  7,-99,-99,    26157506560.0000, 0.04024, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  82,  70,
  6707,  65.37, 172.50,  7,-99,-99,    24410566656.0000, 0.03285, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  70,
  6708,  67.26, 172.50,  7,-99,-99,    22636935168.0000, 0.02387, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  70,
  6709,  69.16, 172.50,  8,-99,-99,    20809322496.0000, 0.01822, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  85,  70,
  6710,  71.05, 172.50, 17,-99,-99,      514896608.0000, 0.01206, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  86,  70,
  6723, -86.21, 175.00, 15,-99,-99,     3870870528.0000, 0.00171, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   3,  71,
  6724, -84.32, 175.00, 15,-99,-99,     5801014272.0000, 0.00143, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   4,  71,
  6747, -40.74, 175.00, 17,-99,-99,    25872091136.0000, 0.12171, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  27,  71,
  6748, -38.84, 175.00, 10,-99,-99,    30852995072.0000, 0.10051, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  28,  71,
  6749, -36.95, 175.00, 17,-99,-99,    21254664192.0000, 0.11900, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  29,  71,
  6750, -35.05, 175.00, 17,-99,-99,     9671611392.0000, 0.04550, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  30,  71,
  6801,  61.58, 175.00, 17,-99,-99,     6934140928.0000, 0.02678, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  81,  71,
  6802,  63.47, 175.00,  7,-99,-99,    26157506560.0000, 0.03301, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  82,  71,
  6803,  65.37, 175.00,  7,-99,-99,    24410566656.0000, 0.02827, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  71,
  6804,  67.26, 175.00,  7,-99,-99,    22636935168.0000, 0.02150, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  71,
  6805,  69.16, 175.00,  7,-99,-99,    19708608512.0000, 0.01779, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  85,  71,
  6820, -84.32, 177.50, 15,-99,-99,     5801014272.0000, 0.00144, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   4,  72,
  6843, -40.74, 177.50, 17,-99,-99,     5774589440.0000, 0.05437, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  27,  72,
  6844, -38.84, 177.50, 17,-99,-99,    26762352640.0000, 0.07791, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  28,  72,
  6845, -36.95, 177.50, 17,-99,-99,     1529343232.0000, 0.05185, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  29,  72,
  6855, -18.00, 177.50, 17,-99,-99,     8339338752.0000, 0.02195, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  39,  72,
  6897,  61.58, 177.50, 17,-99,-99,     2059625984.0000, 0.02498, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  81,  72,
  6898,  63.47, 177.50,  7,-99,-99,    24445016064.0000, 0.02784, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  82,  72,
  6899,  65.37, 177.50,  7,-99,-99,    24410566656.0000, 0.02633, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  72,
  6900,  67.26, 177.50, 18,-99,-99,    22636935168.0000, 0.02054, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  72,
  6901,  69.16, 177.50, 17,-99,-99,    17916205056.0000, 0.01653, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  85,  72,
  6916, -84.32, 180.00, 15,-99,-99,     5801014272.0000, 0.00142, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   4,  73,
  6994,  63.47, 180.00, 17,-99,-99,     1973436544.0000, 0.02191, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  82,  73,
  6995,  65.37, 180.00,  7,-99,-99,    16364925952.0000, 0.02373, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  73,
  6996,  67.26, 180.00,  7,-99,-99,    22636935168.0000, 0.02002, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  73,
  6997,  69.16, 180.00, 17,-99,-99,     9435908096.0000, 0.01488, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  85,  73,
  6998,  71.05, 180.00, 17,-99,-99,     6036401664.0000, 0.01265, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  86,  73,
  7011, -86.21, 182.50, 15,-99,-99,     3870870528.0000, 0.00191, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   3,  74,
  7012, -84.32, 182.50, 15,-99,-99,     5801014272.0000, 0.00140, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   4,  74,
  7091,  65.37, 182.50, 17,-99,-99,     8826471424.0000, 0.02076, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  74,
  7092,  67.26, 182.50,  7,-99,-99,    22092126208.0000, 0.01938, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  74,
  7093,  69.16, 182.50, 17,-99,-99,      163379968.0000, 0.01445, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  85,  74,
  7094,  71.05, 182.50, 17,-99,-99,      683535872.0000, 0.01282, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  86,  74,
  7107, -86.21, 185.00, 15,-99,-99,     3870870528.0000, 0.00195, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   3,  75,
  7108, -84.32, 185.00, 15,-99,-99,     5801014272.0000, 0.00140, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   4,  75,
  7187,  65.37, 185.00,  7,-99,-99,    16778704896.0000, 0.02262, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  75,
  7188,  67.26, 185.00, 17,-99,-99,    14946268160.0000, 0.01924, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  75,
  7204, -84.32, 187.50, 15,-99,-99,     5801014272.0000, 0.00140, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   4,  76,
  7283,  65.37, 187.50,  7,-99,-99,    20085843968.0000, 0.02234, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  76,
  7284,  67.26, 187.50, 17,-99,-99,     9806613504.0000, 0.01772, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  76,
  7300, -84.32, 190.00, 15,-99,-99,     5801014272.0000, 0.00138, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   4,  77,
  7379,  65.37, 190.00, 17,-99,-99,     4196759296.0000, 0.02098, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  77,
  7380,  67.26, 190.00, 17,-99,-99,     1526250880.0000, 0.01823, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  84,  77,
  7395, -86.21, 192.50, 15,-99,-99,     3870870528.0000, 0.00194, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   3,  78,
  7396, -84.32, 192.50, 15,-99,-99,     5801014272.0000, 0.00134, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   4,  78,
  7475,  65.37, 192.50, 17,-99,-99,     5153973248.0000, 0.02305, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  83,  78,
  7491, -86.21, 195.00, 15,-99,-99,     3870870528.0000, 0.00185, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   3,  79,
  7492, -84.32, 195.00, 15,-99,-99,     5801014272.0000, 0.00132, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   4,  79,
  7495, -78.63, 195.00, 15,-99,-99,     7183656960.0000, 0.00193, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,   7,  79,
  7568,  59.68, 195.00, 17,-99,-99,     3850106112.0000, 0.02598, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  80,  79,
  7569,  61.58, 195.00, 10,-99,-99,    16104864768.0000, 0.02872, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  81,  79,
  7570,  63.47, 195.00, 17,-99,-99,     5478874112.0000, 0.02447, 0.10000, 0.00000, 0.00000, -99, -99, -99, -99, -99, -99,  82,  79,
