ijcam,lat,lon,sand,clay,silt,wwilt,wfield,wsat
  1934, -65.37,  50.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  1958, -19.89,  50.00, 0.40307, 0.39595, 0.20098, 0.20698, 0.30212, 0.44091,
  1959, -18.00,  50.00, 0.40307, 0.39595, 0.20098, 0.20698, 0.30392, 0.44407,
  1960, -16.11,  50.00, 0.40307, 0.39595, 0.20098, 0.20698, 0.30323, 0.44273,
  1961, -14.21,  50.00, 0.40307, 0.39595, 0.20098, 0.20698, 0.30331, 0.44315,
  1962, -12.32,  50.00, 0.36042, 0.43595, 0.20363, 0.22144, 0.31460, 0.44690,
  1971,   4.74,  50.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  1972,   6.63,  50.00, 0.44183, 0.21879, 0.33938, 0.13729, 0.25675, 0.43369,
  1973,   8.53,  50.00, 0.44183, 0.21879, 0.33938, 0.13729, 0.25679, 0.43374,
  1974,  10.42,  50.00, 0.42405, 0.13294, 0.44301, 0.13287, 0.23266, 0.43611,
  1975,  12.32,  50.00, 0.36814, 0.26739, 0.36448, 0.16013, 0.27966, 0.44331,
  1976,  14.21,  50.00, 0.49059, 0.21395, 0.29546, 0.13035, 0.24972, 0.42771,
  1977,  16.11,  50.00, 0.49059, 0.21395, 0.29546, 0.13035, 0.24971, 0.42771,
  1978,  18.00,  50.00, 0.51667, 0.22379, 0.25954, 0.13108, 0.24870, 0.42430,
  1979,  19.89,  50.00, 0.90000, 0.05000, 0.05000, 0.09633, 0.14633, 0.37597,
  1980,  21.79,  50.00, 0.65248, 0.12761, 0.21990, 0.09639, 0.20296, 0.40723,
  1981,  23.68,  50.00, 0.37654, 0.24441, 0.37905, 0.15227, 0.27270, 0.44200,
  1982,  25.58,  50.00, 0.65248, 0.12761, 0.21990, 0.09639, 0.20306, 0.40733,
  1983,  27.47,  50.00, 0.51830, 0.21291, 0.26879, 0.12711, 0.24582, 0.42426,
  1984,  29.37,  50.00, 0.32748, 0.25879, 0.41373, 0.16194, 0.28309, 0.44840,
  1985,  31.26,  50.00, 0.32748, 0.25879, 0.41373, 0.16194, 0.28306, 0.44837,
  1986,  33.16,  50.00, 0.52454, 0.20559, 0.26987, 0.12408, 0.24310, 0.42346,
  1987,  35.05,  50.00, 0.52454, 0.20559, 0.26987, 0.12408, 0.24315, 0.42352,
  1988,  36.95,  50.00, 0.52261, 0.16601, 0.31137, 0.11498, 0.23233, 0.42489,
  1989,  38.84,  50.00, 0.43905, 0.20601, 0.35493, 0.13419, 0.25441, 0.43481,
  1990,  40.74,  50.00, 0.55301, 0.25281, 0.19418, 0.14018, 0.25153, 0.42023,
  1992,  44.53,  50.00, 0.55922, 0.24072, 0.20007, 0.13444, 0.24751, 0.41911,
  1994,  48.32,  50.00, 0.90000, 0.05000, 0.05000, 0.09671, 0.14671, 0.37625,
  1995,  50.21,  50.00, 0.35827, 0.27493, 0.36680, 0.16346, 0.28384, 0.44639,
  1996,  52.11,  50.00, 0.58418, 0.18801, 0.22781, 0.11235, 0.23397, 0.42007,
  1997,  54.00,  50.00, 0.34647, 0.32559, 0.32794, 0.18124, 0.29868, 0.45118,
  1998,  55.89,  50.00, 0.30732, 0.24529, 0.44739, 0.16106, 0.28386, 0.45304,
  1999,  57.79,  50.00, 0.56049, 0.11889, 0.32062, 0.11258, 0.21262, 0.42178,
  2000,  59.68,  50.00, 0.26954, 0.21356, 0.51690, 0.16095, 0.28429, 0.47277,
  2001,  61.58,  50.00, 0.26954, 0.21356, 0.51690, 0.16095, 0.28391, 0.48311,
  2002,  63.47,  50.00, 0.55526, 0.07160, 0.37314, 0.15090, 0.20090, 0.44902,
  2003,  65.37,  50.00, 0.34258, 0.19944, 0.45797, 0.14684, 0.27210, 0.48012,
  2004,  67.26,  50.00, 0.34673, 0.25654, 0.39673, 0.15912, 0.29741, 0.51100,
  2005,  69.16,  50.00, 0.63467, 0.11000, 0.25533, 0.10439, 0.24477, 0.51479,
  2011,  80.53,  50.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2029, -67.26,  52.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2030, -65.37,  52.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2071,  12.32,  52.50, 0.36814, 0.26699, 0.36487, 0.16000, 0.27954, 0.44324,
  2073,  16.11,  52.50, 0.49059, 0.21395, 0.29546, 0.13035, 0.24975, 0.42776,
  2074,  18.00,  52.50, 0.49059, 0.21395, 0.29546, 0.13035, 0.24968, 0.42767,
  2075,  19.89,  52.50, 0.65248, 0.12761, 0.21990, 0.09639, 0.20296, 0.40723,
  2076,  21.79,  52.50, 0.65248, 0.12761, 0.21990, 0.09639, 0.20299, 0.40726,
  2077,  23.68,  52.50, 0.65248, 0.12761, 0.21990, 0.09639, 0.20301, 0.40728,
  2078,  25.58,  52.50, 0.49059, 0.21395, 0.29546, 0.13035, 0.24976, 0.42776,
  2079,  27.47,  52.50, 0.30425, 0.26199, 0.43376, 0.16554, 0.28714, 0.45137,
  2080,  29.37,  52.50, 0.52454, 0.20559, 0.26987, 0.12408, 0.24320, 0.42358,
  2081,  31.26,  52.50, 0.52454, 0.20559, 0.26987, 0.12408, 0.24306, 0.42342,
  2082,  33.16,  52.50, 0.35284, 0.21948, 0.42768, 0.14895, 0.26937, 0.44502,
  2083,  35.05,  52.50, 0.38967, 0.23085, 0.37948, 0.14690, 0.26757, 0.44052,
  2084,  36.95,  52.50, 0.44523, 0.22572, 0.32905, 0.13897, 0.25978, 0.43508,
  2085,  38.84,  52.50, 0.90000, 0.05000, 0.05000, 0.09637, 0.14637, 0.37600,
  2086,  40.74,  52.50, 0.90000, 0.05000, 0.05000, 0.09643, 0.14643, 0.37604,
  2087,  42.63,  52.50, 0.39320, 0.28487, 0.32193, 0.16384, 0.28028, 0.44001,
  2088,  44.53,  52.50, 0.31301, 0.31461, 0.37239, 0.17980, 0.29772, 0.45016,
  2090,  48.32,  52.50, 0.47409, 0.23928, 0.28663, 0.14060, 0.25881, 0.43062,
  2091,  50.21,  52.50, 0.39539, 0.24085, 0.36376, 0.14909, 0.27132, 0.44236,
  2092,  52.11,  52.50, 0.58418, 0.18801, 0.22781, 0.11235, 0.23400, 0.42020,
  2093,  54.00,  52.50, 0.28373, 0.28729, 0.42899, 0.17451, 0.29971, 0.45986,
  2094,  55.89,  52.50, 0.30732, 0.24529, 0.44739, 0.16106, 0.28407, 0.45339,
  2095,  57.79,  52.50, 0.56049, 0.11889, 0.32062, 0.11258, 0.21271, 0.42252,
  2096,  59.68,  52.50, 0.26954, 0.21356, 0.51690, 0.16095, 0.28435, 0.47396,
  2097,  61.58,  52.50, 0.26954, 0.21356, 0.51690, 0.16095, 0.28394, 0.48336,
  2098,  63.47,  52.50, 0.55526, 0.07160, 0.37314, 0.15399, 0.20399, 0.45535,
  2099,  65.37,  52.50, 0.34258, 0.19944, 0.45797, 0.14684, 0.27278, 0.47693,
  2100,  67.26,  52.50, 0.34673, 0.25654, 0.39673, 0.15912, 0.29893, 0.49632,
  2101,  69.16,  52.50, 0.34673, 0.25654, 0.39673, 0.15912, 0.30498, 0.53399,
  2102,  71.05,  52.50, 0.63467, 0.11000, 0.25533, 0.10439, 0.22087, 0.45903,
  2103,  72.95,  52.50, 0.59784, 0.19000, 0.21216, 0.11159, 0.23101, 0.41686,
  2107,  80.53,  52.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2126, -65.37,  55.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2167,  12.32,  55.00, 0.36814, 0.26699, 0.36487, 0.16000, 0.27949, 0.44318,
  2169,  16.11,  55.00, 0.49059, 0.21395, 0.29546, 0.13035, 0.24979, 0.42781,
  2170,  18.00,  55.00, 0.49059, 0.21395, 0.29546, 0.13035, 0.24979, 0.42780,
  2171,  19.89,  55.00, 0.49059, 0.21395, 0.29546, 0.13035, 0.24972, 0.42772,
  2172,  21.79,  55.00, 0.22944, 0.26098, 0.50958, 0.17527, 0.29710, 0.46072,
  2173,  23.68,  55.00, 0.90000, 0.05000, 0.05000, 0.09641, 0.14641, 0.37603,
  2174,  25.58,  55.00, 0.90000, 0.05000, 0.05000, 0.09641, 0.14641, 0.37603,
  2175,  27.47,  55.00, 0.30425, 0.26199, 0.43376, 0.16554, 0.28712, 0.45133,
  2176,  29.37,  55.00, 0.52454, 0.20559, 0.26987, 0.12408, 0.24308, 0.42344,
  2177,  31.26,  55.00, 0.52454, 0.20559, 0.26987, 0.12408, 0.24307, 0.42342,
  2178,  33.16,  55.00, 0.38967, 0.23085, 0.37948, 0.14690, 0.26751, 0.44044,
  2179,  35.05,  55.00, 0.33000, 0.33000, 0.34000, 0.18366, 0.29851, 0.44797,
  2180,  36.95,  55.00, 0.52454, 0.20559, 0.26987, 0.12408, 0.24327, 0.42373,
  2181,  38.84,  55.00, 0.71990, 0.07598, 0.20412, 0.12565, 0.17565, 0.39870,
  2182,  40.74,  55.00, 0.43918, 0.23039, 0.33042, 0.14108, 0.26082, 0.43414,
  2183,  42.63,  55.00, 0.39320, 0.28487, 0.32193, 0.16384, 0.28028, 0.44000,
  2184,  44.53,  55.00, 0.39320, 0.28487, 0.32193, 0.16384, 0.28026, 0.43998,
  2185,  46.42,  55.00, 0.41350, 0.28078, 0.30572, 0.16085, 0.27611, 0.43758,
  2186,  48.32,  55.00, 0.54353, 0.25395, 0.20252, 0.14125, 0.25468, 0.42313,
  2187,  50.21,  55.00, 0.39539, 0.24085, 0.36376, 0.14909, 0.27121, 0.44221,
  2188,  52.11,  55.00, 0.24026, 0.30425, 0.45549, 0.18347, 0.30871, 0.46419,
  2189,  54.00,  55.00, 0.28373, 0.28729, 0.42899, 0.17451, 0.29920, 0.45908,
  2190,  55.89,  55.00, 0.30732, 0.24529, 0.44739, 0.16106, 0.28398, 0.45332,
  2191,  57.79,  55.00, 0.56049, 0.11889, 0.32062, 0.11258, 0.21231, 0.42164,
  2192,  59.68,  55.00, 0.56049, 0.11889, 0.32062, 0.11258, 0.21453, 0.42718,
  2193,  61.58,  55.00, 0.26954, 0.21356, 0.51690, 0.16095, 0.28538, 0.48702,
  2194,  63.47,  55.00, 0.55526, 0.07160, 0.37314, 0.15430, 0.20430, 0.45679,
  2195,  65.37,  55.00, 0.34258, 0.19944, 0.45797, 0.14684, 0.27313, 0.47752,
  2196,  67.26,  55.00, 0.63467, 0.11000, 0.25533, 0.10439, 0.23624, 0.49651,
  2197,  69.16,  55.00, 0.34673, 0.25654, 0.39673, 0.15912, 0.31444, 0.55064,
  2198,  71.05,  55.00, 0.63467, 0.11000, 0.25533, 0.10439, 0.22087, 0.46435,
  2199,  72.95,  55.00, 0.59784, 0.19000, 0.21216, 0.11159, 0.23091, 0.41612,
  2200,  74.84,  55.00, 0.59784, 0.19000, 0.21216, 0.11159, 0.23241, 0.41808,
  2203,  80.53,  55.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2221, -67.26,  57.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2222, -65.37,  57.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2266,  18.00,  57.50, 0.49059, 0.21395, 0.29546, 0.13035, 0.24979, 0.42781,
  2267,  19.89,  57.50, 0.49059, 0.21395, 0.29546, 0.13035, 0.24977, 0.42779,
  2268,  21.79,  57.50, 0.37654, 0.24441, 0.37905, 0.15227, 0.27276, 0.44209,
  2269,  23.68,  57.50, 0.42425, 0.20559, 0.37016, 0.13602, 0.25611, 0.43606,
  2270,  25.58,  57.50, 0.30425, 0.26199, 0.43376, 0.16554, 0.28704, 0.45123,
  2271,  27.47,  57.50, 0.52454, 0.20559, 0.26987, 0.12408, 0.24312, 0.42348,
  2272,  29.37,  57.50, 0.52454, 0.20559, 0.26987, 0.12408, 0.24305, 0.42340,
  2273,  31.26,  57.50, 0.52454, 0.20559, 0.26987, 0.12408, 0.24308, 0.42344,
  2274,  33.16,  57.50, 0.52454, 0.20559, 0.26987, 0.12408, 0.24304, 0.42339,
  2275,  35.05,  57.50, 0.35984, 0.25523, 0.38493, 0.15728, 0.27761, 0.44422,
  2276,  36.95,  57.50, 0.52454, 0.20559, 0.26987, 0.12408, 0.24311, 0.42347,
  2277,  38.84,  57.50, 0.90000, 0.05000, 0.05000, 0.09631, 0.14631, 0.37595,
  2278,  40.74,  57.50, 0.90000, 0.05000, 0.05000, 0.09617, 0.14617, 0.37585,
  2279,  42.63,  57.50, 0.39320, 0.28487, 0.32193, 0.16384, 0.28027, 0.43999,
  2280,  44.53,  57.50, 0.39320, 0.28487, 0.32193, 0.16384, 0.28030, 0.44003,
  2281,  46.42,  57.50, 0.46755, 0.25121, 0.28124, 0.14557, 0.26224, 0.43090,
  2282,  48.32,  57.50, 0.49294, 0.25222, 0.25484, 0.14395, 0.26040, 0.42922,
  2283,  50.21,  57.50, 0.58317, 0.18801, 0.22882, 0.11246, 0.23394, 0.42002,
  2284,  52.11,  57.50, 0.30105, 0.29556, 0.40340, 0.17508, 0.29771, 0.45597,
  2285,  54.00,  57.50, 0.30105, 0.29556, 0.40340, 0.17508, 0.29712, 0.45623,
  2286,  55.89,  57.50, 0.30732, 0.24529, 0.44739, 0.16106, 0.28464, 0.45529,
  2287,  57.79,  57.50, 0.56049, 0.11889, 0.32062, 0.11258, 0.21289, 0.42296,
  2288,  59.68,  57.50, 0.56049, 0.11889, 0.32062, 0.11258, 0.21443, 0.42705,
  2289,  61.58,  57.50, 0.33562, 0.18719, 0.47719, 0.14654, 0.26839, 0.47530,
  2290,  63.47,  57.50, 0.55526, 0.07160, 0.37314, 0.15482, 0.20482, 0.45494,
  2291,  65.37,  57.50, 0.33562, 0.18719, 0.47719, 0.14654, 0.27675, 0.48674,
  2292,  67.26,  57.50, 0.63467, 0.11000, 0.25533, 0.10439, 0.23814, 0.50232,
  2293,  69.16,  57.50, 0.34673, 0.25654, 0.39673, 0.15912, 0.30484, 0.54547,
  2294,  71.05,  57.50, 0.63467, 0.11000, 0.25533, 0.10439, 0.25391, 0.52620,
  2295,  72.95,  57.50, 0.59784, 0.19000, 0.21216, 0.11159, 0.24207, 0.43187,
  2296,  74.84,  57.50, 0.59784, 0.19000, 0.21216, 0.11159, 0.23050, 0.41532,
  2297,  76.74,  57.50, 0.59784, 0.19000, 0.21216, 0.11159, 0.25751, 0.46039,
  2299,  80.53,  57.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2314, -72.95,  60.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2317, -67.26,  60.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2363,  19.89,  60.00, 0.42425, 0.20559, 0.37016, 0.13602, 0.25611, 0.43605,
  2364,  21.79,  60.00, 0.90000, 0.05000, 0.05000, 0.09645, 0.14645, 0.37606,
  2365,  23.68,  60.00, 0.42425, 0.20559, 0.37016, 0.13602, 0.25611, 0.43605,
  2366,  25.58,  60.00, 0.52454, 0.20559, 0.26987, 0.12408, 0.24310, 0.42346,
  2367,  27.47,  60.00, 0.52454, 0.20559, 0.26987, 0.12408, 0.24306, 0.42341,
  2368,  29.37,  60.00, 0.52454, 0.20559, 0.26987, 0.12408, 0.24304, 0.42339,
  2369,  31.26,  60.00, 0.52454, 0.20559, 0.26987, 0.12408, 0.24305, 0.42340,
  2370,  33.16,  60.00, 0.52454, 0.20559, 0.26987, 0.12408, 0.24307, 0.42342,
  2371,  35.05,  60.00, 0.35984, 0.25523, 0.38493, 0.15728, 0.27762, 0.44423,
  2372,  36.95,  60.00, 0.21458, 0.25458, 0.53085, 0.17636, 0.29745, 0.46250,
  2373,  38.84,  60.00, 0.90000, 0.05000, 0.05000, 0.09626, 0.14626, 0.37592,
  2374,  40.74,  60.00, 0.90000, 0.05000, 0.05000, 0.09582, 0.14582, 0.37561,
  2375,  42.63,  60.00, 0.20905, 0.20412, 0.58683, 0.17136, 0.28448, 0.46367,
  2376,  44.53,  60.00, 0.35095, 0.22673, 0.42232, 0.15084, 0.27201, 0.44621,
  2377,  46.42,  60.00, 0.46755, 0.25121, 0.28124, 0.14557, 0.26233, 0.43100,
  2378,  48.32,  60.00, 0.46755, 0.25121, 0.28124, 0.14557, 0.26288, 0.43174,
  2379,  50.21,  60.00, 0.45768, 0.22941, 0.31291, 0.13881, 0.25991, 0.43428,
  2380,  52.11,  60.00, 0.44196, 0.22536, 0.33268, 0.13922, 0.26304, 0.43951,
  2381,  54.00,  60.00, 0.14575, 0.33804, 0.51621, 0.20135, 0.32972, 0.47733,
  2382,  55.89,  60.00, 0.30105, 0.29556, 0.40340, 0.17508, 0.29857, 0.45894,
  2383,  57.79,  60.00, 0.30902, 0.23033, 0.46065, 0.15753, 0.28111, 0.45664,
  2384,  59.68,  60.00, 0.30902, 0.23033, 0.46065, 0.15753, 0.28094, 0.45629,
  2385,  61.58,  60.00, 0.30902, 0.23033, 0.46065, 0.15753, 0.28811, 0.47858,
  2386,  63.47,  60.00, 0.30902, 0.23033, 0.46065, 0.15753, 0.29468, 0.50338,
  2387,  65.37,  60.00, 0.54513, 0.14837, 0.30650, 0.11042, 0.24712, 0.48654,
  2388,  67.26,  60.00, 0.63467, 0.11000, 0.25533, 0.10439, 0.24204, 0.50628,
  2389,  69.16,  60.00, 0.34673, 0.25654, 0.39673, 0.15912, 0.30695, 0.53988,
  2390,  71.05,  60.00, 0.63467, 0.11000, 0.25533, 0.10439, 0.23618, 0.50231,
  2392,  74.84,  60.00, 0.59784, 0.19000, 0.21216, 0.11159, 0.23605, 0.42242,
  2393,  76.74,  60.00, 0.59784, 0.19000, 0.21216, 0.11159, 0.23004, 0.41477,
  2395,  80.53,  60.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2410, -72.95,  62.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2413, -67.26,  62.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2462,  25.58,  62.50, 0.52454, 0.20559, 0.26987, 0.12408, 0.24299, 0.42332,
  2463,  27.47,  62.50, 0.52454, 0.20559, 0.26987, 0.12408, 0.24300, 0.42334,
  2464,  29.37,  62.50, 0.57797, 0.15307, 0.26895, 0.10600, 0.22053, 0.41668,
  2465,  31.26,  62.50, 0.46938, 0.23683, 0.29379, 0.14016, 0.25858, 0.43044,
  2466,  33.16,  62.50, 0.37634, 0.23458, 0.38908, 0.14953, 0.27037, 0.44208,
  2467,  35.05,  62.50, 0.37634, 0.23458, 0.38908, 0.14953, 0.27041, 0.44214,
  2468,  36.95,  62.50, 0.90000, 0.05000, 0.05000, 0.09666, 0.14666, 0.37621,
  2469,  38.84,  62.50, 0.90000, 0.05000, 0.05000, 0.09629, 0.14629, 0.37594,
  2470,  40.74,  62.50, 0.90000, 0.05000, 0.05000, 0.09620, 0.14620, 0.37588,
  2471,  42.63,  62.50, 0.90000, 0.05000, 0.05000, 0.09630, 0.14630, 0.37595,
  2472,  44.53,  62.50, 0.90000, 0.05000, 0.05000, 0.09671, 0.14671, 0.37623,
  2473,  46.42,  62.50, 0.42190, 0.22448, 0.35363, 0.14126, 0.26294, 0.43816,
  2474,  48.32,  62.50, 0.37542, 0.29595, 0.32863, 0.16907, 0.28515, 0.44245,
  2475,  50.21,  62.50, 0.40572, 0.25078, 0.34350, 0.15109, 0.27201, 0.44037,
  2476,  52.11,  62.50, 0.44196, 0.22536, 0.33268, 0.13922, 0.26185, 0.43791,
  2477,  54.00,  62.50, 0.23987, 0.33085, 0.42928, 0.19023, 0.31406, 0.46376,
  2478,  55.89,  62.50, 0.41294, 0.33706, 0.25000, 0.18282, 0.29193, 0.44288,
  2479,  57.79,  62.50, 0.50088, 0.17186, 0.32725, 0.11883, 0.24241, 0.43805,
  2480,  59.68,  62.50, 0.13667, 0.22095, 0.64239, 0.18748, 0.30904, 0.48859,
  2481,  61.58,  62.50, 0.79225, 0.08905, 0.11869, 0.09719, 0.20808, 0.46511,
  2482,  63.47,  62.50, 0.79225, 0.08905, 0.11869, 0.09719, 0.22204, 0.48560,
  2483,  65.37,  62.50, 0.36915, 0.23461, 0.39624, 0.15043, 0.29260, 0.51487,
  2484,  67.26,  62.50, 0.56033, 0.12203, 0.31765, 0.11155, 0.24588, 0.50525,
  2485,  69.16,  62.50, 0.63467, 0.11000, 0.25533, 0.10439, 0.22882, 0.48078,
  2488,  74.84,  62.50, 0.59784, 0.19000, 0.21216, 0.11159, 0.25243, 0.44720,
  2489,  76.74,  62.50, 0.59784, 0.19000, 0.21216, 0.11159, 0.22955, 0.41424,
  2491,  80.53,  62.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2505, -74.84,  65.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2506, -72.95,  65.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2507, -71.05,  65.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2509, -67.26,  65.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2558,  25.58,  65.00, 0.52454, 0.20559, 0.26987, 0.12408, 0.24298, 0.42332,
  2559,  27.47,  65.00, 0.52454, 0.20559, 0.26987, 0.12408, 0.24296, 0.42329,
  2560,  29.37,  65.00, 0.52454, 0.20559, 0.26987, 0.12408, 0.24302, 0.42336,
  2561,  31.26,  65.00, 0.57797, 0.15307, 0.26895, 0.10600, 0.22055, 0.41670,
  2562,  33.16,  65.00, 0.58487, 0.19833, 0.21680, 0.11562, 0.23330, 0.41579,
  2563,  35.05,  65.00, 0.58487, 0.19833, 0.21680, 0.11562, 0.23332, 0.41581,
  2564,  36.95,  65.00, 0.57797, 0.15307, 0.26895, 0.10600, 0.22057, 0.41672,
  2565,  38.84,  65.00, 0.90000, 0.05000, 0.05000, 0.09653, 0.14653, 0.37612,
  2566,  40.74,  65.00, 0.42549, 0.21637, 0.35814, 0.13858, 0.25891, 0.43588,
  2567,  42.63,  65.00, 0.90000, 0.05000, 0.05000, 0.09624, 0.14624, 0.37591,
  2568,  44.53,  65.00, 0.90000, 0.05000, 0.05000, 0.09822, 0.14822, 0.37733,
  2569,  46.42,  65.00, 0.41539, 0.26618, 0.31843, 0.15542, 0.27276, 0.43730,
  2570,  48.32,  65.00, 0.41539, 0.26618, 0.31843, 0.15542, 0.27299, 0.43760,
  2571,  50.21,  65.00, 0.41137, 0.27706, 0.31157, 0.15964, 0.27663, 0.43931,
  2572,  52.11,  65.00, 0.56098, 0.19801, 0.24101, 0.11787, 0.23970, 0.42302,
  2573,  54.00,  65.00, 0.23987, 0.33085, 0.42928, 0.19023, 0.31417, 0.46394,
  2574,  55.89,  65.00, 0.41294, 0.33706, 0.25000, 0.18282, 0.29168, 0.44301,
  2575,  57.79,  65.00, 0.38801, 0.32088, 0.29111, 0.17741, 0.29781, 0.45685,
  2576,  59.68,  65.00, 0.44484, 0.19092, 0.36425, 0.13003, 0.26118, 0.45646,
  2577,  61.58,  65.00, 0.33775, 0.27124, 0.39101, 0.16435, 0.30691, 0.51247,
  2578,  63.47,  65.00, 0.38801, 0.32088, 0.29111, 0.17741, 0.31080, 0.49324,
  2579,  65.37,  65.00, 0.39582, 0.30578, 0.29840, 0.17132, 0.30494, 0.50681,
  2580,  67.26,  65.00, 0.54513, 0.14837, 0.30650, 0.11042, 0.24424, 0.46549,
  2581,  69.16,  65.00, 0.63467, 0.11000, 0.25533, 0.10439, 0.23008, 0.48390,
  2584,  74.84,  65.00, 0.59784, 0.19000, 0.21216, 0.11159, 0.25639, 0.45802,
  2585,  76.74,  65.00, 0.59784, 0.19000, 0.21216, 0.11159, 0.23747, 0.42400,
  2601, -74.84,  67.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2602, -72.95,  67.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2603, -71.05,  67.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2605, -67.26,  67.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2653,  23.68,  67.50, 0.43056, 0.22013, 0.34931, 0.13900, 0.25930, 0.43534,
  2654,  25.58,  67.50, 0.52454, 0.20559, 0.26987, 0.12408, 0.24301, 0.42335,
  2655,  27.47,  67.50, 0.52454, 0.20559, 0.26987, 0.12408, 0.24301, 0.42335,
  2656,  29.37,  67.50, 0.52454, 0.20559, 0.26987, 0.12408, 0.24298, 0.42331,
  2657,  31.26,  67.50, 0.52454, 0.20559, 0.26987, 0.12408, 0.24296, 0.42329,
  2658,  33.16,  67.50, 0.58487, 0.19833, 0.21680, 0.11562, 0.23328, 0.41577,
  2659,  35.05,  67.50, 0.57954, 0.23000, 0.19046, 0.12841, 0.24277, 0.41652,
  2660,  36.95,  67.50, 0.31614, 0.19248, 0.49137, 0.15043, 0.26690, 0.44981,
  2661,  38.84,  67.50, 0.66814, 0.13925, 0.19261, 0.09367, 0.20542, 0.40565,
  2662,  40.74,  67.50, 0.52824, 0.09876, 0.37301, 0.13064, 0.20635, 0.42302,
  2663,  42.63,  67.50, 0.90000, 0.05000, 0.05000, 0.09657, 0.14657, 0.37614,
  2664,  44.53,  67.50, 0.08526, 0.49288, 0.42186, 0.23289, 0.36005, 0.47885,
  2665,  46.42,  67.50, 0.41539, 0.26618, 0.31843, 0.15542, 0.27276, 0.43729,
  2666,  48.32,  67.50, 0.40176, 0.25745, 0.34078, 0.15366, 0.27375, 0.44033,
  2667,  50.21,  67.50, 0.40176, 0.25745, 0.34078, 0.15366, 0.27462, 0.44150,
  2668,  52.11,  67.50, 0.44196, 0.22536, 0.33268, 0.13922, 0.26250, 0.43881,
  2669,  54.00,  67.50, 0.23987, 0.33085, 0.42928, 0.19023, 0.31443, 0.46432,
  2670,  55.89,  67.50, 0.14575, 0.33804, 0.51621, 0.20135, 0.33072, 0.47858,
  2671,  57.79,  67.50, 0.44441, 0.18353, 0.37206, 0.12874, 0.26206, 0.46396,
  2672,  59.68,  67.50, 0.33775, 0.27124, 0.39101, 0.16435, 0.30823, 0.51677,
  2673,  61.58,  67.50, 0.33775, 0.27124, 0.39101, 0.16435, 0.31246, 0.50689,
  2674,  63.47,  67.50, 0.42395, 0.22471, 0.35134, 0.14108, 0.27866, 0.49820,
  2675,  65.37,  67.50, 0.36915, 0.23461, 0.39624, 0.15043, 0.29784, 0.53307,
  2676,  67.26,  67.50, 0.28784, 0.12297, 0.58918, 0.16626, 0.26587, 0.51967,
  2677,  69.16,  67.50, 0.28150, 0.12222, 0.59627, 0.16820, 0.26699, 0.51795,
  2678,  71.05,  67.50, 0.32912, 0.17137, 0.49951, 0.14693, 0.28505, 0.53752,
  2679,  72.95,  67.50, 0.39245, 0.16559, 0.44196, 0.13535, 0.26166, 0.49965,
  2681,  76.74,  67.50, 0.59784, 0.19000, 0.21216, 0.11159, 0.24291, 0.43180,
  2698, -72.95,  70.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2700, -69.16,  70.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2701, -67.26,  70.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2710, -50.21,  70.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2711, -48.32,  70.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
