lsmlon,lsmlat,LANDFRAC_P,LONGXY,LATIXY,IGBP,cellid,WRTCELL
26,62,1,62.5,25.6,16,2462,0
26,63,1,62.5,27.5,16,2463,0
26,64,1,62.5,29.4,16,2464,0
26,65,1,62.5,31.3,16,2465,0
26,66,1,62.5,33.2,7,2466,0
26,67,1,62.5,35.1,10,2467,0
26,68,1,62.5,36.9,7,2468,0
26,69,1,62.5,38.8,16,2469,0
26,70,1,62.5,40.7,7,2470,0
26,71,1,62.5,42.6,7,2471,0
26,72,1,62.5,44.5,7,2472,0
26,73,1,62.5,46.4,10,2473,0
26,74,1,62.5,48.3,10,2474,0
26,75,1,62.5,50.2,10,2475,0
26,76,1,62.5,52.1,14,2476,0
26,77,1,62.5,54,14,2477,0
26,78,1,62.5,55.9,14,2478,0
26,79,1,62.5,57.8,5,2479,0
26,80,1,62.5,59.7,5,2480,0
26,81,1,62.5,61.6,1,2481,0
26,82,1,62.5,63.5,1,2482,0
26,83,1,62.5,65.4,7,2483,0
26,84,1,62.5,67.3,7,2484,0
26,85,1,62.5,69.2,7,2485,0
26,86,0,62.5,71.1,17,2486,0
26,87,0,62.5,72.9,17,2487,0
26,88,0,62.5,74.8,17,2488,0
26,89,0,62.5,76.7,17,2489,0
26,90,0,62.5,78.6,17,2490,0
26,91,0,62.5,80.5,17,2491,0
26,92,0,62.5,82.4,17,2492,0
26,93,0,62.5,84.3,17,2493,0
26,94,0,62.5,86.2,17,2494,0
26,95,0,62.5,88.1,17,2495,0
26,96,0,62.5,90,17,2496,0
27,1,1,65,-90,15,2497,0
27,2,1,65,-88.1,15,2498,0
27,3,1,65,-86.2,15,2499,0
27,4,1,65,-84.3,15,2500,0
27,5,1,65,-82.4,15,2501,0
27,6,1,65,-80.5,15,2502,0
27,7,1,65,-78.6,15,2503,0
27,8,1,65,-76.7,15,2504,0
27,9,1,65,-74.8,15,2505,0
27,10,1,65,-72.9,15,2506,0
27,11,1,65,-71.1,15,2507,0
27,12,1,65,-69.2,15,2508,0
27,13,0,65,-67.3,17,2509,0
27,14,0,65,-65.4,17,2510,0
27,15,0,65,-63.5,17,2511,0
27,16,0,65,-61.6,17,2512,0
27,17,0,65,-59.7,17,2513,0
27,18,0,65,-57.8,17,2514,0
27,19,0,65,-55.9,17,2515,0
27,20,0,65,-54,17,2516,0
27,21,0,65,-52.1,17,2517,0
27,22,0,65,-50.2,17,2518,0
27,23,0,65,-48.3,17,2519,0
27,24,0,65,-46.4,17,2520,0
27,25,0,65,-44.5,17,2521,0
27,26,0,65,-42.6,17,2522,0
27,27,0,65,-40.7,17,2523,0
27,28,0,65,-38.8,17,2524,0
27,29,0,65,-36.9,17,2525,0
27,30,0,65,-35.1,17,2526,0
27,31,0,65,-33.2,17,2527,0
27,32,0,65,-31.3,17,2528,0
27,33,0,65,-29.4,17,2529,0
27,34,0,65,-27.5,17,2530,0
27,35,0,65,-25.6,17,2531,0
27,36,0,65,-23.7,17,2532,0
27,37,0,65,-21.8,17,2533,0
27,38,0,65,-19.9,17,2534,0
27,39,0,65,-18,17,2535,0
27,40,0,65,-16.1,17,2536,0
27,41,0,65,-14.2,17,2537,0
27,42,0,65,-12.3,17,2538,0
27,43,0,65,-10.4,17,2539,0
27,44,0,65,-8.5,17,2540,0
27,45,0,65,-6.6,17,2541,0
27,46,0,65,-4.7,17,2542,0
27,47,0,65,-2.8,17,2543,0
27,48,0,65,-0.9,17,2544,0
27,49,0,65,0.9,17,2545,0
27,50,0,65,2.8,17,2546,0
27,51,0,65,4.7,17,2547,0
27,52,0,65,6.6,17,2548,0
27,53,0,65,8.5,17,2549,0
27,54,0,65,10.4,17,2550,0
27,55,0,65,12.3,17,2551,0
27,56,0,65,14.2,17,2552,0
27,57,0,65,16.1,17,2553,0
27,58,0,65,18,17,2554,0
27,59,0,65,19.9,17,2555,0
27,60,0,65,21.8,17,2556,0
27,61,0,65,23.7,17,2557,0
27,62,1,65,25.6,16,2558,0
27,63,1,65,27.5,16,2559,0
27,64,1,65,29.4,16,2560,0
27,65,1,65,31.3,7,2561,0
27,66,1,65,33.2,10,2562,0
27,67,1,65,35.1,10,2563,0
27,68,1,65,36.9,7,2564,0
27,69,1,65,38.8,7,2565,0
27,70,1,65,40.7,7,2566,0
27,71,1,65,42.6,7,2567,0
27,72,1,65,44.5,7,2568,0
27,73,1,65,46.4,10,2569,0
27,74,1,65,48.3,10,2570,0
27,75,1,65,50.2,10,2571,0
27,76,1,65,52.1,14,2572,0
27,77,1,65,54,14,2573,0
27,78,1,65,55.9,14,2574,0
27,79,1,65,57.8,12,2575,0
27,80,1,65,59.7,4,2576,0
27,81,1,65,61.6,1,2577,0
27,82,1,65,63.5,11,2578,0
27,83,1,65,65.4,11,2579,0
27,84,1,65,67.3,7,2580,0
27,85,1,65,69.2,7,2581,0
27,86,0,65,71.1,17,2582,0
27,87,0,65,72.9,17,2583,0
27,88,0,65,74.8,17,2584,0
27,89,1,65,76.7,17,2585,0
27,90,0,65,78.6,17,2586,0
27,91,0,65,80.5,17,2587,0
27,92,0,65,82.4,17,2588,0
27,93,0,65,84.3,17,2589,0
27,94,0,65,86.2,17,2590,0
27,95,0,65,88.1,17,2591,0
27,96,0,65,90,17,2592,0
28,1,1,67.5,-90,15,2593,0
28,2,1,67.5,-88.1,15,2594,0
28,3,1,67.5,-86.2,15,2595,0
28,4,1,67.5,-84.3,15,2596,0
28,5,1,67.5,-82.4,15,2597,0
28,6,1,67.5,-80.5,15,2598,0
28,7,1,67.5,-78.6,15,2599,0
28,8,1,67.5,-76.7,15,2600,0
28,9,1,67.5,-74.8,15,2601,0
28,10,1,67.5,-72.9,15,2602,0
28,11,1,67.5,-71.1,15,2603,0
28,12,1,67.5,-69.2,15,2604,0
28,13,0,67.5,-67.3,17,2605,0
28,14,0,67.5,-65.4,17,2606,0
28,15,0,67.5,-63.5,17,2607,0
28,16,0,67.5,-61.6,17,2608,0
28,17,0,67.5,-59.7,17,2609,0
28,18,0,67.5,-57.8,17,2610,0
28,19,0,67.5,-55.9,17,2611,0
28,20,0,67.5,-54,17,2612,0
28,21,0,67.5,-52.1,17,2613,0
28,22,0,67.5,-50.2,17,2614,0
28,23,0,67.5,-48.3,17,2615,0
28,24,0,67.5,-46.4,17,2616,0
28,25,0,67.5,-44.5,17,2617,0
28,26,0,67.5,-42.6,17,2618,0
28,27,0,67.5,-40.7,17,2619,0
28,28,0,67.5,-38.8,17,2620,0
28,29,0,67.5,-36.9,17,2621,0
28,30,0,67.5,-35.1,17,2622,0
28,31,0,67.5,-33.2,17,2623,0
28,32,0,67.5,-31.3,17,2624,0
28,33,0,67.5,-29.4,17,2625,0
28,34,0,67.5,-27.5,17,2626,0
28,35,0,67.5,-25.6,17,2627,0
28,36,0,67.5,-23.7,17,2628,0
28,37,0,67.5,-21.8,17,2629,0
28,38,0,67.5,-19.9,17,2630,0
28,39,0,67.5,-18,17,2631,0
28,40,0,67.5,-16.1,17,2632,0
28,41,0,67.5,-14.2,17,2633,0
28,42,0,67.5,-12.3,17,2634,0
28,43,0,67.5,-10.4,17,2635,0
28,44,0,67.5,-8.5,17,2636,0
28,45,0,67.5,-6.6,17,2637,0
28,46,0,67.5,-4.7,17,2638,0
28,47,0,67.5,-2.8,17,2639,0
28,48,0,67.5,-0.9,17,2640,0
28,49,0,67.5,0.9,17,2641,0
28,50,0,67.5,2.8,17,2642,0
28,51,0,67.5,4.7,17,2643,0
28,52,0,67.5,6.6,17,2644,0
28,53,0,67.5,8.5,17,2645,0
28,54,0,67.5,10.4,17,2646,0
28,55,0,67.5,12.3,17,2647,0
28,56,0,67.5,14.2,17,2648,0
28,57,0,67.5,16.1,17,2649,0
28,58,0,67.5,18,17,2650,0
28,59,0,67.5,19.9,17,2651,0
28,60,0,67.5,21.8,17,2652,0
28,61,1,67.5,23.7,17,2653,0
28,62,1,67.5,25.6,7,2654,0
28,63,1,67.5,27.5,7,2655,0
28,64,1,67.5,29.4,7,2656,0
28,65,1,67.5,31.3,7,2657,0
28,66,1,67.5,33.2,7,2658,0
28,67,1,67.5,35.1,7,2659,0
28,68,1,67.5,36.9,10,2660,0
28,69,1,67.5,38.8,14,2661,0
28,70,1,67.5,40.7,12,2662,0
28,71,1,67.5,42.6,7,2663,0
28,72,1,67.5,44.5,7,2664,0
28,73,1,67.5,46.4,10,2665,0
28,74,1,67.5,48.3,10,2666,0
28,75,1,67.5,50.2,10,2667,0
28,76,1,67.5,52.1,14,2668,0
28,77,1,67.5,54,14,2669,0
28,78,1,67.5,55.9,14,2670,0
28,79,1,67.5,57.8,14,2671,0
28,80,1,67.5,59.7,5,2672,0
28,81,1,67.5,61.6,1,2673,0
28,82,1,67.5,63.5,1,2674,0
28,83,1,67.5,65.4,11,2675,0
28,84,1,67.5,67.3,7,2676,0
28,85,1,67.5,69.2,7,2677,0
28,86,1,67.5,71.1,7,2678,0
28,87,0,67.5,72.9,17,2679,0
28,88,0,67.5,74.8,17,2680,0
28,89,1,67.5,76.7,17,2681,0
28,90,0,67.5,78.6,17,2682,0
28,91,0,67.5,80.5,17,2683,0
28,92,0,67.5,82.4,17,2684,0
28,93,0,67.5,84.3,17,2685,0
28,94,0,67.5,86.2,17,2686,0
28,95,0,67.5,88.1,17,2687,0
28,96,0,67.5,90,17,2688,0
29,1,1,70,-90,15,2689,0
29,2,1,70,-88.1,15,2690,0
29,3,1,70,-86.2,15,2691,0
29,4,1,70,-84.3,15,2692,0
29,5,1,70,-82.4,15,2693,0
29,6,1,70,-80.5,15,2694,0
29,7,1,70,-78.6,15,2695,0
29,8,1,70,-76.7,15,2696,0
29,9,1,70,-74.8,15,2697,0
29,10,1,70,-72.9,15,2698,0
29,11,1,70,-71.1,15,2699,0
29,12,1,70,-69.2,15,2700,0
29,13,0,70,-67.3,17,2701,0
29,14,0,70,-65.4,17,2702,0
29,15,0,70,-63.5,17,2703,0
29,16,0,70,-61.6,17,2704,0
29,17,0,70,-59.7,17,2705,0
29,18,0,70,-57.8,17,2706,0
29,19,0,70,-55.9,17,2707,0
29,20,0,70,-54,17,2708,0
29,21,0,70,-52.1,17,2709,0
29,22,0,70,-50.2,17,2710,0
29,23,0,70,-48.3,17,2711,0
29,24,0,70,-46.4,17,2712,0
29,25,0,70,-44.5,17,2713,0
29,26,0,70,-42.6,17,2714,0
29,27,0,70,-40.7,17,2715,0
29,28,0,70,-38.8,17,2716,0
29,29,0,70,-36.9,17,2717,0
29,30,0,70,-35.1,17,2718,0
29,31,0,70,-33.2,17,2719,0
29,32,0,70,-31.3,17,2720,0
29,33,0,70,-29.4,17,2721,0
29,34,0,70,-27.5,17,2722,0
29,35,0,70,-25.6,17,2723,0
29,36,0,70,-23.7,17,2724,0
29,37,0,70,-21.8,17,2725,0
29,38,0,70,-19.9,17,2726,0
29,39,0,70,-18,17,2727,0
29,40,0,70,-16.1,17,2728,0
29,41,0,70,-14.2,17,2729,0
29,42,0,70,-12.3,17,2730,0
29,43,0,70,-10.4,17,2731,0
29,44,0,70,-8.5,17,2732,0
29,45,0,70,-6.6,17,2733,0
29,46,0,70,-4.7,17,2734,0
29,47,0,70,-2.8,17,2735,0
29,48,0,70,-0.9,17,2736,0
29,49,0,70,0.9,17,2737,0
29,50,0,70,2.8,17,2738,0
29,51,0,70,4.7,17,2739,0
29,52,0,70,6.6,17,2740,0
29,53,0,70,8.5,17,2741,0
29,54,0,70,10.4,17,2742,0
29,55,0,70,12.3,17,2743,0
29,56,0,70,14.2,17,2744,0
29,57,0,70,16.1,17,2745,0
29,58,0,70,18,17,2746,0
29,59,0,70,19.9,17,2747,0
29,60,1,70,21.8,12,2748,0
29,61,1,70,23.7,7,2749,0
29,62,1,70,25.6,7,2750,0
29,63,1,70,27.5,16,2751,0
29,64,1,70,29.4,12,2752,0
29,65,1,70,31.3,7,2753,0
29,66,1,70,33.2,7,2754,0
29,67,1,70,35.1,7,2755,0
29,68,1,70,36.9,10,2756,0
29,69,1,70,38.8,14,2757,0
29,70,1,70,40.7,10,2758,0
29,71,1,70,42.6,14,2759,0
29,72,1,70,44.5,7,2760,0
29,73,1,70,46.4,10,2761,0
29,74,1,70,48.3,10,2762,0
29,75,1,70,50.2,10,2763,0
29,76,1,70,52.1,14,2764,0
29,77,1,70,54,14,2765,0
29,78,1,70,55.9,12,2766,0
29,79,1,70,57.8,5,2767,0
29,80,1,70,59.7,5,2768,0
29,81,1,70,61.6,1,2769,0
29,82,1,70,63.5,11,2770,0
29,83,1,70,65.4,11,2771,0
29,84,1,70,67.3,7,2772,0
29,85,1,70,69.2,7,2773,0
29,86,1,70,71.1,7,2774,0
29,87,1,70,72.9,17,2775,0
29,88,0,70,74.8,17,2776,0
29,89,0,70,76.7,17,2777,0
29,90,0,70,78.6,17,2778,0
29,91,0,70,80.5,17,2779,0
29,92,0,70,82.4,17,2780,0
29,93,0,70,84.3,17,2781,0
29,94,0,70,86.2,17,2782,0
29,95,0,70,88.1,17,2783,0
29,96,0,70,90,17,2784,0
30,1,1,72.5,-90,15,2785,0
30,2,1,72.5,-88.1,15,2786,0
30,3,1,72.5,-86.2,15,2787,0
30,4,1,72.5,-84.3,15,2788,0
30,5,1,72.5,-82.4,15,2789,0
30,6,1,72.5,-80.5,15,2790,0
30,7,1,72.5,-78.6,15,2791,0
30,8,1,72.5,-76.7,15,2792,0
30,9,1,72.5,-74.8,15,2793,0
30,10,1,72.5,-72.9,15,2794,0
30,11,1,72.5,-71.1,15,2795,0
30,12,1,72.5,-69.2,15,2796,0
30,13,0,72.5,-67.3,17,2797,0
30,14,0,72.5,-65.4,17,2798,0
30,15,0,72.5,-63.5,17,2799,0
30,16,0,72.5,-61.6,17,2800,0
30,17,0,72.5,-59.7,17,2801,0
30,18,0,72.5,-57.8,17,2802,0
30,19,0,72.5,-55.9,17,2803,0
30,20,0,72.5,-54,17,2804,0
30,21,0,72.5,-52.1,17,2805,0
30,22,0,72.5,-50.2,17,2806,0
30,23,0,72.5,-48.3,17,2807,0
30,24,0,72.5,-46.4,17,2808,0
30,25,0,72.5,-44.5,17,2809,0
30,26,0,72.5,-42.6,17,2810,0
30,27,0,72.5,-40.7,17,2811,0
30,28,0,72.5,-38.8,17,2812,0
30,29,0,72.5,-36.9,17,2813,0
30,30,0,72.5,-35.1,17,2814,0
30,31,0,72.5,-33.2,17,2815,0
30,32,0,72.5,-31.3,17,2816,0
30,33,0,72.5,-29.4,17,2817,0
30,34,0,72.5,-27.5,17,2818,0
30,35,0,72.5,-25.6,17,2819,0
30,36,0,72.5,-23.7,17,2820,0
30,37,0,72.5,-21.8,17,2821,0
30,38,0,72.5,-19.9,17,2822,0
30,39,0,72.5,-18,17,2823,0
30,40,0,72.5,-16.1,17,2824,0
30,41,0,72.5,-14.2,17,2825,0
30,42,0,72.5,-12.3,17,2826,0
30,43,0,72.5,-10.4,17,2827,0
30,44,0,72.5,-8.5,17,2828,0
30,45,0,72.5,-6.6,17,2829,0
30,46,0,72.5,-4.7,17,2830,0
30,47,0,72.5,-2.8,17,2831,0
30,48,0,72.5,-0.9,17,2832,0
30,49,0,72.5,0.9,17,2833,0
30,50,0,72.5,2.8,17,2834,0
30,51,0,72.5,4.7,17,2835,0
30,52,0,72.5,6.6,17,2836,0
30,53,0,72.5,8.5,17,2837,0
30,54,0,72.5,10.4,17,2838,0
30,55,0,72.5,12.3,17,2839,0
30,56,0,72.5,14.2,17,2840,0
30,57,0,72.5,16.1,17,2841,0
30,58,0,72.5,18,17,2842,0
30,59,1,72.5,19.9,17,2843,0
30,60,1,72.5,21.8,12,2844,0
30,61,1,72.5,23.7,12,2845,0
30,62,1,72.5,25.6,12,2846,0
30,63,1,72.5,27.5,7,2847,0
30,64,1,72.5,29.4,12,2848,0
30,65,1,72.5,31.3,12,2849,0
30,66,1,72.5,33.2,12,2850,0
30,67,1,72.5,35.1,10,2851,0
30,68,1,72.5,36.9,7,2852,0
30,69,1,72.5,38.8,16,2853,0
30,70,1,72.5,40.7,14,2854,0
30,71,1,72.5,42.6,14,2855,0
30,72,1,72.5,44.5,7,2856,0
30,73,1,72.5,46.4,10,2857,0
30,74,1,72.5,48.3,10,2858,0
30,75,1,72.5,50.2,10,2859,0
30,76,1,72.5,52.1,14,2860,0
30,77,1,72.5,54,14,2861,0
30,78,1,72.5,55.9,12,2862,0
30,79,1,72.5,57.8,5,2863,0
30,80,1,72.5,59.7,5,2864,0
30,81,1,72.5,61.6,11,2865,0
30,82,1,72.5,63.5,11,2866,0
30,83,1,72.5,65.4,11,2867,0
30,84,1,72.5,67.3,7,2868,0
30,85,1,72.5,69.2,7,2869,0
30,86,1,72.5,71.1,7,2870,0
30,87,0,72.5,72.9,17,2871,0
30,88,0,72.5,74.8,17,2872,0
30,89,0,72.5,76.7,17,2873,0
30,90,0,72.5,78.6,17,2874,0
30,91,0,72.5,80.5,17,2875,0
30,92,0,72.5,82.4,17,2876,0
30,93,0,72.5,84.3,17,2877,0
30,94,0,72.5,86.2,17,2878,0
30,95,0,72.5,88.1,17,2879,0
30,96,0,72.5,90,17,2880,0
31,1,1,75,-90,15,2881,0
31,2,1,75,-88.1,15,2882,0
31,3,1,75,-86.2,15,2883,0
31,4,1,75,-84.3,15,2884,0
31,5,1,75,-82.4,15,2885,0
31,6,1,75,-80.5,15,2886,0
31,7,1,75,-78.6,15,2887,0
31,8,1,75,-76.7,15,2888,0
31,9,1,75,-74.8,15,2889,0
31,10,1,75,-72.9,15,2890,0
31,11,1,75,-71.1,15,2891,0
31,12,1,75,-69.2,17,2892,0
31,13,0,75,-67.3,17,2893,0
31,14,0,75,-65.4,17,2894,0
31,15,0,75,-63.5,17,2895,0
31,16,0,75,-61.6,17,2896,0
31,17,0,75,-59.7,17,2897,0
31,18,0,75,-57.8,17,2898,0
31,19,0,75,-55.9,17,2899,0
31,20,0,75,-54,17,2900,0
31,21,0,75,-52.1,17,2901,0
31,22,0,75,-50.2,17,2902,0
31,23,0,75,-48.3,17,2903,0
31,24,0,75,-46.4,17,2904,0
31,25,0,75,-44.5,17,2905,0
31,26,0,75,-42.6,17,2906,0
31,27,0,75,-40.7,17,2907,0
31,28,0,75,-38.8,17,2908,0
31,29,0,75,-36.9,17,2909,0
31,30,0,75,-35.1,17,2910,0
31,31,0,75,-33.2,17,2911,0
31,32,0,75,-31.3,17,2912,0
31,33,0,75,-29.4,17,2913,0
31,34,0,75,-27.5,17,2914,0
31,35,0,75,-25.6,17,2915,0
31,36,0,75,-23.7,17,2916,0
31,37,0,75,-21.8,17,2917,0
31,38,0,75,-19.9,17,2918,0
31,39,0,75,-18,17,2919,0
31,40,0,75,-16.1,17,2920,0
31,41,0,75,-14.2,17,2921,0
31,42,0,75,-12.3,17,2922,0
31,43,0,75,-10.4,17,2923,0
31,44,0,75,-8.5,17,2924,0
31,45,0,75,-6.6,17,2925,0
31,46,0,75,-4.7,17,2926,0
31,47,0,75,-2.8,17,2927,0
31,48,0,75,-0.9,17,2928,0
31,49,0,75,0.9,17,2929,0
31,50,0,75,2.8,17,2930,0
31,51,0,75,4.7,17,2931,0
31,52,0,75,6.6,17,2932,0
31,53,0,75,8.5,17,2933,0
31,54,0,75,10.4,17,2934,0
31,55,1,75,12.3,17,2935,0
31,56,1,75,14.2,12,2936,0
31,57,1,75,16.1,12,2937,0
31,58,1,75,18,12,2938,0
31,59,1,75,19.9,12,2939,0
31,60,1,75,21.8,12,2940,0
31,61,1,75,23.7,12,2941,0
31,62,1,75,25.6,12,2942,0
31,63,1,75,27.5,12,2943,0
31,64,1,75,29.4,12,2944,0
31,65,1,75,31.3,12,2945,0
31,66,1,75,33.2,10,2946,0
31,67,1,75,35.1,7,2947,0
31,68,1,75,36.9,16,2948,0
31,69,1,75,38.8,7,2949,0
31,70,1,75,40.7,7,2950,0
31,71,1,75,42.6,14,2951,0
31,72,1,75,44.5,10,2952,0
31,73,1,75,46.4,7,2953,0
31,74,1,75,48.3,10,2954,0
31,75,1,75,50.2,14,2955,0
31,76,1,75,52.1,14,2956,0
31,77,1,75,54,12,2957,0
31,78,1,75,55.9,8,2958,0
31,79,1,75,57.8,5,2959,0
31,80,1,75,59.7,1,2960,0
31,81,1,75,61.6,11,2961,0
31,82,1,75,63.5,11,2962,0
31,83,1,75,65.4,11,2963,0
31,84,1,75,67.3,7,2964,0
31,85,1,75,69.2,7,2965,0
31,86,1,75,71.1,7,2966,0
31,87,1,75,72.9,17,2967,0
31,88,0,75,74.8,17,2968,0
31,89,0,75,76.7,17,2969,0
31,90,0,75,78.6,17,2970,0
31,91,0,75,80.5,17,2971,0
31,92,0,75,82.4,17,2972,0
31,93,0,75,84.3,17,2973,0
31,94,0,75,86.2,17,2974,0
31,95,0,75,88.1,17,2975,0
31,96,0,75,90,17,2976,0
32,1,1,77.5,-90,15,2977,0
32,2,1,77.5,-88.1,15,2978,0
32,3,1,77.5,-86.2,15,2979,0
32,4,1,77.5,-84.3,15,2980,0
32,5,1,77.5,-82.4,15,2981,0
32,6,1,77.5,-80.5,15,2982,0
32,7,1,77.5,-78.6,15,2983,0
32,8,1,77.5,-76.7,15,2984,0
32,9,1,77.5,-74.8,15,2985,0
32,10,1,77.5,-72.9,15,2986,0
32,11,1,77.5,-71.1,15,2987,0
32,12,1,77.5,-69.2,15,2988,0
32,13,0,77.5,-67.3,17,2989,0
32,14,0,77.5,-65.4,17,2990,0
32,15,0,77.5,-63.5,17,2991,0
32,16,0,77.5,-61.6,17,2992,0
32,17,0,77.5,-59.7,17,2993,0
32,18,0,77.5,-57.8,17,2994,0
32,19,0,77.5,-55.9,17,2995,0
32,20,0,77.5,-54,17,2996,0
32,21,0,77.5,-52.1,17,2997,0
32,22,0,77.5,-50.2,17,2998,0
32,23,0,77.5,-48.3,17,2999,0
32,24,0,77.5,-46.4,17,3000,0
32,25,0,77.5,-44.5,17,3001,0
32,26,0,77.5,-42.6,17,3002,0
32,27,0,77.5,-40.7,17,3003,0
32,28,0,77.5,-38.8,17,3004,0
32,29,0,77.5,-36.9,17,3005,0
32,30,0,77.5,-35.1,17,3006,0
32,31,0,77.5,-33.2,17,3007,0
32,32,0,77.5,-31.3,17,3008,0
32,33,0,77.5,-29.4,17,3009,0
32,34,0,77.5,-27.5,17,3010,0
32,35,0,77.5,-25.6,17,3011,0
32,36,0,77.5,-23.7,17,3012,0
32,37,0,77.5,-21.8,17,3013,0
32,38,0,77.5,-19.9,17,3014,0
32,39,0,77.5,-18,17,3015,0
32,40,0,77.5,-16.1,17,3016,0
32,41,0,77.5,-14.2,17,3017,0
32,42,0,77.5,-12.3,17,3018,0
32,43,0,77.5,-10.4,17,3019,0
32,44,0,77.5,-8.5,17,3020,0
32,45,0,77.5,-6.6,17,3021,0
32,46,0,77.5,-4.7,17,3022,0
32,47,0,77.5,-2.8,17,3023,0
32,48,0,77.5,-0.9,17,3024,0
32,49,0,77.5,0.9,17,3025,0
32,50,0,77.5,2.8,17,3026,0
32,51,0,77.5,4.7,17,3027,0
32,52,0,77.5,6.6,17,3028,0
32,53,1,77.5,8.5,17,3029,0
32,54,1,77.5,10.4,12,3030,0
32,55,1,77.5,12.3,12,3031,0
32,56,1,77.5,14.2,12,3032,0
32,57,1,77.5,16.1,12,3033,0
32,58,1,77.5,18,12,3034,0
32,59,1,77.5,19.9,12,3035,0
32,60,1,77.5,21.8,12,3036,0
32,61,1,77.5,23.7,12,3037,0
32,62,1,77.5,25.6,12,3038,0
32,63,1,77.5,27.5,12,3039,0
32,64,1,77.5,29.4,12,3040,0
32,65,1,77.5,31.3,10,3041,0
32,66,1,77.5,33.2,16,3042,0
32,67,1,77.5,35.1,7,3043,0
32,68,1,77.5,36.9,16,3044,0
32,69,1,77.5,38.8,16,3045,0
32,70,1,77.5,40.7,7,3046,0
32,71,1,77.5,42.6,10,3047,0
32,72,1,77.5,44.5,10,3048,0
32,73,1,77.5,46.4,7,3049,0
32,74,1,77.5,48.3,10,3050,0
32,75,1,77.5,50.2,14,3051,0
32,76,1,77.5,52.1,12,3052,0
32,77,1,77.5,54,12,3053,0
32,78,1,77.5,55.9,8,3054,0
32,79,1,77.5,57.8,5,3055,0
32,80,1,77.5,59.7,1,3056,0
32,81,1,77.5,61.6,1,3057,0
32,82,1,77.5,63.5,11,3058,0
32,83,1,77.5,65.4,11,3059,0
32,84,1,77.5,67.3,7,3060,0
32,85,1,77.5,69.2,7,3061,0
32,86,1,77.5,71.1,7,3062,0
32,87,1,77.5,72.9,17,3063,0
32,88,0,77.5,74.8,17,3064,0
32,89,0,77.5,76.7,17,3065,0
32,90,0,77.5,78.6,17,3066,0
32,91,0,77.5,80.5,17,3067,0
32,92,0,77.5,82.4,17,3068,0
32,93,0,77.5,84.3,17,3069,0
32,94,0,77.5,86.2,17,3070,0
32,95,0,77.5,88.1,17,3071,0
32,96,0,77.5,90,17,3072,0
33,1,1,80,-90,15,3073,0
33,2,1,80,-88.1,15,3074,0
33,3,1,80,-86.2,15,3075,0
33,4,1,80,-84.3,15,3076,0
33,5,1,80,-82.4,15,3077,0
33,6,1,80,-80.5,15,3078,0
33,7,1,80,-78.6,15,3079,0
33,8,1,80,-76.7,15,3080,0
33,9,1,80,-74.8,15,3081,0
33,10,1,80,-72.9,15,3082,0
33,11,1,80,-71.1,15,3083,0
33,12,1,80,-69.2,15,3084,0
33,13,0,80,-67.3,17,3085,0
33,14,0,80,-65.4,17,3086,0
33,15,0,80,-63.5,17,3087,0
33,16,0,80,-61.6,17,3088,0
33,17,0,80,-59.7,17,3089,0
33,18,0,80,-57.8,17,3090,0
33,19,0,80,-55.9,17,3091,0
33,20,0,80,-54,17,3092,0
33,21,0,80,-52.1,17,3093,0
33,22,0,80,-50.2,17,3094,0
33,23,0,80,-48.3,17,3095,0
33,24,0,80,-46.4,17,3096,0
33,25,0,80,-44.5,17,3097,0
33,26,0,80,-42.6,17,3098,0
33,27,0,80,-40.7,17,3099,0
33,28,0,80,-38.8,17,3100,0
33,29,0,80,-36.9,17,3101,0
33,30,0,80,-35.1,17,3102,0
33,31,0,80,-33.2,17,3103,0
33,32,0,80,-31.3,17,3104,0
33,33,0,80,-29.4,17,3105,0
33,34,0,80,-27.5,17,3106,0
33,35,0,80,-25.6,17,3107,0
33,36,0,80,-23.7,17,3108,0
33,37,0,80,-21.8,17,3109,0
33,38,0,80,-19.9,17,3110,0
33,39,0,80,-18,17,3111,0
33,40,0,80,-16.1,17,3112,0
33,41,0,80,-14.2,17,3113,0
33,42,0,80,-12.3,17,3114,0
33,43,0,80,-10.4,17,3115,0
33,44,0,80,-8.5,17,3116,0
33,45,0,80,-6.6,17,3117,0
33,46,0,80,-4.7,17,3118,0
33,47,0,80,-2.8,17,3119,0
33,48,0,80,-0.9,17,3120,0
33,49,0,80,0.9,17,3121,0
33,50,0,80,2.8,17,3122,0
33,51,0,80,4.7,17,3123,0
33,52,1,80,6.6,17,3124,0
33,53,1,80,8.5,17,3125,0
33,54,1,80,10.4,17,3126,0
33,55,1,80,12.3,17,3127,0
33,56,1,80,14.2,12,3128,0
33,57,1,80,16.1,12,3129,0
33,58,1,80,18,12,3130,0
33,59,1,80,19.9,8,3131,0
33,60,1,80,21.8,12,3132,0
33,61,1,80,23.7,12,3133,0
33,62,1,80,25.6,12,3134,0
33,63,1,80,27.5,12,3135,0
33,64,1,80,29.4,14,3136,0
33,65,1,80,31.3,7,3137,0
33,66,1,80,33.2,7,3138,0
33,67,1,80,35.1,7,3139,0
33,68,1,80,36.9,16,3140,0
33,69,1,80,38.8,16,3141,0
33,70,1,80,40.7,16,3142,0
33,71,1,80,42.6,10,3143,0
33,72,1,80,44.5,14,3144,0
33,73,1,80,46.4,10,3145,0
33,74,1,80,48.3,14,3146,0
33,75,1,80,50.2,14,3147,0
