lsmlon,lsmlat,LANDFRAC_P,LONGXY,LATIXY,IGBP,cellid,WRTCELL
1,1,1,0,-90,15,1,0
1,2,1,0,-88.1,15,2,0
1,3,1,0,-86.2,15,3,0
1,4,1,0,-84.3,15,4,0
1,5,1,0,-82.4,15,5,0
1,6,1,0,-80.5,15,6,0
1,7,1,0,-78.6,15,7,0
1,8,1,0,-76.7,15,8,0
1,9,1,0,-74.8,15,9,0
1,10,1,0,-72.9,15,10,0
1,11,1,0,-71.1,15,11,0
1,12,1,0,-69.2,17,12,0
1,13,0,0,-67.3,17,13,0
1,14,0,0,-65.4,17,14,0
1,15,0,0,-63.5,17,15,0
1,16,0,0,-61.6,17,16,0
1,17,0,0,-59.7,17,17,0
1,18,0,0,-57.8,17,18,0
1,19,0,0,-55.9,17,19,0
1,20,0,0,-54,17,20,0
1,21,0,0,-52.1,17,21,0
1,22,0,0,-50.2,17,22,0
1,23,0,0,-48.3,17,23,0
1,24,0,0,-46.4,17,24,0
1,25,0,0,-44.5,17,25,0
1,26,0,0,-42.6,17,26,0
1,27,0,0,-40.7,17,27,0
1,28,0,0,-38.8,17,28,0
1,29,0,0,-36.9,17,29,0
1,30,0,0,-35.1,17,30,0
1,31,0,0,-33.2,17,31,0
1,32,0,0,-31.3,17,32,0
1,33,0,0,-29.4,17,33,0
1,34,0,0,-27.5,17,34,0
1,35,0,0,-25.6,17,35,0
1,36,0,0,-23.7,17,36,0
1,37,0,0,-21.8,17,37,0
1,38,0,0,-19.9,17,38,0
1,39,0,0,-18,17,39,0
1,40,0,0,-16.1,17,40,0
1,41,0,0,-14.2,17,41,0
1,42,0,0,-12.3,17,42,0
1,43,0,0,-10.4,17,43,0
1,44,0,0,-8.5,17,44,0
1,45,0,0,-6.6,17,45,0
1,46,0,0,-4.7,17,46,0
1,47,0,0,-2.8,17,47,0
1,48,0,0,-0.9,17,48,0
1,49,0,0,0.9,17,49,0
1,50,0,0,2.8,17,50,0
1,51,0,0,4.7,17,51,0
1,52,1,0,6.6,8,52,0
1,53,1,0,8.5,8,53,0
1,54,1,0,10.4,9,54,0
1,55,1,0,12.3,9,55,0
1,56,1,0,14.2,10,56,0
1,57,1,0,16.1,7,57,0
1,58,1,0,18,16,58,0
1,59,1,0,19.9,16,59,0
1,60,1,0,21.8,16,60,0
1,61,1,0,23.7,16,61,0
1,62,1,0,25.6,16,62,0
1,63,1,0,27.5,16,63,0
1,64,1,0,29.4,16,64,0
1,65,1,0,31.3,16,65,0
1,66,1,0,33.2,16,66,0
1,67,1,0,35.1,14,67,0
1,68,0,0,36.9,17,68,0
1,69,1,0,38.8,17,69,0
1,70,1,0,40.7,12,70,0
1,71,1,0,42.6,14,71,0
1,72,1,0,44.5,14,72,0
1,73,1,0,46.4,14,73,0
1,74,1,0,48.3,12,74,0
1,75,1,0,50.2,17,75,0
1,76,1,0,52.1,12,76,0
1,77,1,0,54,17,77,0
1,78,0,0,55.9,17,78,0
1,79,0,0,57.8,17,79,0
1,80,0,0,59.7,17,80,0
1,81,0,0,61.6,17,81,0
1,82,0,0,63.5,17,82,0
1,83,0,0,65.4,17,83,0
1,84,0,0,67.3,17,84,0
1,85,0,0,69.2,17,85,0
1,86,0,0,71.1,17,86,0
1,87,0,0,72.9,17,87,0
1,88,0,0,74.8,17,88,0
1,89,0,0,76.7,17,89,0
1,90,0,0,78.6,17,90,0
1,91,0,0,80.5,17,91,0
1,92,0,0,82.4,17,92,0
1,93,0,0,84.3,17,93,0
1,94,0,0,86.2,17,94,0
1,95,0,0,88.1,17,95,0
1,96,0,0,90,17,96,0
2,1,1,2.5,-90,15,97,0
2,2,1,2.5,-88.1,15,98,0
2,3,1,2.5,-86.2,15,99,0
2,4,1,2.5,-84.3,15,100,0
2,5,1,2.5,-82.4,15,101,0
2,6,1,2.5,-80.5,15,102,0
2,7,1,2.5,-78.6,15,103,0
2,8,1,2.5,-76.7,15,104,0
2,9,1,2.5,-74.8,15,105,0
2,10,1,2.5,-72.9,15,106,0
2,11,1,2.5,-71.1,15,107,0
2,12,0,2.5,-69.2,17,108,0
2,13,0,2.5,-67.3,17,109,0
2,14,0,2.5,-65.4,17,110,0
2,15,0,2.5,-63.5,17,111,0
2,16,0,2.5,-61.6,17,112,0
2,17,0,2.5,-59.7,17,113,0
2,18,0,2.5,-57.8,17,114,0
2,19,0,2.5,-55.9,17,115,0
2,20,0,2.5,-54,17,116,0
2,21,0,2.5,-52.1,17,117,0
2,22,0,2.5,-50.2,17,118,0
2,23,0,2.5,-48.3,17,119,0
2,24,0,2.5,-46.4,17,120,0
2,25,0,2.5,-44.5,17,121,0
2,26,0,2.5,-42.6,17,122,0
2,27,0,2.5,-40.7,17,123,0
2,28,0,2.5,-38.8,17,124,0
2,29,0,2.5,-36.9,17,125,0
2,30,0,2.5,-35.1,17,126,0
2,31,0,2.5,-33.2,17,127,0
2,32,0,2.5,-31.3,17,128,0
2,33,0,2.5,-29.4,17,129,0
2,34,0,2.5,-27.5,17,130,0
2,35,0,2.5,-25.6,17,131,0
2,36,0,2.5,-23.7,17,132,0
2,37,0,2.5,-21.8,17,133,0
2,38,0,2.5,-19.9,17,134,0
2,39,0,2.5,-18,17,135,0
2,40,0,2.5,-16.1,17,136,0
2,41,0,2.5,-14.2,17,137,0
2,42,0,2.5,-12.3,17,138,0
2,43,0,2.5,-10.4,17,139,0
2,44,0,2.5,-8.5,17,140,0
2,45,0,2.5,-6.6,17,141,0
2,46,0,2.5,-4.7,17,142,0
2,47,0,2.5,-2.8,17,143,0
2,48,0,2.5,-0.9,17,144,0
2,49,0,2.5,0.9,17,145,0
2,50,0,2.5,2.8,17,146,0
2,51,0,2.5,4.7,17,147,0
2,52,1,2.5,6.6,8,148,0
2,53,1,2.5,8.5,8,149,0
2,54,1,2.5,10.4,8,150,0
2,55,1,2.5,12.3,9,151,0
2,56,1,2.5,14.2,10,152,0
2,57,1,2.5,16.1,7,153,0
2,58,1,2.5,18,16,154,0
2,59,1,2.5,19.9,16,155,0
2,60,1,2.5,21.8,16,156,0
2,61,1,2.5,23.7,16,157,0
2,62,1,2.5,25.6,16,158,0
2,63,1,2.5,27.5,16,159,0
2,64,1,2.5,29.4,16,160,0
2,65,1,2.5,31.3,16,161,0
2,66,1,2.5,33.2,16,162,0
2,67,1,2.5,35.1,7,163,0
2,68,1,2.5,36.9,17,164,0
2,69,0,2.5,38.8,17,165,0
2,70,0,2.5,40.7,17,166,0
2,71,1,2.5,42.6,14,167,0
2,72,1,2.5,44.5,14,168,0
2,73,1,2.5,46.4,14,169,0
2,74,1,2.5,48.3,12,170,0
2,75,1,2.5,50.2,12,171,0
2,76,0,2.5,52.1,17,172,0
2,77,0,2.5,54,17,173,0
2,78,0,2.5,55.9,17,174,0
2,79,0,2.5,57.8,17,175,0
2,80,0,2.5,59.7,17,176,0
2,81,0,2.5,61.6,17,177,0
2,82,0,2.5,63.5,17,178,0
2,83,0,2.5,65.4,17,179,0
2,84,0,2.5,67.3,17,180,0
2,85,0,2.5,69.2,17,181,0
2,86,0,2.5,71.1,17,182,0
2,87,0,2.5,72.9,17,183,0
2,88,0,2.5,74.8,17,184,0
2,89,0,2.5,76.7,17,185,0
2,90,0,2.5,78.6,17,186,0
2,91,0,2.5,80.5,17,187,0
2,92,0,2.5,82.4,17,188,0
2,93,0,2.5,84.3,17,189,0
2,94,0,2.5,86.2,17,190,0
2,95,0,2.5,88.1,17,191,0
2,96,0,2.5,90,17,192,0
3,1,1,5,-90,15,193,0
3,2,1,5,-88.1,15,194,0
3,3,1,5,-86.2,15,195,0
3,4,1,5,-84.3,15,196,0
3,5,1,5,-82.4,15,197,0
3,6,1,5,-80.5,15,198,0
3,7,1,5,-78.6,15,199,0
3,8,1,5,-76.7,15,200,0
3,9,1,5,-74.8,15,201,0
3,10,1,5,-72.9,15,202,0
3,11,1,5,-71.1,15,203,0
3,12,0,5,-69.2,17,204,0
3,13,0,5,-67.3,17,205,0
3,14,0,5,-65.4,17,206,0
3,15,0,5,-63.5,17,207,0
3,16,0,5,-61.6,17,208,0
3,17,0,5,-59.7,17,209,0
3,18,0,5,-57.8,17,210,0
3,19,0,5,-55.9,17,211,0
3,20,0,5,-54,17,212,0
3,21,0,5,-52.1,17,213,0
3,22,0,5,-50.2,17,214,0
3,23,0,5,-48.3,17,215,0
3,24,0,5,-46.4,17,216,0
3,25,0,5,-44.5,17,217,0
3,26,0,5,-42.6,17,218,0
3,27,0,5,-40.7,17,219,0
3,28,0,5,-38.8,17,220,0
3,29,0,5,-36.9,17,221,0
3,30,0,5,-35.1,17,222,0
3,31,0,5,-33.2,17,223,0
3,32,0,5,-31.3,17,224,0
3,33,0,5,-29.4,17,225,0
3,34,0,5,-27.5,17,226,0
3,35,0,5,-25.6,17,227,0
3,36,0,5,-23.7,17,228,0
3,37,0,5,-21.8,17,229,0
3,38,0,5,-19.9,17,230,0
3,39,0,5,-18,17,231,0
3,40,0,5,-16.1,17,232,0
3,41,0,5,-14.2,17,233,0
3,42,0,5,-12.3,17,234,0
3,43,0,5,-10.4,17,235,0
3,44,0,5,-8.5,17,236,0
3,45,0,5,-6.6,17,237,0
3,46,0,5,-4.7,17,238,0
3,47,0,5,-2.8,17,239,0
3,48,0,5,-0.9,17,240,0
3,49,0,5,0.9,17,241,0
3,50,0,5,2.8,17,242,0
3,51,0,5,4.7,17,243,0
3,52,1,5,6.6,2,244,0
3,53,1,5,8.5,8,245,0
3,54,1,5,10.4,9,246,0
3,55,1,5,12.3,9,247,0
3,56,1,5,14.2,10,248,0
3,57,1,5,16.1,10,249,0
3,58,1,5,18,16,250,0
3,59,1,5,19.9,16,251,0
3,60,1,5,21.8,16,252,0
3,61,1,5,23.7,16,253,0
3,62,1,5,25.6,16,254,0
3,63,1,5,27.5,16,255,0
3,64,1,5,29.4,16,256,0
3,65,1,5,31.3,16,257,0
3,66,1,5,33.2,16,258,0
3,67,1,5,35.1,16,259,0
3,68,1,5,36.9,17,260,0
3,69,0,5,38.8,17,261,0
3,70,0,5,40.7,17,262,0
3,71,0,5,42.6,17,263,0
3,72,1,5,44.5,14,264,0
3,73,1,5,46.4,14,265,0
3,74,1,5,48.3,12,266,0
3,75,1,5,50.2,12,267,0
3,76,1,5,52.1,12,268,0
3,77,0,5,54,17,269,0
3,78,0,5,55.9,17,270,0
3,79,0,5,57.8,17,271,0
3,80,1,5,59.7,17,272,0
3,81,1,5,61.6,17,273,0
3,82,0,5,63.5,17,274,0
3,83,0,5,65.4,17,275,0
3,84,0,5,67.3,17,276,0
3,85,0,5,69.2,17,277,0
3,86,0,5,71.1,17,278,0
3,87,0,5,72.9,17,279,0
3,88,0,5,74.8,17,280,0
3,89,0,5,76.7,17,281,0
3,90,0,5,78.6,17,282,0
3,91,0,5,80.5,17,283,0
3,92,0,5,82.4,17,284,0
3,93,0,5,84.3,17,285,0
3,94,0,5,86.2,17,286,0
3,95,0,5,88.1,17,287,0
3,96,0,5,90,17,288,0
4,1,1,7.5,-90,15,289,0
4,2,1,7.5,-88.1,15,290,0
4,3,1,7.5,-86.2,15,291,0
4,4,1,7.5,-84.3,15,292,0
4,5,1,7.5,-82.4,15,293,0
4,6,1,7.5,-80.5,15,294,0
4,7,1,7.5,-78.6,15,295,0
4,8,1,7.5,-76.7,15,296,0
4,9,1,7.5,-74.8,15,297,0
4,10,1,7.5,-72.9,15,298,0
4,11,1,7.5,-71.1,15,299,0
4,12,0,7.5,-69.2,17,300,0
4,13,0,7.5,-67.3,17,301,0
4,14,0,7.5,-65.4,17,302,0
4,15,0,7.5,-63.5,17,303,0
4,16,0,7.5,-61.6,17,304,0
4,17,0,7.5,-59.7,17,305,0
4,18,0,7.5,-57.8,17,306,0
4,19,0,7.5,-55.9,17,307,0
4,20,0,7.5,-54,17,308,0
4,21,0,7.5,-52.1,17,309,0
4,22,0,7.5,-50.2,17,310,0
4,23,0,7.5,-48.3,17,311,0
4,24,0,7.5,-46.4,17,312,0
4,25,0,7.5,-44.5,17,313,0
4,26,0,7.5,-42.6,17,314,0
4,27,0,7.5,-40.7,17,315,0
4,28,0,7.5,-38.8,17,316,0
4,29,0,7.5,-36.9,17,317,0
4,30,0,7.5,-35.1,17,318,0
4,31,0,7.5,-33.2,17,319,0
4,32,0,7.5,-31.3,17,320,0
4,33,0,7.5,-29.4,17,321,0
4,34,0,7.5,-27.5,17,322,0
4,35,0,7.5,-25.6,17,323,0
4,36,0,7.5,-23.7,17,324,0
4,37,0,7.5,-21.8,17,325,0
4,38,0,7.5,-19.9,17,326,0
4,39,0,7.5,-18,17,327,0
4,40,0,7.5,-16.1,17,328,0
4,41,0,7.5,-14.2,17,329,0
4,42,0,7.5,-12.3,17,330,0
4,43,0,7.5,-10.4,17,331,0
4,44,0,7.5,-8.5,17,332,0
4,45,0,7.5,-6.6,17,333,0
4,46,0,7.5,-4.7,17,334,0
4,47,0,7.5,-2.8,17,335,0
4,48,0,7.5,-0.9,17,336,0
4,49,0,7.5,0.9,17,337,0
4,50,0,7.5,2.8,17,338,0
4,51,1,7.5,4.7,8,339,0
4,52,1,7.5,6.6,8,340,0
4,53,1,7.5,8.5,8,341,0
4,54,1,7.5,10.4,9,342,0
4,55,1,7.5,12.3,14,343,0
4,56,1,7.5,14.2,10,344,0
4,57,1,7.5,16.1,7,345,0
4,58,1,7.5,18,7,346,0
4,59,1,7.5,19.9,16,347,0
4,60,1,7.5,21.8,16,348,0
4,61,1,7.5,23.7,16,349,0
4,62,1,7.5,25.6,16,350,0
4,63,1,7.5,27.5,16,351,0
4,64,1,7.5,29.4,16,352,0
4,65,1,7.5,31.3,16,353,0
4,66,1,7.5,33.2,16,354,0
4,67,1,7.5,35.1,14,355,0
4,68,1,7.5,36.9,17,356,0
4,69,0,7.5,38.8,17,357,0
4,70,0,7.5,40.7,17,358,0
4,71,0,7.5,42.6,17,359,0
4,72,1,7.5,44.5,14,360,0
4,73,1,7.5,46.4,14,361,0
4,74,1,7.5,48.3,14,362,0
4,75,1,7.5,50.2,14,363,0
4,76,1,7.5,52.1,14,364,0
4,77,1,7.5,54,17,365,0
4,78,0,7.5,55.9,17,366,0
4,79,1,7.5,57.8,17,367,0
4,80,1,7.5,59.7,6,368,0
4,81,1,7.5,61.6,6,369,0
4,82,1,7.5,63.5,17,370,0
4,83,0,7.5,65.4,17,371,0
4,84,0,7.5,67.3,17,372,0
4,85,0,7.5,69.2,17,373,0
4,86,0,7.5,71.1,17,374,0
4,87,0,7.5,72.9,17,375,0
4,88,0,7.5,74.8,17,376,0
4,89,0,7.5,76.7,17,377,0
4,90,0,7.5,78.6,17,378,0
4,91,0,7.5,80.5,17,379,0
4,92,0,7.5,82.4,17,380,0
4,93,0,7.5,84.3,17,381,0
4,94,0,7.5,86.2,17,382,0
4,95,0,7.5,88.1,17,383,0
4,96,0,7.5,90,17,384,0
5,1,1,10,-90,15,385,0
5,2,1,10,-88.1,15,386,0
5,3,1,10,-86.2,15,387,0
5,4,1,10,-84.3,15,388,0
5,5,1,10,-82.4,15,389,0
5,6,1,10,-80.5,15,390,0
5,7,1,10,-78.6,15,391,0
5,8,1,10,-76.7,15,392,0
5,9,1,10,-74.8,15,393,0
5,10,1,10,-72.9,15,394,0
5,11,1,10,-71.1,15,395,0
5,12,0,10,-69.2,17,396,0
5,13,0,10,-67.3,17,397,0
5,14,0,10,-65.4,17,398,0
5,15,0,10,-63.5,17,399,0
5,16,0,10,-61.6,17,400,0
5,17,0,10,-59.7,17,401,0
5,18,0,10,-57.8,17,402,0
5,19,0,10,-55.9,17,403,0
5,20,0,10,-54,17,404,0
5,21,0,10,-52.1,17,405,0
5,22,0,10,-50.2,17,406,0
5,23,0,10,-48.3,17,407,0
5,24,0,10,-46.4,17,408,0
5,25,0,10,-44.5,17,409,0
5,26,0,10,-42.6,17,410,0
5,27,0,10,-40.7,17,411,0
5,28,0,10,-38.8,17,412,0
5,29,0,10,-36.9,17,413,0
5,30,0,10,-35.1,17,414,0
5,31,0,10,-33.2,17,415,0
5,32,0,10,-31.3,17,416,0
5,33,0,10,-29.4,17,417,0
5,34,0,10,-27.5,17,418,0
5,35,0,10,-25.6,17,419,0
5,36,0,10,-23.7,17,420,0
5,37,0,10,-21.8,17,421,0
5,38,0,10,-19.9,17,422,0
5,39,0,10,-18,17,423,0
5,40,0,10,-16.1,17,424,0
5,41,0,10,-14.2,17,425,0
5,42,0,10,-12.3,17,426,0
5,43,0,10,-10.4,17,427,0
5,44,0,10,-8.5,17,428,0
5,45,0,10,-6.6,17,429,0
5,46,0,10,-4.7,17,430,0
5,47,1,10,-2.8,17,431,0
5,48,1,10,-0.9,2,432,0
5,49,1,10,0.9,2,433,0
5,50,1,10,2.8,2,434,0
5,51,1,10,4.7,8,435,0
5,52,1,10,6.6,8,436,0
5,53,1,10,8.5,8,437,0
5,54,1,10,10.4,9,438,0
5,55,1,10,12.3,14,439,0
5,56,1,10,14.2,10,440,0
5,57,1,10,16.1,16,441,0
5,58,1,10,18,16,442,0
5,59,1,10,19.9,16,443,0
5,60,1,10,21.8,16,444,0
5,61,1,10,23.7,16,445,0
5,62,1,10,25.6,16,446,0
5,63,1,10,27.5,16,447,0
5,64,1,10,29.4,16,448,0
5,65,1,10,31.3,16,449,0
5,66,1,10,33.2,16,450,0
5,67,1,10,35.1,17,451,0
5,68,1,10,36.9,17,452,0
5,69,0,10,38.8,17,453,0
5,70,0,10,40.7,17,454,0
5,71,1,10,42.6,17,455,0
5,72,1,10,44.5,14,456,0
5,73,1,10,46.4,14,457,0
5,74,1,10,48.3,14,458,0
5,75,1,10,50.2,14,459,0
5,76,1,10,52.1,14,460,0
5,77,1,10,54,14,461,0
5,78,1,10,55.9,12,462,0
5,79,1,10,57.8,17,463,0
5,80,1,10,59.7,1,464,0
5,81,1,10,61.6,1,465,0
5,82,1,10,63.5,1,466,0
5,83,0,10,65.4,17,467,0
5,84,0,10,67.3,17,468,0
5,85,0,10,69.2,17,469,0
5,86,0,10,71.1,17,470,0
5,87,0,10,72.9,17,471,0
5,88,0,10,74.8,17,472,0
5,89,0,10,76.7,17,473,0
5,90,0,10,78.6,17,474,0
5,91,0,10,80.5,17,475,0
5,92,0,10,82.4,17,476,0
5,93,0,10,84.3,17,477,0
5,94,0,10,86.2,17,478,0
5,95,0,10,88.1,17,479,0
5,96,0,10,90,17,480,0
6,1,1,12.5,-90,15,481,0
6,2,1,12.5,-88.1,15,482,0
6,3,1,12.5,-86.2,15,483,0
6,4,1,12.5,-84.3,15,484,0
6,5,1,12.5,-82.4,15,485,0
6,6,1,12.5,-80.5,15,486,0
6,7,1,12.5,-78.6,15,487,0
6,8,1,12.5,-76.7,15,488,0
6,9,1,12.5,-74.8,15,489,0
6,10,1,12.5,-72.9,15,490,0
6,11,1,12.5,-71.1,15,491,0
6,12,0,12.5,-69.2,17,492,0
6,13,0,12.5,-67.3,17,493,0
6,14,0,12.5,-65.4,17,494,0
6,15,0,12.5,-63.5,17,495,0
6,16,0,12.5,-61.6,17,496,0
6,17,0,12.5,-59.7,17,497,0
6,18,0,12.5,-57.8,17,498,0
6,19,0,12.5,-55.9,17,499,0
6,20,0,12.5,-54,17,500,0
6,21,0,12.5,-52.1,17,501,0
6,22,0,12.5,-50.2,17,502,0
6,23,0,12.5,-48.3,17,503,0
6,24,0,12.5,-46.4,17,504,0
6,25,0,12.5,-44.5,17,505,0
6,26,0,12.5,-42.6,17,506,0
6,27,0,12.5,-40.7,17,507,0
6,28,0,12.5,-38.8,17,508,0
6,29,0,12.5,-36.9,17,509,0
6,30,0,12.5,-35.1,17,510,0
6,31,0,12.5,-33.2,17,511,0
6,32,0,12.5,-31.3,17,512,0
6,33,0,12.5,-29.4,17,513,0
6,34,0,12.5,-27.5,17,514,0
6,35,0,12.5,-25.6,17,515,0
6,36,0,12.5,-23.7,17,516,0
6,37,0,12.5,-21.8,17,517,0
6,38,0,12.5,-19.9,17,518,0
6,39,1,12.5,-18,16,519,0
6,40,1,12.5,-16.1,7,520,0
6,41,1,12.5,-14.2,17,521,0
6,42,0,12.5,-12.3,17,522,0
6,43,0,12.5,-10.4,17,523,0
6,44,0,12.5,-8.5,17,524,0
6,45,1,12.5,-6.6,17,525,0
6,46,1,12.5,-4.7,2,526,0
6,47,1,12.5,-2.8,2,527,0
6,48,1,12.5,-0.9,2,528,0
6,49,1,12.5,0.9,2,529,0
6,50,1,12.5,2.8,2,530,0
6,51,1,12.5,4.7,2,531,0
6,52,1,12.5,6.6,8,532,0
6,53,1,12.5,8.5,8,533,0
6,54,1,12.5,10.4,9,534,0
6,55,1,12.5,12.3,9,535,0
6,56,1,12.5,14.2,10,536,0
6,57,1,12.5,16.1,16,537,0
6,58,1,12.5,18,16,538,0
6,59,1,12.5,19.9,16,539,0
6,60,1,12.5,21.8,16,540,0
6,61,1,12.5,23.7,16,541,0
6,62,1,12.5,25.6,16,542,0
6,63,1,12.5,27.5,16,543,0
6,64,1,12.5,29.4,16,544,0
6,65,1,12.5,31.3,16,545,0
6,66,1,12.5,33.2,17,546,0
6,67,0,12.5,35.1,17,547,0
6,68,0,12.5,36.9,17,548,0
6,69,0,12.5,38.8,17,549,0
6,70,0,12.5,40.7,17,550,0
6,71,1,12.5,42.6,14,551,0
6,72,1,12.5,44.5,17,552,0
6,73,1,12.5,46.4,14,553,0
6,74,1,12.5,48.3,14,554,0
6,75,1,12.5,50.2,14,555,0
6,76,1,12.5,52.1,14,556,0
6,77,1,12.5,54,14,557,0
6,78,1,12.5,55.9,17,558,0
6,79,1,12.5,57.8,1,559,0
6,80,1,12.5,59.7,1,560,0
6,81,1,12.5,61.6,1,561,0
6,82,1,12.5,63.5,1,562,0
6,83,1,12.5,65.4,17,563,0
6,84,1,12.5,67.3,17,564,0
6,85,0,12.5,69.2,17,565,0
6,86,0,12.5,71.1,17,566,0
6,87,0,12.5,72.9,17,567,0
6,88,0,12.5,74.8,17,568,0
6,89,0,12.5,76.7,17,569,0
6,90,1,12.5,78.6,15,570,0
6,91,0,12.5,80.5,17,571,0
6,92,0,12.5,82.4,17,572,0
6,93,0,12.5,84.3,17,573,0
6,94,0,12.5,86.2,17,574,0
6,95,0,12.5,88.1,17,575,0
6,96,0,12.5,90,17,576,0
7,1,1,15,-90,15,577,0
7,2,1,15,-88.1,15,578,0
7,3,1,15,-86.2,15,579,0
7,4,1,15,-84.3,15,580,0
7,5,1,15,-82.4,15,581,0
7,6,1,15,-80.5,15,582,0
7,7,1,15,-78.6,15,583,0
7,8,1,15,-76.7,15,584,0
7,9,1,15,-74.8,15,585,0
7,10,1,15,-72.9,15,586,0
7,11,1,15,-71.1,15,587,0
7,12,1,15,-69.2,17,588,0
7,13,0,15,-67.3,17,589,0
7,14,0,15,-65.4,17,590,0
7,15,0,15,-63.5,17,591,0
7,16,0,15,-61.6,17,592,0
7,17,0,15,-59.7,17,593,0
7,18,0,15,-57.8,17,594,0
7,19,0,15,-55.9,17,595,0
7,20,0,15,-54,17,596,0
7,21,0,15,-52.1,17,597,0
7,22,0,15,-50.2,17,598,0
7,23,0,15,-48.3,17,599,0
7,24,0,15,-46.4,17,600,0
7,25,0,15,-44.5,17,601,0
7,26,0,15,-42.6,17,602,0
7,27,0,15,-40.7,17,603,0
7,28,0,15,-38.8,17,604,0
7,29,0,15,-36.9,17,605,0
7,30,0,15,-35.1,17,606,0
7,31,0,15,-33.2,17,607,0
7,32,0,15,-31.3,17,608,0
7,33,0,15,-29.4,17,609,0
7,34,0,15,-27.5,17,610,0
7,35,1,15,-25.6,17,611,0
7,36,1,15,-23.7,16,612,0
7,37,1,15,-21.8,7,613,0
7,38,1,15,-19.9,7,614,0
7,39,1,15,-18,7,615,0
7,40,1,15,-16.1,9,616,0
7,41,1,15,-14.2,9,617,0
7,42,1,15,-12.3,9,618,0
7,43,1,15,-10.4,8,619,0
7,44,1,15,-8.5,8,620,0
7,45,1,15,-6.6,8,621,0
7,46,1,15,-4.7,8,622,0
7,47,1,15,-2.8,8,623,0
7,48,1,15,-0.9,2,624,0
7,49,1,15,0.9,2,625,0
7,50,1,15,2.8,2,626,0
7,51,1,15,4.7,8,627,0
7,52,1,15,6.6,8,628,0
7,53,1,15,8.5,8,629,0
7,54,1,15,10.4,9,630,0
7,55,1,15,12.3,9,631,0
7,56,1,15,14.2,10,632,0
7,57,1,15,16.1,16,633,0
7,58,1,15,18,16,634,0
7,59,1,15,19.9,16,635,0
7,60,1,15,21.8,16,636,0
7,61,1,15,23.7,16,637,0
7,62,1,15,25.6,16,638,0
7,63,1,15,27.5,16,639,0
7,64,1,15,29.4,16,640,0
7,65,1,15,31.3,16,641,0
7,66,0,15,33.2,17,642,0
7,67,0,15,35.1,17,643,0
7,68,1,15,36.9,17,644,0
7,69,1,15,38.8,17,645,0
7,70,1,15,40.7,14,646,0
7,71,1,15,42.6,17,647,0
7,72,1,15,44.5,14,648,0
7,73,1,15,46.4,14,649,0
7,74,1,15,48.3,14,650,0
7,75,1,15,50.2,14,651,0
7,76,1,15,52.1,14,652,0
7,77,1,15,54,17,653,0
7,78,1,15,55.9,17,654,0
7,79,1,15,57.8,1,655,0
7,80,1,15,59.7,1,656,0
7,81,1,15,61.6,1,657,0
7,82,1,15,63.5,1,658,0
7,83,1,15,65.4,7,659,0
7,84,1,15,67.3,7,660,0
7,85,1,15,69.2,17,661,0
7,86,0,15,71.1,17,662,0
7,87,0,15,72.9,17,663,0
7,88,0,15,74.8,17,664,0
7,89,1,15,76.7,17,665,0
7,90,1,15,78.6,15,666,0
7,91,0,15,80.5,17,667,0
7,92,0,15,82.4,17,668,0
7,93,0,15,84.3,17,669,0
7,94,0,15,86.2,17,670,0
7,95,0,15,88.1,17,671,0
7,96,0,15,90,17,672,0
8,1,1,17.5,-90,15,673,0
8,2,1,17.5,-88.1,15,674,0
8,3,1,17.5,-86.2,15,675,0
8,4,1,17.5,-84.3,15,676,0
8,5,1,17.5,-82.4,15,677,0
8,6,1,17.5,-80.5,15,678,0
8,7,1,17.5,-78.6,15,679,0
8,8,1,17.5,-76.7,15,680,0
8,9,1,17.5,-74.8,15,681,0
8,10,1,17.5,-72.9,15,682,0
8,11,1,17.5,-71.1,15,683,0
8,12,0,17.5,-69.2,17,684,0
8,13,0,17.5,-67.3,17,685,0
8,14,0,17.5,-65.4,17,686,0
8,15,0,17.5,-63.5,17,687,0
8,16,0,17.5,-61.6,17,688,0
8,17,0,17.5,-59.7,17,689,0
8,18,0,17.5,-57.8,17,690,0
8,19,0,17.5,-55.9,17,691,0
8,20,0,17.5,-54,17,692,0
8,21,0,17.5,-52.1,17,693,0
8,22,0,17.5,-50.2,17,694,0
8,23,0,17.5,-48.3,17,695,0
8,24,0,17.5,-46.4,17,696,0
8,25,0,17.5,-44.5,17,697,0
8,26,0,17.5,-42.6,17,698,0
8,27,0,17.5,-40.7,17,699,0
8,28,0,17.5,-38.8,17,700,0
8,29,0,17.5,-36.9,17,701,0
8,30,0,17.5,-35.1,17,702,0
8,31,0,17.5,-33.2,17,703,0
8,32,0,17.5,-31.3,17,704,0
8,33,1,17.5,-29.4,7,705,0
8,34,1,17.5,-27.5,7,706,0
8,35,1,17.5,-25.6,7,707,0
8,36,1,17.5,-23.7,7,708,0
8,37,1,17.5,-21.8,10,709,0
8,38,1,17.5,-19.9,10,710,0
8,39,1,17.5,-18,9,711,0
8,40,1,17.5,-16.1,9,712,0
8,41,1,17.5,-14.2,8,713,0
8,42,1,17.5,-12.3,8,714,0
8,43,1,17.5,-10.4,8,715,0
8,44,1,17.5,-8.5,8,716,0
8,45,1,17.5,-6.6,8,717,0
8,46,1,17.5,-4.7,8,718,0
8,47,1,17.5,-2.8,2,719,0
8,48,1,17.5,-0.9,2,720,0
8,49,1,17.5,0.9,2,721,0
