ijcam,lat,lon,sand,clay,silt,wwilt,wfield,wsat
  4670,  25.58, 120.00, 0.53040, 0.31647, 0.15313, 0.17130, 0.27082, 0.42654,
  4671,  27.47, 120.00, 0.53040, 0.31647, 0.15313, 0.17130, 0.27026, 0.42585,
  4672,  29.37, 120.00, 0.53040, 0.31647, 0.15313, 0.17130, 0.27050, 0.42615,
  4673,  31.26, 120.00, 0.47086, 0.28605, 0.24309, 0.15930, 0.27212, 0.43351,
  4674,  33.16, 120.00, 0.47086, 0.28605, 0.24309, 0.15930, 0.27235, 0.43374,
  4675,  35.05, 120.00, 0.48176, 0.26041, 0.25783, 0.14805, 0.26490, 0.43210,
  4676,  36.95, 120.00, 0.48176, 0.26041, 0.25783, 0.14805, 0.26502, 0.43230,
  4677,  38.84, 120.00, 0.56826, 0.22107, 0.21067, 0.12557, 0.24335, 0.42159,
  4678,  40.74, 120.00, 0.48176, 0.26041, 0.25783, 0.14805, 0.26488, 0.43209,
  4679,  42.63, 120.00, 0.59664, 0.17316, 0.23020, 0.10698, 0.22727, 0.41859,
  4680,  44.53, 120.00, 0.35891, 0.28573, 0.35536, 0.16689, 0.28768, 0.44835,
  4681,  46.42, 120.00, 0.35891, 0.28573, 0.35536, 0.16689, 0.28802, 0.44902,
  4682,  48.32, 120.00, 0.59664, 0.17316, 0.23020, 0.10698, 0.22720, 0.41879,
  4683,  50.21, 120.00, 0.35891, 0.28573, 0.35536, 0.16689, 0.28786, 0.44882,
  4684,  52.11, 120.00, 0.47973, 0.17933, 0.34094, 0.12300, 0.24426, 0.43507,
  4685,  54.00, 120.00, 0.31546, 0.22413, 0.46041, 0.15533, 0.28059, 0.45972,
  4686,  55.89, 120.00, 0.38473, 0.23427, 0.38100, 0.14844, 0.27465, 0.45396,
  4687,  57.79, 120.00, 0.35564, 0.24095, 0.40341, 0.15378, 0.27978, 0.45526,
  4688,  59.68, 120.00, 0.42976, 0.26976, 0.30047, 0.15554, 0.27642, 0.44496,
  4689,  61.58, 120.00, 0.40940, 0.26058, 0.33002, 0.15400, 0.27720, 0.44921,
  4690,  63.47, 120.00, 0.45045, 0.26264, 0.28691, 0.15126, 0.27370, 0.44758,
  4691,  65.37, 120.00, 0.40940, 0.26058, 0.33002, 0.15400, 0.27918, 0.45443,
  4692,  67.26, 120.00, 0.45927, 0.18269, 0.35805, 0.12646, 0.25374, 0.45087,
  4693,  69.16, 120.00, 0.34690, 0.26375, 0.38935, 0.16118, 0.28898, 0.46329,
  4694,  71.05, 120.00, 0.45927, 0.18269, 0.35805, 0.12646, 0.25261, 0.44792,
  4695,  72.95, 120.00, 0.27913, 0.08890, 0.63197, 0.19567, 0.24567, 0.47477,
  4717, -67.26, 122.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  4735, -33.16, 122.50, 0.49509, 0.19173, 0.31318, 0.12357, 0.24444, 0.42959,
  4736, -31.26, 122.50, 0.51973, 0.17125, 0.30903, 0.11615, 0.23487, 0.42605,
  4737, -29.37, 122.50, 0.44317, 0.13360, 0.42323, 0.12907, 0.23181, 0.43514,
  4738, -27.47, 122.50, 0.75308, 0.13196, 0.11496, 0.08390, 0.19371, 0.39630,
  4739, -25.58, 122.50, 0.44317, 0.13360, 0.42323, 0.12907, 0.23184, 0.43519,
  4740, -23.68, 122.50, 0.75308, 0.13196, 0.11496, 0.08390, 0.19375, 0.39640,
  4741, -21.79, 122.50, 0.75308, 0.13196, 0.11496, 0.08390, 0.19373, 0.39635,
  4742, -19.89, 122.50, 0.80458, 0.09927, 0.09615, 0.08708, 0.17737, 0.39091,
  4743, -18.00, 122.50, 0.75308, 0.13196, 0.11496, 0.08390, 0.19406, 0.39683,
  4744, -16.11, 122.50, 0.75308, 0.13196, 0.11496, 0.08390, 0.19386, 0.39653,
  4747, -10.42, 122.50, 0.44139, 0.22797, 0.33064, 0.14008, 0.26196, 0.43696,
  4748,  -8.53, 122.50, 0.40371, 0.35020, 0.24609, 0.18834, 0.29589, 0.44443,
  4750,  -4.74, 122.50, 0.41009, 0.28322, 0.30669, 0.16200, 0.28037, 0.44221,
  4751,  -2.84, 122.50, 0.45381, 0.32948, 0.21671, 0.17864, 0.28514, 0.43812,
  4752,  -0.95, 122.50, 0.41009, 0.28322, 0.30669, 0.16200, 0.28071, 0.44276,
  4753,   0.95, 122.50, 0.45381, 0.32948, 0.21671, 0.17864, 0.28494, 0.43776,
  4757,   8.53, 122.50, 0.38493, 0.38422, 0.23086, 0.20205, 0.30324, 0.44481,
  4758,  10.42, 122.50, 0.38493, 0.38422, 0.23086, 0.20205, 0.30309, 0.44457,
  4759,  12.32, 122.50, 0.38493, 0.38422, 0.23086, 0.20205, 0.30312, 0.44461,
  4760,  14.21, 122.50, 0.38493, 0.38422, 0.23086, 0.20205, 0.30329, 0.44491,
  4761,  16.11, 122.50, 0.47258, 0.32309, 0.20434, 0.17540, 0.27994, 0.43358,
  4762,  18.00, 122.50, 0.38493, 0.38422, 0.23086, 0.20205, 0.30302, 0.44446,
  4765,  23.68, 122.50, 0.50573, 0.33794, 0.15633, 0.18194, 0.27771, 0.42848,
  4766,  25.58, 122.50, 0.50573, 0.33794, 0.15633, 0.18194, 0.27806, 0.42900,
  4767,  27.47, 122.50, 0.24323, 0.45247, 0.30431, 0.22336, 0.33438, 0.46324,
  4768,  29.37, 122.50, 0.48804, 0.34267, 0.16930, 0.18422, 0.28167, 0.43204,
  4769,  31.26, 122.50, 0.41394, 0.27964, 0.30642, 0.16039, 0.27889, 0.44135,
  4770,  33.16, 122.50, 0.41394, 0.27964, 0.30642, 0.16039, 0.27887, 0.44157,
  4772,  36.95, 122.50, 0.48176, 0.26041, 0.25783, 0.14805, 0.26456, 0.43158,
  4773,  38.84, 122.50, 0.56826, 0.22107, 0.21067, 0.12557, 0.24300, 0.42105,
  4774,  40.74, 122.50, 0.47294, 0.26833, 0.25873, 0.15185, 0.26810, 0.43352,
  4775,  42.63, 122.50, 0.54254, 0.18984, 0.26763, 0.11741, 0.23920, 0.42559,
  4776,  44.53, 122.50, 0.27146, 0.29858, 0.42997, 0.17879, 0.30331, 0.46036,
  4777,  46.42, 122.50, 0.47819, 0.25197, 0.26984, 0.14499, 0.26409, 0.43366,
  4778,  48.32, 122.50, 0.47885, 0.23228, 0.28888, 0.13766, 0.25803, 0.43238,
  4779,  50.21, 122.50, 0.31546, 0.22413, 0.46041, 0.15533, 0.27751, 0.45264,
  4780,  52.11, 122.50, 0.31546, 0.22413, 0.46041, 0.15533, 0.27743, 0.45301,
  4781,  54.00, 122.50, 0.31546, 0.22413, 0.46041, 0.15533, 0.28202, 0.46235,
  4782,  55.89, 122.50, 0.31546, 0.22413, 0.46041, 0.15533, 0.28167, 0.46271,
  4783,  57.79, 122.50, 0.35564, 0.24095, 0.40341, 0.15378, 0.27903, 0.45368,
  4784,  59.68, 122.50, 0.42976, 0.26976, 0.30047, 0.15554, 0.27913, 0.45096,
  4785,  61.58, 122.50, 0.40940, 0.26058, 0.33002, 0.15400, 0.27756, 0.44967,
  4786,  63.47, 122.50, 0.45045, 0.26264, 0.28691, 0.15126, 0.27456, 0.44915,
  4787,  65.37, 122.50, 0.40940, 0.26058, 0.33002, 0.15400, 0.27935, 0.45426,
  4788,  67.26, 122.50, 0.45927, 0.18269, 0.35805, 0.12646, 0.25254, 0.44934,
  4789,  69.16, 122.50, 0.45927, 0.18269, 0.35805, 0.12646, 0.25340, 0.45021,
  4790,  71.05, 122.50, 0.45927, 0.18269, 0.35805, 0.12646, 0.25114, 0.44489,
  4791,  72.95, 122.50, 0.27913, 0.08890, 0.63197, 0.19404, 0.24404, 0.47211,
  4813, -67.26, 125.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  4814, -65.37, 125.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  4831, -33.16, 125.00, 0.38041, 0.12844, 0.49116, 0.14304, 0.23831, 0.44340,
  4832, -31.26, 125.00, 0.38041, 0.12844, 0.49116, 0.14304, 0.23820, 0.44324,
  4833, -29.37, 125.00, 0.75308, 0.13196, 0.11496, 0.08390, 0.19394, 0.39664,
  4834, -27.47, 125.00, 0.75308, 0.13196, 0.11496, 0.08390, 0.19375, 0.39637,
  4835, -25.58, 125.00, 0.66231, 0.13521, 0.20249, 0.09443, 0.20530, 0.40757,
  4836, -23.68, 125.00, 0.66231, 0.13521, 0.20249, 0.09443, 0.20532, 0.40760,
  4837, -21.79, 125.00, 0.75308, 0.13196, 0.11496, 0.08390, 0.19405, 0.39681,
  4838, -19.89, 125.00, 0.80458, 0.09927, 0.09615, 0.08708, 0.17778, 0.39150,
  4839, -18.00, 125.00, 0.26558, 0.45192, 0.28250, 0.22368, 0.32988, 0.45845,
  4840, -16.11, 125.00, 0.61717, 0.16925, 0.21358, 0.10376, 0.22235, 0.41412,
  4841, -14.21, 125.00, 0.61717, 0.16925, 0.21358, 0.10376, 0.22231, 0.41406,
  4843, -10.42, 125.00, 0.44139, 0.22797, 0.33064, 0.14008, 0.26212, 0.43721,
  4844,  -8.53, 125.00, 0.44139, 0.22797, 0.33064, 0.14008, 0.26245, 0.43776,
  4849,   0.95, 125.00, 0.45381, 0.32948, 0.21671, 0.17864, 0.28426, 0.43666,
  4852,   6.63, 125.00, 0.47258, 0.32309, 0.20434, 0.17540, 0.28005, 0.43373,
  4853,   8.53, 125.00, 0.28369, 0.50449, 0.21182, 0.24032, 0.33539, 0.45760,
  4854,  10.42, 125.00, 0.38493, 0.38422, 0.23086, 0.20205, 0.30293, 0.44430,
  4855,  12.32, 125.00, 0.38493, 0.38422, 0.23086, 0.20205, 0.30296, 0.44434,
  4856,  14.21, 125.00, 0.38493, 0.38422, 0.23086, 0.20205, 0.30304, 0.44447,
  4868,  36.95, 125.00, 0.27032, 0.46808, 0.26160, 0.22862, 0.33115, 0.45863,
  4869,  38.84, 125.00, 0.39260, 0.27010, 0.33731, 0.15875, 0.27885, 0.44300,
  4870,  40.74, 125.00, 0.47294, 0.26833, 0.25873, 0.15185, 0.26741, 0.43274,
  4871,  42.63, 125.00, 0.47244, 0.25824, 0.26932, 0.14788, 0.26584, 0.43375,
  4872,  44.53, 125.00, 0.31444, 0.28995, 0.39561, 0.17218, 0.29547, 0.45520,
  4873,  46.42, 125.00, 0.23344, 0.39185, 0.37472, 0.20685, 0.32616, 0.46458,
  4874,  48.32, 125.00, 0.31444, 0.28995, 0.39561, 0.17218, 0.29499, 0.45441,
  4875,  50.21, 125.00, 0.47885, 0.23228, 0.28888, 0.13766, 0.25813, 0.43251,
  4876,  52.11, 125.00, 0.31546, 0.22413, 0.46041, 0.15533, 0.27767, 0.45332,
  4877,  54.00, 125.00, 0.31546, 0.22413, 0.46041, 0.15533, 0.28350, 0.46474,
  4878,  55.89, 125.00, 0.35564, 0.24095, 0.40341, 0.15378, 0.28025, 0.45719,
  4879,  57.79, 125.00, 0.35564, 0.24095, 0.40341, 0.15378, 0.28052, 0.45700,
  4880,  59.68, 125.00, 0.42976, 0.26976, 0.30047, 0.15554, 0.27862, 0.44997,
  4881,  61.58, 125.00, 0.40940, 0.26058, 0.33002, 0.15400, 0.27784, 0.45043,
  4882,  63.47, 125.00, 0.40940, 0.26058, 0.33002, 0.15400, 0.27862, 0.45247,
  4883,  65.37, 125.00, 0.40940, 0.26058, 0.33002, 0.15400, 0.27967, 0.45612,
  4884,  67.26, 125.00, 0.45927, 0.18269, 0.35805, 0.12646, 0.25434, 0.45190,
  4885,  69.16, 125.00, 0.45927, 0.18269, 0.35805, 0.12646, 0.25412, 0.45178,
  4886,  71.05, 125.00, 0.45927, 0.18269, 0.35805, 0.12646, 0.25266, 0.44835,
  4887,  72.95, 125.00, 0.42555, 0.13503, 0.43942, 0.13207, 0.24276, 0.45476,
  4909, -67.26, 127.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  4910, -65.37, 127.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  4927, -33.16, 127.50, 0.40526, 0.15785, 0.43689, 0.13310, 0.24548, 0.44063,
  4928, -31.26, 127.50, 0.38041, 0.12844, 0.49116, 0.14304, 0.23821, 0.44326,
  4929, -29.37, 127.50, 0.75308, 0.13196, 0.11496, 0.08390, 0.19411, 0.39691,
  4930, -27.47, 127.50, 0.75308, 0.13196, 0.11496, 0.08390, 0.19424, 0.39711,
  4931, -25.58, 127.50, 0.53028, 0.15795, 0.31177, 0.11303, 0.22923, 0.42456,
  4932, -23.68, 127.50, 0.80458, 0.09927, 0.09615, 0.08708, 0.17740, 0.39095,
  4933, -21.79, 127.50, 0.75308, 0.13196, 0.11496, 0.08390, 0.19394, 0.39664,
  4934, -19.89, 127.50, 0.75308, 0.13196, 0.11496, 0.08390, 0.19412, 0.39692,
  4935, -18.00, 127.50, 0.60859, 0.16932, 0.22208, 0.10474, 0.22343, 0.41520,
  4936, -16.11, 127.50, 0.60859, 0.16932, 0.22208, 0.10474, 0.22328, 0.41500,
  4937, -14.21, 127.50, 0.60859, 0.16932, 0.22208, 0.10474, 0.22339, 0.41515,
  4940,  -8.53, 127.50, 0.44139, 0.22797, 0.33064, 0.14008, 0.26183, 0.43685,
  4943,  -2.84, 127.50, 0.51497, 0.32778, 0.15725, 0.17699, 0.27512, 0.42812,
  4945,   0.95, 127.50, 0.65918, 0.24308, 0.09774, 0.13030, 0.23887, 0.41117,
  4948,   6.63, 127.50, 0.38493, 0.38422, 0.23086, 0.20205, 0.30294, 0.44439,
  4949,   8.53, 127.50, 0.38493, 0.38422, 0.23086, 0.20205, 0.30295, 0.44434,
  4963,  35.05, 127.50, 0.52694, 0.23530, 0.23776, 0.13457, 0.25240, 0.42620,
  4964,  36.95, 127.50, 0.44460, 0.37517, 0.18023, 0.19880, 0.29260, 0.43651,
  4965,  38.84, 127.50, 0.55643, 0.19092, 0.25265, 0.11617, 0.23635, 0.42209,
  4966,  40.74, 127.50, 0.47885, 0.23228, 0.28888, 0.13766, 0.25798, 0.43249,
  4967,  42.63, 127.50, 0.47244, 0.25824, 0.26932, 0.14788, 0.26529, 0.43325,
  4968,  44.53, 127.50, 0.31444, 0.28995, 0.39561, 0.17218, 0.29447, 0.45392,
  4969,  46.42, 127.50, 0.31444, 0.28995, 0.39561, 0.17218, 0.29481, 0.45428,
  4970,  48.32, 127.50, 0.31444, 0.28995, 0.39561, 0.17218, 0.29455, 0.45398,
  4971,  50.21, 127.50, 0.25345, 0.27851, 0.46804, 0.17578, 0.30135, 0.46277,
  4972,  52.11, 127.50, 0.47146, 0.26121, 0.26733, 0.14911, 0.26906, 0.43945,
  4973,  54.00, 127.50, 0.45431, 0.22521, 0.32048, 0.13782, 0.26484, 0.44771,
  4974,  55.89, 127.50, 0.35564, 0.24095, 0.40341, 0.15378, 0.28168, 0.45971,
  4975,  57.79, 127.50, 0.35564, 0.24095, 0.40341, 0.15378, 0.27986, 0.45625,
  4976,  59.68, 127.50, 0.42976, 0.26976, 0.30047, 0.15554, 0.27972, 0.45349,
  4977,  61.58, 127.50, 0.41870, 0.27794, 0.30335, 0.15941, 0.28185, 0.45162,
  4978,  63.47, 127.50, 0.45045, 0.26264, 0.28691, 0.15126, 0.27441, 0.44880,
  4979,  65.37, 127.50, 0.35564, 0.24095, 0.40341, 0.15378, 0.27918, 0.45342,
  4980,  67.26, 127.50, 0.54828, 0.13379, 0.31794, 0.11085, 0.22153, 0.42732,
  4981,  69.16, 127.50, 0.35564, 0.24095, 0.40341, 0.15378, 0.28013, 0.45463,
  4982,  71.05, 127.50, 0.45927, 0.18269, 0.35805, 0.12646, 0.25166, 0.44550,
  4983,  72.95, 127.50, 0.42555, 0.13503, 0.43942, 0.13207, 0.24110, 0.45099,
  5005, -67.26, 130.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  5006, -65.37, 130.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  5024, -31.26, 130.00, 0.38041, 0.12844, 0.49116, 0.14304, 0.23817, 0.44319,
  5025, -29.37, 130.00, 0.80458, 0.09927, 0.09615, 0.08708, 0.17737, 0.39090,
  5026, -27.47, 130.00, 0.75308, 0.13196, 0.11496, 0.08390, 0.19431, 0.39722,
  5027, -25.58, 130.00, 0.75308, 0.13196, 0.11496, 0.08390, 0.19380, 0.39643,
  5028, -23.68, 130.00, 0.75308, 0.13196, 0.11496, 0.08390, 0.19389, 0.39657,
  5029, -21.79, 130.00, 0.75308, 0.13196, 0.11496, 0.08390, 0.19379, 0.39643,
  5030, -19.89, 130.00, 0.75308, 0.13196, 0.11496, 0.08390, 0.19389, 0.39658,
  5031, -18.00, 130.00, 0.75308, 0.13196, 0.11496, 0.08390, 0.19411, 0.39692,
  5032, -16.11, 130.00, 0.60859, 0.16932, 0.22208, 0.10474, 0.22339, 0.41518,
  5033, -14.21, 130.00, 0.60859, 0.16932, 0.22208, 0.10474, 0.22359, 0.41546,
  5034, -12.32, 130.00, 0.44422, 0.37260, 0.18318, 0.19766, 0.29299, 0.43678,
  5039,  -2.84, 130.00, 0.52272, 0.23618, 0.24111, 0.13525, 0.25372, 0.42722,
  5040,  -0.95, 130.00, 0.48686, 0.34511, 0.16803, 0.18536, 0.28287, 0.43281,
  5057,  31.26, 130.00, 0.14258, 0.58127, 0.27615, 0.24718, 0.36486, 0.47822,
  5058,  33.16, 130.00, 0.39063, 0.40299, 0.20637, 0.20958, 0.30611, 0.44594,
  5059,  35.05, 130.00, 0.47294, 0.26833, 0.25873, 0.15185, 0.26758, 0.43309,
  5060,  36.95, 130.00, 0.47294, 0.26833, 0.25873, 0.15185, 0.26740, 0.43295,
  5062,  40.74, 130.00, 0.47294, 0.26833, 0.25873, 0.15185, 0.26878, 0.43533,
  5063,  42.63, 130.00, 0.47885, 0.23228, 0.28888, 0.13766, 0.25774, 0.43216,
  5064,  44.53, 130.00, 0.47885, 0.23228, 0.28888, 0.13766, 0.25794, 0.43234,
  5065,  46.42, 130.00, 0.47885, 0.23228, 0.28888, 0.13766, 0.25833, 0.43287,
  5066,  48.32, 130.00, 0.47885, 0.23228, 0.28888, 0.13766, 0.25875, 0.43371,
  5067,  50.21, 130.00, 0.47146, 0.26121, 0.26733, 0.14911, 0.26854, 0.43793,
  5068,  52.11, 130.00, 0.45431, 0.22521, 0.32048, 0.13782, 0.26590, 0.44797,
  5069,  54.00, 130.00, 0.31546, 0.22413, 0.46041, 0.15533, 0.28319, 0.46572,
  5070,  55.89, 130.00, 0.31546, 0.22413, 0.46041, 0.15533, 0.28172, 0.46266,
  5071,  57.79, 130.00, 0.35564, 0.24095, 0.40341, 0.15378, 0.28082, 0.45833,
  5072,  59.68, 130.00, 0.42976, 0.26976, 0.30047, 0.15554, 0.27907, 0.45243,
  5073,  61.58, 130.00, 0.41870, 0.27794, 0.30335, 0.15941, 0.28197, 0.45212,
  5074,  63.47, 130.00, 0.40940, 0.26058, 0.33002, 0.15400, 0.27967, 0.45546,
  5075,  65.37, 130.00, 0.35564, 0.24095, 0.40341, 0.15378, 0.28095, 0.45750,
  5076,  67.26, 130.00, 0.35564, 0.24095, 0.40341, 0.15378, 0.28221, 0.46049,
  5077,  69.16, 130.00, 0.54828, 0.13379, 0.31794, 0.11085, 0.22519, 0.43468,
  5078,  71.05, 130.00, 0.54828, 0.13379, 0.31794, 0.11085, 0.22462, 0.43401,
  5079,  72.95, 130.00, 0.48200, 0.25714, 0.26086, 0.14672, 0.26784, 0.44251,
  5102, -65.37, 132.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  5119, -33.16, 132.50, 0.46384, 0.14599, 0.39017, 0.12345, 0.23376, 0.43314,
  5120, -31.26, 132.50, 0.46384, 0.14599, 0.39017, 0.12345, 0.23405, 0.43349,
  5121, -29.37, 132.50, 0.53028, 0.15795, 0.31177, 0.11303, 0.22942, 0.42486,
  5122, -27.47, 132.50, 0.53028, 0.15795, 0.31177, 0.11303, 0.22954, 0.42504,
  5123, -25.58, 132.50, 0.75308, 0.13196, 0.11496, 0.08390, 0.19386, 0.39652,
  5124, -23.68, 132.50, 0.60859, 0.16932, 0.22208, 0.10474, 0.22311, 0.41472,
  5125, -21.79, 132.50, 0.75308, 0.13196, 0.11496, 0.08390, 0.19379, 0.39642,
  5126, -19.89, 132.50, 0.80458, 0.09927, 0.09615, 0.08708, 0.17731, 0.39082,
  5127, -18.00, 132.50, 0.75308, 0.13196, 0.11496, 0.08390, 0.19432, 0.39724,
  5128, -16.11, 132.50, 0.51973, 0.17125, 0.30903, 0.11615, 0.23521, 0.42655,
  5129, -14.21, 132.50, 0.51973, 0.17125, 0.30903, 0.11615, 0.23497, 0.42618,
  5130, -12.32, 132.50, 0.60859, 0.16932, 0.22208, 0.10474, 0.22392, 0.41596,
  5135,  -2.84, 132.50, 0.36815, 0.34791, 0.28394, 0.18833, 0.30303, 0.45338,
  5136,  -0.95, 132.50, 0.35174, 0.43245, 0.21581, 0.21981, 0.31821, 0.45288,
  5153,  31.26, 132.50, 0.39063, 0.40299, 0.20637, 0.20958, 0.30679, 0.44720,
  5154,  33.16, 132.50, 0.35609, 0.31651, 0.32740, 0.17753, 0.29448, 0.44975,
  5155,  35.05, 132.50, 0.35609, 0.31651, 0.32740, 0.17753, 0.29420, 0.44917,
  5159,  42.63, 132.50, 0.47146, 0.26121, 0.26733, 0.14911, 0.26548, 0.43243,
  5160,  44.53, 132.50, 0.47146, 0.26121, 0.26733, 0.14911, 0.26724, 0.43508,
  5161,  46.42, 132.50, 0.37525, 0.27801, 0.34674, 0.16293, 0.28404, 0.44690,
  5162,  48.32, 132.50, 0.47146, 0.26121, 0.26733, 0.14911, 0.27024, 0.43986,
  5163,  50.21, 132.50, 0.50519, 0.16704, 0.32777, 0.11756, 0.23859, 0.43510,
  5164,  52.11, 132.50, 0.50519, 0.16704, 0.32777, 0.11756, 0.23999, 0.43741,
  5165,  54.00, 132.50, 0.31546, 0.22413, 0.46041, 0.15533, 0.28203, 0.46284,
  5166,  55.89, 132.50, 0.31546, 0.22413, 0.46041, 0.15533, 0.28084, 0.46111,
  5167,  57.79, 132.50, 0.35564, 0.24095, 0.40341, 0.15378, 0.28134, 0.45928,
  5168,  59.68, 132.50, 0.42976, 0.26976, 0.30047, 0.15554, 0.27939, 0.45303,
  5169,  61.58, 132.50, 0.45756, 0.27135, 0.27110, 0.15410, 0.27519, 0.44702,
  5170,  63.47, 132.50, 0.45045, 0.26264, 0.28691, 0.15126, 0.27464, 0.44975,
  5171,  65.37, 132.50, 0.35564, 0.24095, 0.40341, 0.15378, 0.28046, 0.45704,
  5172,  67.26, 132.50, 0.35564, 0.24095, 0.40341, 0.15378, 0.28209, 0.46152,
  5173,  69.16, 132.50, 0.46932, 0.19194, 0.33874, 0.12692, 0.25527, 0.44962,
  5174,  71.05, 132.50, 0.36863, 0.10572, 0.52565, 0.15853, 0.24051, 0.46338,
  5198, -65.37, 135.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  5214, -35.05, 135.00, 0.50186, 0.23433, 0.26381, 0.13630, 0.25512, 0.42871,
  5215, -33.16, 135.00, 0.46384, 0.14599, 0.39017, 0.12345, 0.23388, 0.43324,
  5216, -31.26, 135.00, 0.46384, 0.14599, 0.39017, 0.12345, 0.23388, 0.43323,
  5217, -29.37, 135.00, 0.46384, 0.14599, 0.39017, 0.12345, 0.23388, 0.43324,
  5218, -27.47, 135.00, 0.32987, 0.36237, 0.30776, 0.19467, 0.30634, 0.45064,
  5219, -25.58, 135.00, 0.80458, 0.09927, 0.09615, 0.08708, 0.17768, 0.39136,
  5220, -23.68, 135.00, 0.60859, 0.16932, 0.22208, 0.10474, 0.22335, 0.41509,
  5221, -21.79, 135.00, 0.75308, 0.13196, 0.11496, 0.08390, 0.19386, 0.39653,
  5222, -19.89, 135.00, 0.53028, 0.15795, 0.31177, 0.11303, 0.22926, 0.42460,
  5223, -18.00, 135.00, 0.26558, 0.45192, 0.28250, 0.22368, 0.33017, 0.45890,
  5224, -16.11, 135.00, 0.68557, 0.18390, 0.13053, 0.10162, 0.21829, 0.40523,
  5225, -14.21, 135.00, 0.68557, 0.18390, 0.13053, 0.10162, 0.21835, 0.40533,
  5226, -12.32, 135.00, 0.75735, 0.15114, 0.09151, 0.08567, 0.19993, 0.39647,
  5230,  -4.74, 135.00, 0.47300, 0.27705, 0.24994, 0.15542, 0.27455, 0.44105,
  5231,  -2.84, 135.00, 0.41009, 0.28322, 0.30669, 0.16200, 0.28248, 0.44554,
  5232,  -0.95, 135.00, 0.41009, 0.28322, 0.30669, 0.16200, 0.28047, 0.44249,
  5250,  33.16, 135.00, 0.39063, 0.40299, 0.20637, 0.20958, 0.30556, 0.44530,
  5251,  35.05, 135.00, 0.45065, 0.39682, 0.15253, 0.20861, 0.29661, 0.43806,
  5255,  42.63, 135.00, 0.47885, 0.23228, 0.28888, 0.13766, 0.25735, 0.43156,
  5256,  44.53, 135.00, 0.47885, 0.23228, 0.28888, 0.13766, 0.25762, 0.43204,
  5257,  46.42, 135.00, 0.47885, 0.23228, 0.28888, 0.13766, 0.25826, 0.43301,
  5258,  48.32, 135.00, 0.47146, 0.26121, 0.26733, 0.14911, 0.26894, 0.43787,
  5259,  50.21, 135.00, 0.50519, 0.16704, 0.32777, 0.11756, 0.23878, 0.43424,
  5260,  52.11, 135.00, 0.50519, 0.16704, 0.32777, 0.11756, 0.23974, 0.43789,
  5261,  54.00, 135.00, 0.31546, 0.22413, 0.46041, 0.15533, 0.28211, 0.46298,
  5262,  55.89, 135.00, 0.31546, 0.22413, 0.46041, 0.15533, 0.28127, 0.46173,
  5263,  57.79, 135.00, 0.35564, 0.24095, 0.40341, 0.15378, 0.27996, 0.45654,
  5264,  59.68, 135.00, 0.42976, 0.26976, 0.30047, 0.15554, 0.27921, 0.45262,
  5265,  61.58, 135.00, 0.41870, 0.27794, 0.30335, 0.15941, 0.28224, 0.45268,
  5266,  63.47, 135.00, 0.35564, 0.24095, 0.40341, 0.15378, 0.28188, 0.45973,
  5267,  65.37, 135.00, 0.35564, 0.24095, 0.40341, 0.15378, 0.28065, 0.45739,
  5268,  67.26, 135.00, 0.46932, 0.19194, 0.33874, 0.12692, 0.25424, 0.44771,
  5269,  69.16, 135.00, 0.46932, 0.19194, 0.33874, 0.12692, 0.25407, 0.44744,
  5270,  71.05, 135.00, 0.27913, 0.08890, 0.63197, 0.19291, 0.24291, 0.47087,
  5293, -67.26, 137.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  5294, -65.37, 137.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  5309, -36.95, 137.50, 0.40526, 0.15785, 0.43689, 0.13310, 0.24563, 0.44112,
  5310, -35.05, 137.50, 0.38687, 0.44546, 0.16767, 0.22638, 0.31019, 0.44387,
  5311, -33.16, 137.50, 0.46384, 0.14599, 0.39017, 0.12345, 0.23390, 0.43327,
  5312, -31.26, 137.50, 0.46384, 0.14599, 0.39017, 0.12345, 0.23392, 0.43329,
  5313, -29.37, 137.50, 0.32987, 0.36237, 0.30776, 0.19467, 0.30622, 0.45044,
  5314, -27.47, 137.50, 0.80458, 0.09927, 0.09615, 0.08708, 0.17784, 0.39159,
  5315, -25.58, 137.50, 0.80458, 0.09927, 0.09615, 0.08708, 0.17793, 0.39172,
  5316, -23.68, 137.50, 0.80458, 0.09927, 0.09615, 0.08708, 0.17758, 0.39120,
  5317, -21.79, 137.50, 0.26558, 0.45192, 0.28250, 0.22368, 0.32975, 0.45825,
  5318, -19.89, 137.50, 0.26558, 0.45192, 0.28250, 0.22368, 0.33008, 0.45876,
