ijcam,lat,lon,sand,clay,silt,wwilt,wfield,wsat
  2509, -67.26,  65.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2558,  25.58,  65.00, 0.49396, 0.20378, 0.30226, 0.12690, 0.24724, 0.42849,
  2559,  27.47,  65.00, 0.49396, 0.20378, 0.30226, 0.12690, 0.24721, 0.42843,
  2560,  29.37,  65.00, 0.49396, 0.20378, 0.30226, 0.12690, 0.24730, 0.42857,
  2561,  31.26,  65.00, 0.51187, 0.15271, 0.33542, 0.11549, 0.22961, 0.42647,
  2562,  33.16,  65.00, 0.54905, 0.22519, 0.22576, 0.12877, 0.24591, 0.42171,
  2563,  35.05,  65.00, 0.54905, 0.22519, 0.22576, 0.12877, 0.24593, 0.42175,
  2564,  36.95,  65.00, 0.51187, 0.15271, 0.33542, 0.11549, 0.22964, 0.42651,
  2565,  38.84,  65.00, 0.90000, 0.05000, 0.05000, 0.09715, 0.14715, 0.37764,
  2566,  40.74,  65.00, 0.41965, 0.22770, 0.35265, 0.14245, 0.26364, 0.43797,
  2567,  42.63,  65.00, 0.90000, 0.05000, 0.05000, 0.09684, 0.14684, 0.37717,
  2568,  44.53,  65.00, 0.90000, 0.05000, 0.05000, 0.09835, 0.14835, 0.37941,
  2569,  46.42,  65.00, 0.41034, 0.25454, 0.33511, 0.15187, 0.27178, 0.43939,
  2570,  48.32,  65.00, 0.41034, 0.25454, 0.33511, 0.15187, 0.27207, 0.43985,
  2571,  50.21,  65.00, 0.41689, 0.24949, 0.33362, 0.14955, 0.27061, 0.44031,
  2572,  52.11,  65.00, 0.58399, 0.18316, 0.23286, 0.11097, 0.23256, 0.42132,
  2573,  54.00,  65.00, 0.23016, 0.31592, 0.45392, 0.18737, 0.31297, 0.46583,
  2574,  55.89,  65.00, 0.40141, 0.34859, 0.25000, 0.18774, 0.29521, 0.44384,
  2575,  57.79,  65.00, 0.43453, 0.31403, 0.25143, 0.17268, 0.28571, 0.44323,
  2576,  59.68,  65.00, 0.45973, 0.18296, 0.35731, 0.12645, 0.25094, 0.44223,
  2577,  61.58,  65.00, 0.34891, 0.25190, 0.39920, 0.15756, 0.28795, 0.46517,
  2578,  63.47,  65.00, 0.43453, 0.31403, 0.25143, 0.17268, 0.28906, 0.45224,
  2579,  65.37,  65.00, 0.43636, 0.30899, 0.25465, 0.17053, 0.28796, 0.45333,
  2580,  67.26,  65.00, 0.54828, 0.13379, 0.31794, 0.11085, 0.22548, 0.43504,
  2581,  69.16,  65.00, 0.63901, 0.10195, 0.25904, 0.10849, 0.20565, 0.42854,
  2584,  74.84,  65.00, 0.59976, 0.19000, 0.21024, 0.11140, 0.23958, 0.43150,
  2585,  76.74,  65.00, 0.59976, 0.19000, 0.21024, 0.11140, 0.23445, 0.42215,
  2601, -74.84,  67.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2602, -72.95,  67.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2603, -71.05,  67.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2605, -67.26,  67.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2653,  23.68,  67.50, 0.41297, 0.22118, 0.36585, 0.14142, 0.26289, 0.43900,
  2654,  25.58,  67.50, 0.49396, 0.20378, 0.30226, 0.12690, 0.24728, 0.42854,
  2655,  27.47,  67.50, 0.49396, 0.20378, 0.30226, 0.12690, 0.24728, 0.42854,
  2656,  29.37,  67.50, 0.49396, 0.20378, 0.30226, 0.12690, 0.24723, 0.42847,
  2657,  31.26,  67.50, 0.49396, 0.20378, 0.30226, 0.12690, 0.24720, 0.42842,
  2658,  33.16,  67.50, 0.54905, 0.22519, 0.22576, 0.12877, 0.24587, 0.42166,
  2659,  35.05,  67.50, 0.57182, 0.23000, 0.19818, 0.12897, 0.24454, 0.41895,
  2660,  36.95,  67.50, 0.26757, 0.17679, 0.55565, 0.15893, 0.26990, 0.45738,
  2661,  38.84,  67.50, 0.67731, 0.13179, 0.19090, 0.09270, 0.20265, 0.40606,
  2662,  40.74,  67.50, 0.56147, 0.06758, 0.37095, 0.14105, 0.19105, 0.42032,
  2663,  42.63,  67.50, 0.90000, 0.05000, 0.05000, 0.09718, 0.14718, 0.37769,
  2664,  44.53,  67.50, 0.07237, 0.49141, 0.43622, 0.23383, 0.36264, 0.48178,
  2665,  46.42,  67.50, 0.41034, 0.25454, 0.33511, 0.15187, 0.27177, 0.43938,
  2666,  48.32,  67.50, 0.42472, 0.24410, 0.33118, 0.14700, 0.26836, 0.43916,
  2667,  50.21,  67.50, 0.42472, 0.24410, 0.33118, 0.14700, 0.26899, 0.44013,
  2668,  52.11,  67.50, 0.48816, 0.19824, 0.31360, 0.12607, 0.24915, 0.43364,
  2669,  54.00,  67.50, 0.23016, 0.31592, 0.45392, 0.18737, 0.31312, 0.46608,
  2670,  55.89,  67.50, 0.14751, 0.30068, 0.55181, 0.19454, 0.32246, 0.47760,
  2671,  57.79,  67.50, 0.45166, 0.17372, 0.37462, 0.12626, 0.24958, 0.44460,
  2672,  59.68,  67.50, 0.34891, 0.25190, 0.39920, 0.15756, 0.28845, 0.46640,
  2673,  61.58,  67.50, 0.34891, 0.25190, 0.39920, 0.15756, 0.28862, 0.46544,
  2674,  63.47,  67.50, 0.53932, 0.20517, 0.25551, 0.12241, 0.24884, 0.43828,
  2675,  65.37,  67.50, 0.43325, 0.22319, 0.34355, 0.13956, 0.26960, 0.45613,
  2676,  67.26,  67.50, 0.27913, 0.08890, 0.63197, 0.19316, 0.24316, 0.47100,
  2677,  69.16,  67.50, 0.27795, 0.08875, 0.63331, 0.19369, 0.24369, 0.47136,
  2678,  71.05,  67.50, 0.32865, 0.14594, 0.52541, 0.14918, 0.26011, 0.46856,
  2679,  72.95,  67.50, 0.39782, 0.14479, 0.45740, 0.13554, 0.24687, 0.45307,
  2681,  76.74,  67.50, 0.59976, 0.19000, 0.21024, 0.11140, 0.23624, 0.42498,
  2698, -72.95,  70.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2700, -69.16,  70.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2701, -67.26,  70.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2710, -50.21,  70.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2711, -48.32,  70.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2747,  19.89,  70.00, 0.22665, 0.26063, 0.51272, 0.17562, 0.29875, 0.46333,
  2748,  21.79,  70.00, 0.15544, 0.57225, 0.27231, 0.24661, 0.36167, 0.47308,
  2749,  23.68,  70.00, 0.32721, 0.35641, 0.31638, 0.19271, 0.30516, 0.45025,
  2750,  25.58,  70.00, 0.70931, 0.10027, 0.19042, 0.09895, 0.18728, 0.40141,
  2751,  27.47,  70.00, 0.70931, 0.10027, 0.19042, 0.09895, 0.18731, 0.40147,
  2752,  29.37,  70.00, 0.49396, 0.20378, 0.30226, 0.12690, 0.24729, 0.42856,
  2753,  31.26,  70.00, 0.49396, 0.20378, 0.30226, 0.12690, 0.24729, 0.42856,
  2754,  33.16,  70.00, 0.54905, 0.22519, 0.22576, 0.12877, 0.24588, 0.42167,
  2755,  35.05,  70.00, 0.54905, 0.22519, 0.22576, 0.12877, 0.24599, 0.42184,
  2756,  36.95,  70.00, 0.54905, 0.22519, 0.22576, 0.12877, 0.24584, 0.42163,
  2757,  38.84,  70.00, 0.67000, 0.18727, 0.14273, 0.10412, 0.22104, 0.40735,
  2758,  40.74,  70.00, 0.56147, 0.06758, 0.37095, 0.14132, 0.19132, 0.42073,
  2759,  42.63,  70.00, 0.67731, 0.13179, 0.19090, 0.09270, 0.20266, 0.40609,
  2760,  44.53,  70.00, 0.90000, 0.05000, 0.05000, 0.09770, 0.14770, 0.37845,
  2761,  46.42,  70.00, 0.41281, 0.22448, 0.36271, 0.14234, 0.26382, 0.43913,
  2762,  48.32,  70.00, 0.42595, 0.24328, 0.33077, 0.14660, 0.26827, 0.43942,
  2763,  50.21,  70.00, 0.58399, 0.18316, 0.23286, 0.11097, 0.23189, 0.42023,
  2764,  52.11,  70.00, 0.48816, 0.19824, 0.31360, 0.12607, 0.24939, 0.43405,
  2765,  54.00,  70.00, 0.37461, 0.26585, 0.35953, 0.15901, 0.28149, 0.44720,
  2766,  55.89,  70.00, 0.14751, 0.30068, 0.55181, 0.19454, 0.32279, 0.47796,
  2767,  57.79,  70.00, 0.45166, 0.17372, 0.37462, 0.12626, 0.24908, 0.44383,
  2768,  59.68,  70.00, 0.53943, 0.19291, 0.26766, 0.11863, 0.24379, 0.43243,
  2769,  61.58,  70.00, 0.34891, 0.25190, 0.39920, 0.15756, 0.28894, 0.46612,
  2770,  63.47,  70.00, 0.19565, 0.25740, 0.54695, 0.17986, 0.31640, 0.49415,
  2771,  65.37,  70.00, 0.19565, 0.25740, 0.54695, 0.17986, 0.31059, 0.48440,
  2772,  67.26,  70.00, 0.27913, 0.08890, 0.63197, 0.19390, 0.24390, 0.47238,
  2773,  69.16,  70.00, 0.27913, 0.08890, 0.63197, 0.19291, 0.24291, 0.47128,
  2774,  71.05,  70.00, 0.32865, 0.14594, 0.52541, 0.14918, 0.25812, 0.46516,
  2775,  72.95,  70.00, 0.39782, 0.14479, 0.45740, 0.13554, 0.25017, 0.45863,
  2777,  76.74,  70.00, 0.59976, 0.19000, 0.21024, 0.11140, 0.23985, 0.43198,
  2796, -69.16,  72.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2841,  16.11,  72.50, 0.41762, 0.39700, 0.18537, 0.20774, 0.30046, 0.43997,
  2842,  18.00,  72.50, 0.41762, 0.39700, 0.18537, 0.20774, 0.30063, 0.44028,
  2843,  19.89,  72.50, 0.30003, 0.47995, 0.22002, 0.23376, 0.32901, 0.45479,
  2844,  21.79,  72.50, 0.15544, 0.57225, 0.27231, 0.24661, 0.36170, 0.47313,
  2845,  23.68,  72.50, 0.47301, 0.21888, 0.30811, 0.13380, 0.25524, 0.43275,
  2846,  25.58,  72.50, 0.29316, 0.27290, 0.43394, 0.16967, 0.29166, 0.45432,
  2847,  27.47,  72.50, 0.70931, 0.10027, 0.19042, 0.09895, 0.18730, 0.40145,
  2848,  29.37,  72.50, 0.70931, 0.10027, 0.19042, 0.09895, 0.18731, 0.40147,
  2849,  31.26,  72.50, 0.27299, 0.12946, 0.59755, 0.16675, 0.25276, 0.45641,
  2850,  33.16,  72.50, 0.54905, 0.22519, 0.22576, 0.12877, 0.24622, 0.42221,
  2851,  35.05,  72.50, 0.57182, 0.23000, 0.19818, 0.12897, 0.24508, 0.41986,
  2852,  36.95,  72.50, 0.57182, 0.23000, 0.19818, 0.12897, 0.24428, 0.41855,
  2853,  38.84,  72.50, 0.54686, 0.22770, 0.22544, 0.12994, 0.24684, 0.42193,
  2854,  40.74,  72.50, 0.56147, 0.06758, 0.37095, 0.14140, 0.19140, 0.42088,
  2855,  42.63,  72.50, 0.58705, 0.24171, 0.17124, 0.13313, 0.24614, 0.41814,
  2856,  44.53,  72.50, 0.90000, 0.05000, 0.05000, 0.09729, 0.14729, 0.37785,
  2857,  46.42,  72.50, 0.41281, 0.22448, 0.36271, 0.14234, 0.26374, 0.43904,
  2858,  48.32,  72.50, 0.42595, 0.24328, 0.33077, 0.14660, 0.26851, 0.43979,
  2859,  50.21,  72.50, 0.53795, 0.20409, 0.25796, 0.12220, 0.24381, 0.42629,
  2860,  52.11,  72.50, 0.53795, 0.20409, 0.25796, 0.12220, 0.24391, 0.42647,
  2861,  54.00,  72.50, 0.37461, 0.26585, 0.35953, 0.15901, 0.28144, 0.44718,
  2862,  55.89,  72.50, 0.14751, 0.30068, 0.55181, 0.19454, 0.32265, 0.47784,
  2863,  57.79,  72.50, 0.55182, 0.17015, 0.27803, 0.11174, 0.23626, 0.43171,
  2864,  59.68,  72.50, 0.34891, 0.25190, 0.39920, 0.15756, 0.28524, 0.45815,
  2865,  61.58,  72.50, 0.34891, 0.25190, 0.39920, 0.15756, 0.29149, 0.47224,
  2866,  63.47,  72.50, 0.34891, 0.25190, 0.39920, 0.15756, 0.29064, 0.47184,
  2867,  65.37,  72.50, 0.34891, 0.25190, 0.39920, 0.15756, 0.28585, 0.46352,
  2868,  67.26,  72.50, 0.34891, 0.25190, 0.39920, 0.15756, 0.28644, 0.46470,
  2869,  69.16,  72.50, 0.27913, 0.08890, 0.63197, 0.19497, 0.24497, 0.47421,
  2870,  71.05,  72.50, 0.32865, 0.14594, 0.52541, 0.14918, 0.25956, 0.46761,
  2871,  72.95,  72.50, 0.39782, 0.14479, 0.45740, 0.13554, 0.25111, 0.46015,
  2892, -69.16,  75.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2934,  10.42,  75.00, 0.40724, 0.39635, 0.19640, 0.20723, 0.30203, 0.44153,
  2935,  12.32,  75.00, 0.40724, 0.39635, 0.19640, 0.20723, 0.30201, 0.44149,
  2936,  14.21,  75.00, 0.43538, 0.36508, 0.19953, 0.19431, 0.29274, 0.43800,
  2937,  16.11,  75.00, 0.18491, 0.54374, 0.27135, 0.24320, 0.35431, 0.46964,
  2938,  18.00,  75.00, 0.18491, 0.54374, 0.27135, 0.24320, 0.35449, 0.46992,
  2939,  19.89,  75.00, 0.18491, 0.54374, 0.27135, 0.24320, 0.35445, 0.46985,
  2940,  21.79,  75.00, 0.18491, 0.54374, 0.27135, 0.24320, 0.35446, 0.46986,
  2941,  23.68,  75.00, 0.18491, 0.54374, 0.27135, 0.24320, 0.35439, 0.46977,
  2942,  25.58,  75.00, 0.35570, 0.28895, 0.35535, 0.16821, 0.28830, 0.44779,
  2943,  27.47,  75.00, 0.70931, 0.10027, 0.19042, 0.09895, 0.18767, 0.40200,
  2944,  29.37,  75.00, 0.27299, 0.12946, 0.59755, 0.16675, 0.25255, 0.45611,
  2945,  31.26,  75.00, 0.55368, 0.08642, 0.35990, 0.13945, 0.20040, 0.42185,
  2946,  33.16,  75.00, 0.47195, 0.28950, 0.23856, 0.16070, 0.27248, 0.43285,
  2947,  35.05,  75.00, 0.47195, 0.28950, 0.23856, 0.16070, 0.27217, 0.43237,
  2948,  36.95,  75.00, 0.57224, 0.15176, 0.27601, 0.10669, 0.22110, 0.41793,
  2949,  38.84,  75.00, 0.57224, 0.15176, 0.27601, 0.10669, 0.22140, 0.41838,
  2950,  40.74,  75.00, 0.62300, 0.20847, 0.16853, 0.11615, 0.23274, 0.41330,
  2951,  42.63,  75.00, 0.68909, 0.16131, 0.14960, 0.09437, 0.21135, 0.40542,
  2952,  44.53,  75.00, 0.90000, 0.05000, 0.05000, 0.09857, 0.14857, 0.37979,
  2953,  46.42,  75.00, 0.90000, 0.05000, 0.05000, 0.09948, 0.14948, 0.38189,
  2954,  48.32,  75.00, 0.59664, 0.17316, 0.23020, 0.10698, 0.22740, 0.41880,
  2955,  50.21,  75.00, 0.53795, 0.20409, 0.25796, 0.12220, 0.24380, 0.42628,
  2956,  52.11,  75.00, 0.53795, 0.20409, 0.25796, 0.12220, 0.24352, 0.42589,
  2957,  54.00,  75.00, 0.50208, 0.23284, 0.26508, 0.13572, 0.25626, 0.43097,
  2958,  55.89,  75.00, 0.14751, 0.30068, 0.55181, 0.19454, 0.32229, 0.47737,
  2959,  57.79,  75.00, 0.55182, 0.17015, 0.27803, 0.11174, 0.23618, 0.43152,
  2960,  59.68,  75.00, 0.34891, 0.25190, 0.39920, 0.15756, 0.28594, 0.46021,
  2961,  61.58,  75.00, 0.34891, 0.25190, 0.39920, 0.15756, 0.28938, 0.46666,
  2962,  63.47,  75.00, 0.34891, 0.25190, 0.39920, 0.15756, 0.28863, 0.46873,
  2963,  65.37,  75.00, 0.32178, 0.10932, 0.56890, 0.16676, 0.24899, 0.46879,
  2964,  67.26,  75.00, 0.27913, 0.08890, 0.63197, 0.19578, 0.24578, 0.47497,
  2965,  69.16,  75.00, 0.27913, 0.08890, 0.63197, 0.19509, 0.24509, 0.47398,
  2966,  71.05,  75.00, 0.32894, 0.14543, 0.52563, 0.14922, 0.25966, 0.46784,
  2967,  72.95,  75.00, 0.36831, 0.10616, 0.52553, 0.15825, 0.23768, 0.45711,
  2988, -69.16,  77.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  3029,   8.53,  77.50, 0.35040, 0.41763, 0.23197, 0.21432, 0.31342, 0.44871,
  3030,  10.42,  77.50, 0.50559, 0.27097, 0.22344, 0.15094, 0.26414, 0.42929,
  3031,  12.32,  77.50, 0.35872, 0.40899, 0.23229, 0.21128, 0.31081, 0.44754,
  3032,  14.21,  77.50, 0.35872, 0.40899, 0.23229, 0.21128, 0.31095, 0.44776,
  3033,  16.11,  77.50, 0.18361, 0.49690, 0.31949, 0.23297, 0.34880, 0.47019,
  3034,  18.00,  77.50, 0.18491, 0.54374, 0.27135, 0.24320, 0.35436, 0.46973,
  3035,  19.89,  77.50, 0.18491, 0.54374, 0.27135, 0.24320, 0.35439, 0.46976,
  3036,  21.79,  77.50, 0.18491, 0.54374, 0.27135, 0.24320, 0.35442, 0.46982,
  3037,  23.68,  77.50, 0.18491, 0.54374, 0.27135, 0.24320, 0.35442, 0.46981,
  3038,  25.58,  77.50, 0.18491, 0.54374, 0.27135, 0.24320, 0.35408, 0.46931,
  3039,  27.47,  77.50, 0.39477, 0.23383, 0.37140, 0.14712, 0.26925, 0.44218,
  3040,  29.37,  77.50, 0.36428, 0.20521, 0.43050, 0.14442, 0.26543, 0.44595,
  3041,  31.26,  77.50, 0.40585, 0.32316, 0.27099, 0.17751, 0.28872, 0.44177,
  3042,  33.16,  77.50, 0.41493, 0.26818, 0.31690, 0.15617, 0.27509, 0.43973,
  3043,  35.05,  77.50, 0.57224, 0.15176, 0.27601, 0.10669, 0.22159, 0.41867,
  3044,  36.95,  77.50, 0.57224, 0.15176, 0.27601, 0.10669, 0.22129, 0.41822,
  3045,  38.84,  77.50, 0.90000, 0.05000, 0.05000, 0.09712, 0.14712, 0.37759,
  3046,  40.74,  77.50, 0.58146, 0.14338, 0.27516, 0.10515, 0.21786, 0.41787,
  3047,  42.63,  77.50, 0.62300, 0.20847, 0.16853, 0.11615, 0.23283, 0.41367,
  3048,  44.53,  77.50, 0.90000, 0.05000, 0.05000, 0.09792, 0.14792, 0.37888,
  3049,  46.42,  77.50, 0.90000, 0.05000, 0.05000, 0.09709, 0.14709, 0.37768,
  3050,  48.32,  77.50, 0.43206, 0.23436, 0.33358, 0.14310, 0.26534, 0.43887,
  3051,  50.21,  77.50, 0.59664, 0.17316, 0.23020, 0.10698, 0.22740, 0.41879,
  3052,  52.11,  77.50, 0.59664, 0.17316, 0.23020, 0.10698, 0.22748, 0.41897,
  3053,  54.00,  77.50, 0.58274, 0.21725, 0.20001, 0.12287, 0.24193, 0.42105,
  3054,  55.89,  77.50, 0.58274, 0.21725, 0.20001, 0.12287, 0.24357, 0.42369,
  3055,  57.79,  77.50, 0.35000, 0.25000, 0.40000, 0.15691, 0.28682, 0.46170,
  3056,  59.68,  77.50, 0.50466, 0.14863, 0.34670, 0.11660, 0.23593, 0.44024,
  3057,  61.58,  77.50, 0.34891, 0.25190, 0.39920, 0.15756, 0.28759, 0.46374,
  3058,  63.47,  77.50, 0.19565, 0.25740, 0.54695, 0.17986, 0.31268, 0.48741,
  3059,  65.37,  77.50, 0.34891, 0.25190, 0.39920, 0.15756, 0.28687, 0.46524,
  3060,  67.26,  77.50, 0.32865, 0.14594, 0.52541, 0.14918, 0.25953, 0.46743,
  3061,  69.16,  77.50, 0.27913, 0.08890, 0.63197, 0.19567, 0.24567, 0.47482,
  3062,  71.05,  77.50, 0.32894, 0.14543, 0.52563, 0.14922, 0.26034, 0.46897,
  3063,  72.95,  77.50, 0.39908, 0.06767, 0.53325, 0.17096, 0.22096, 0.45910,
  3085, -67.26,  80.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  3124,   6.63,  80.00, 0.43973, 0.37796, 0.18231, 0.19996, 0.29468, 0.43774,
  3125,   8.53,  80.00, 0.47279, 0.28798, 0.23923, 0.16001, 0.27209, 0.43292,
  3126,  10.42,  80.00, 0.49675, 0.23063, 0.27262, 0.13539, 0.25535, 0.42993,
  3127,  12.32,  80.00, 0.35872, 0.40899, 0.23229, 0.21128, 0.31076, 0.44747,
  3128,  14.21,  80.00, 0.35872, 0.40899, 0.23229, 0.21128, 0.31074, 0.44744,
  3129,  16.11,  80.00, 0.50559, 0.27097, 0.22344, 0.15094, 0.26419, 0.42939,
  3130,  18.00,  80.00, 0.50559, 0.27097, 0.22344, 0.15094, 0.26424, 0.42946,
  3131,  19.89,  80.00, 0.52805, 0.25997, 0.21198, 0.14483, 0.25880, 0.42667,
  3132,  21.79,  80.00, 0.18491, 0.54374, 0.27135, 0.24320, 0.35420, 0.46949,
  3133,  23.68,  80.00, 0.18491, 0.54374, 0.27135, 0.24320, 0.35432, 0.46967,
  3134,  25.58,  80.00, 0.34843, 0.41705, 0.23451, 0.21407, 0.31355, 0.44892,
  3135,  27.47,  80.00, 0.42151, 0.25338, 0.32511, 0.15042, 0.27094, 0.43927,
  3136,  29.37,  80.00, 0.40585, 0.32316, 0.27099, 0.17751, 0.28894, 0.44225,
  3137,  31.26,  80.00, 0.54686, 0.22770, 0.22544, 0.12994, 0.24707, 0.42228,
  3138,  33.16,  80.00, 0.57224, 0.15176, 0.27601, 0.10669, 0.22147, 0.41849,
  3139,  35.05,  80.00, 0.57224, 0.15176, 0.27601, 0.10669, 0.22140, 0.41839,
  3140,  36.95,  80.00, 0.90000, 0.05000, 0.05000, 0.09689, 0.14689, 0.37725,
  3141,  38.84,  80.00, 0.90000, 0.05000, 0.05000, 0.09694, 0.14694, 0.37732,
  3142,  40.74,  80.00, 0.24863, 0.29824, 0.45313, 0.18109, 0.30392, 0.46024,
  3143,  42.63,  80.00, 0.61927, 0.20677, 0.17396, 0.11576, 0.23317, 0.41437,
  3144,  44.53,  80.00, 0.62300, 0.20847, 0.16853, 0.11615, 0.23295, 0.41362,
  3145,  46.42,  80.00, 0.90000, 0.05000, 0.05000, 0.09952, 0.14952, 0.38124,
  3146,  48.32,  80.00, 0.68909, 0.16131, 0.14960, 0.09437, 0.21212, 0.40651,
  3147,  50.21,  80.00, 0.43206, 0.23436, 0.33358, 0.14310, 0.26513, 0.43856,
  3148,  52.11,  80.00, 0.59664, 0.17316, 0.23020, 0.10698, 0.22713, 0.41849,
  3149,  54.00,  80.00, 0.14751, 0.30068, 0.55181, 0.19454, 0.32146, 0.47598,
  3150,  55.89,  80.00, 0.35000, 0.25000, 0.40000, 0.15691, 0.28786, 0.46165,
  3151,  57.79,  80.00, 0.35000, 0.25000, 0.40000, 0.15691, 0.28700, 0.46195,
  3152,  59.68,  80.00, 0.80732, 0.08958, 0.10310, 0.09470, 0.18073, 0.40350,
  3153,  61.58,  80.00, 0.34891, 0.25190, 0.39920, 0.15756, 0.29163, 0.47254,
  3154,  63.47,  80.00, 0.19565, 0.25740, 0.54695, 0.17986, 0.31250, 0.48704,
  3155,  65.37,  80.00, 0.32178, 0.10932, 0.56890, 0.16676, 0.25021, 0.47047,
  3156,  67.26,  80.00, 0.32865, 0.14594, 0.52541, 0.14918, 0.25893, 0.46669,
  3157,  69.16,  80.00, 0.27913, 0.08890, 0.63197, 0.19400, 0.24400, 0.47247,
  3158,  71.05,  80.00, 0.32894, 0.14543, 0.52563, 0.14922, 0.25944, 0.46755,
  3159,  72.95,  80.00, 0.39908, 0.06767, 0.53325, 0.16936, 0.21936, 0.45699,
  3181, -67.26,  82.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  3220,   6.63,  82.50, 0.48934, 0.27551, 0.23516, 0.15381, 0.26695, 0.43057,
  3221,   8.53,  82.50, 0.47491, 0.24539, 0.27971, 0.14277, 0.26159, 0.43227,
  3225,  16.11,  82.50, 0.13501, 0.57369, 0.29130, 0.24539, 0.36493, 0.47593,
  3226,  18.00,  82.50, 0.33726, 0.46766, 0.19508, 0.23183, 0.32198, 0.45002,
  3227,  19.89,  82.50, 0.28598, 0.55062, 0.16340, 0.25432, 0.33855, 0.45653,
  3228,  21.79,  82.50, 0.28598, 0.55062, 0.16340, 0.25432, 0.33852, 0.45649,
  3229,  23.68,  82.50, 0.28598, 0.55062, 0.16340, 0.25432, 0.33838, 0.45629,
  3230,  25.58,  82.50, 0.42151, 0.25338, 0.32511, 0.15042, 0.27089, 0.43922,
  3231,  27.47,  82.50, 0.42151, 0.25338, 0.32511, 0.15042, 0.27122, 0.43981,
  3232,  29.37,  82.50, 0.57894, 0.24914, 0.17192, 0.13703, 0.24972, 0.42053,
  3233,  31.26,  82.50, 0.54686, 0.22770, 0.22544, 0.12994, 0.24663, 0.42159,
  3234,  33.16,  82.50, 0.57224, 0.15176, 0.27601, 0.10669, 0.22125, 0.41816,
  3235,  35.05,  82.50, 0.57224, 0.15176, 0.27601, 0.10669, 0.22138, 0.41836,
  3236,  36.95,  82.50, 0.90000, 0.05000, 0.05000, 0.09687, 0.14687, 0.37722,
  3237,  38.84,  82.50, 0.90000, 0.05000, 0.05000, 0.09681, 0.14681, 0.37712,
  3238,  40.74,  82.50, 0.90000, 0.05000, 0.05000, 0.09760, 0.14760, 0.37833,
  3239,  42.63,  82.50, 0.58705, 0.24171, 0.17124, 0.13313, 0.24602, 0.41798,
  3240,  44.53,  82.50, 0.25544, 0.12799, 0.61658, 0.17170, 0.25499, 0.45908,
  3241,  46.42,  82.50, 0.56518, 0.25210, 0.18273, 0.13916, 0.25205, 0.42191,
  3242,  48.32,  82.50, 0.68909, 0.16131, 0.14960, 0.09437, 0.21221, 0.40679,
  3243,  50.21,  82.50, 0.29140, 0.31544, 0.39316, 0.18172, 0.30336, 0.45692,
  3244,  52.11,  82.50, 0.14751, 0.30068, 0.55181, 0.19454, 0.32155, 0.47614,
  3245,  54.00,  82.50, 0.14751, 0.30068, 0.55181, 0.19454, 0.32125, 0.47593,
  3246,  55.89,  82.50, 0.35000, 0.25000, 0.40000, 0.15691, 0.28603, 0.45920,
  3247,  57.79,  82.50, 0.45715, 0.27305, 0.26979, 0.15481, 0.27470, 0.44257,
  3248,  59.68,  82.50, 0.80732, 0.08958, 0.10310, 0.09470, 0.18269, 0.40637,
  3249,  61.58,  82.50, 0.34891, 0.25190, 0.39920, 0.15756, 0.28928, 0.46697,
  3250,  63.47,  82.50, 0.40608, 0.22261, 0.37131, 0.14265, 0.27186, 0.45685,
  3251,  65.37,  82.50, 0.43325, 0.22319, 0.34355, 0.13956, 0.26695, 0.45189,
  3252,  67.26,  82.50, 0.45927, 0.18269, 0.35805, 0.12646, 0.25409, 0.45166,
  3253,  69.16,  82.50, 0.27913, 0.08890, 0.63197, 0.19392, 0.24392, 0.47231,
  3254,  71.05,  82.50, 0.32894, 0.14543, 0.52563, 0.14922, 0.25874, 0.46618,
  3255,  72.95,  82.50, 0.36831, 0.10616, 0.52553, 0.15825, 0.23971, 0.46179,
  3256,  74.84,  82.50, 0.39908, 0.06767, 0.53325, 0.16899, 0.21899, 0.45390,
  3277, -67.26,  85.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  3322,  18.00,  85.00, 0.33726, 0.46766, 0.19508, 0.23183, 0.32182, 0.44976,
  3323,  19.89,  85.00, 0.33726, 0.46766, 0.19508, 0.23183, 0.32192, 0.44992,
  3324,  21.79,  85.00, 0.28598, 0.55062, 0.16340, 0.25432, 0.33844, 0.45636,
