npt,ijgcm,iYrCnt,idoy,iveg,tsoilavg,moistavg,casapool%Cplant(LEAF),casapool%Cplant(WOOD),casapool%Cplant(FROOT),casapool%Nplant(LEAF),casapool%Nplant(WOOD),casapool%Nplant(FROOT),casapool%Clitter(MET),casapool%Clitter(STR),casapool%Clitter(CWD),casapool%Nlitter(MET),casapool%Nlitter(STR),casapool%Nlitter(CWD),casapool%Csoil(MIC),casapool%Csoil(SLOW),casapool%Csoil(PASS),casapool%Nsoil(MIC),casapool%Nsoil(SLOW),casapool%Nsoil(PASS),casaflux%Crsoil,cleaf2met,cleaf2str,croot2met,croot2str,cwd2str,cwd2co2,cwood2cwd,casaflux%cgpp,casaflux%cnpp,casaflux%crmplant(LEAF),casaflux%crmplant(WOOD),casaflux%crmplant(FROOT),casaflux%crgplant,phen%phase,casaflux%fracCalloc(LEAF),casaflux%fracCalloc(WOOD),casaflux%fracCalloc(FROOT),casapool%fT,casapool%fW
     1,     1,    21,   365,    10,   272.79142,     0.09428,    69.04194,     0.00000,   720.46062,     1.38084,     0.00000,    17.57221,   139.53696,   763.06736,     0.00000,     0.47621,     0.33941,     0.00000,   421.87183,  4523.09729,   664.19569,    52.73398,   345.27460,    50.70196,     0.00000,     0.13306,     0.09295,     0.39358,     0.26510,     0.00000,     0.00000,     0.00000,     0.00000,    -0.13815,     0.00000,     0.00000,     0.13815,     0.00000,     0.00000,     0.00000,     0.00000,     1.00000,     0.00000,     0.00000,
     1,     1,    22,   365,    10,   271.87416,     0.13807,    65.84601,     0.00000,   694.85958,     1.31692,     0.00000,    16.94779,   139.53696,   763.06736,     0.00000,     0.47621,     0.33941,     0.00000,   421.87183,  4523.09729,   664.19569,    52.73398,   345.27460,    50.70196,     0.00000,     0.14111,     0.09857,     0.37958,     0.25568,     0.00000,     0.00000,     0.00000,     0.00000,    -0.11600,     0.00000,     0.00000,     0.11600,     0.00000,     0.00000,     0.00000,     0.00000,     1.00000,     0.00000,     0.00000,
     1,     1,    23,   365,    10,   271.58989,     0.05646,    66.86734,     0.00000,   661.19102,     1.33735,     0.00000,    16.12661,   139.53696,   763.06736,     0.00000,     0.47621,     0.33941,     0.00000,   421.87183,  4523.09729,   664.19569,    52.73398,   345.27460,    50.70196,     0.00000,     0.14130,     0.09870,     0.36119,     0.24329,     0.00000,     0.00000,     0.00000,     0.00000,    -0.10562,     0.00000,     0.00000,     0.10562,     0.00000,     0.00000,     0.00000,     0.00000,     1.00000,     0.00000,     0.00000,
     1,     1,    24,   365,    10,   271.23936,     0.09417,    69.73609,     0.00000,   881.01594,     1.39472,     0.00000,    21.48819,   139.53696,   763.06736,     0.00000,     0.47621,     0.33941,     0.00000,   421.87183,  4523.09729,   664.19569,    52.73398,   345.27460,    50.70196,     0.00000,     0.15153,     0.10585,     0.48127,     0.32417,     0.00000,     0.00000,     0.00000,     0.00000,    -0.13318,     0.00000,     0.00000,     0.13318,     0.00000,     0.00000,     0.00000,     0.00000,     1.00000,     0.00000,     0.00000,
     1,     1,    25,   365,    10,   270.00616,     0.12146,    65.56555,     0.00000,   815.75579,     1.31131,     0.00000,    19.89648,   139.53696,   763.06736,     0.00000,     0.47621,     0.33941,     0.00000,   421.87183,  4523.09729,   664.19569,    52.73398,   345.27460,    50.70196,     0.00000,     0.14091,     0.09843,     0.44561,     0.30015,     0.00000,     0.00000,     0.00000,     0.00000,    -0.10084,     0.00000,     0.00000,     0.10084,     0.00000,     0.00000,     0.00000,     0.00000,     1.00000,     0.00000,     0.00000,
     1,     1,    26,   365,    10,   275.30222,     0.12061,    64.92522,     0.00000,   795.92566,     1.29850,     0.00000,    19.41282,   139.53696,   763.06736,     0.00000,     0.47621,     0.33941,     0.00000,   421.87183,  4523.09729,   664.19569,    52.73398,   345.27460,    50.70196,     0.00000,     0.11848,     0.08276,     0.43484,     0.29290,     0.00000,     0.00000,     0.00000,     0.00000,    -0.21708,     0.00000,     0.00000,     0.21708,     0.00000,     0.00000,     0.00000,     0.00000,     1.00000,     0.00000,     0.00000,
     1,     1,    27,   365,    10,   272.59650,     0.08616,    68.82505,     0.00000,   924.47533,     1.37650,     0.00000,    22.54818,   139.53696,   763.06736,     0.00000,     0.47621,     0.33941,     0.00000,   421.87183,  4523.09729,   664.19569,    52.73398,   345.27460,    50.70196,     0.00000,     0.15033,     0.10501,     0.50503,     0.34017,     0.00000,     0.00000,     0.00000,     0.00000,    -0.17221,     0.00000,     0.00000,     0.17221,     0.00000,     0.00000,     0.00000,     0.00000,     1.00000,     0.00000,     0.00000,
     1,     1,    28,   365,    10,   274.16462,     0.11231,    48.78576,     0.00000,   722.77106,     0.97572,     0.00000,    17.62856,   139.53696,   763.06736,     0.00000,     0.47621,     0.33941,     0.00000,   421.87183,  4523.09729,   664.19569,    52.73398,   345.27460,    50.70196,     0.00000,     0.10513,     0.07343,     0.39486,     0.26596,     0.00000,     0.00000,     0.00000,     0.00000,    -0.16883,     0.00000,     0.00000,     0.16883,     0.00000,     0.00000,     0.00000,     0.00000,     1.00000,     0.00000,     0.00000,
     1,     1,    29,   365,    10,   274.40199,     0.05122,    67.61727,     0.00000,   794.08152,     1.35235,     0.00000,    19.36784,   139.53696,   763.06736,     0.00000,     0.47621,     0.33941,     0.00000,   421.87183,  4523.09729,   664.19569,    52.73398,   345.27460,    50.70196,     0.00000,     0.13116,     0.09162,     0.43382,     0.29221,     0.00000,     0.00000,     0.00000,     0.00000,    -0.19170,     0.00000,     0.00000,     0.19170,     0.00000,     0.00000,     0.00000,     0.00000,     1.00000,     0.00000,     0.00000,
     1,     1,    30,   365,    10,   274.76895,     0.06828,    67.58357,     0.00000,   844.09767,     1.35167,     0.00000,    20.58775,   139.53696,   763.06736,     0.00000,     0.47621,     0.33941,     0.00000,   421.87183,  4523.09729,   664.19569,    52.73398,   345.27460,    50.70196,     0.00000,     0.12798,     0.08940,     0.46115,     0.31062,     0.00000,     0.00000,     0.00000,     0.00000,    -0.21428,     0.00000,     0.00000,     0.21428,     0.00000,     0.00000,     0.00000,     0.00000,     1.00000,     0.00000,     0.00000,
