npt,ijgcm,iYrCnt,idoy,iveg,tsoilavg,moistavg,casapool%Cplant(LEAF),casapool%Cplant(WOOD),casapool%Cplant(FROOT),casapool%Nplant(LEAF),casapool%Nplant(WOOD),casapool%Nplant(FROOT),casapool%Clitter(MET),casapool%Clitter(STR),casapool%Clitter(CWD),casapool%Nlitter(MET),casapool%Nlitter(STR),casapool%Nlitter(CWD),casapool%Csoil(MIC),casapool%Csoil(SLOW),casapool%Csoil(PASS),casapool%Nsoil(MIC),casapool%Nsoil(SLOW),casapool%Nsoil(PASS),casaflux%Crsoil,cleaf2met,cleaf2str,croot2met,croot2str,cwd2str,cwd2co2,cwood2cwd,casaflux%cgpp,casaflux%cnpp,casaflux%crmplant(LEAF),casaflux%crmplant(WOOD),casaflux%crmplant(FROOT),casaflux%crgplant,phen%phase,casaflux%fracCalloc(LEAF),casaflux%fracCalloc(WOOD),casaflux%fracCalloc(FROOT),casapool%fT,casapool%fW
     1,     1,    23,   365,     4,   274.92906,     0.15881,    82.62992,  4566.65897,  2817.54092,     1.65260,    26.09519,    68.72051,    47.33093,   466.91480,   504.92911,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.17715,     0.15091,     0.43057,     0.34169,     0.13563,     0.12519,     0.31281,     0.00000,    -0.52500,     0.00000,     0.08675,     0.43824,     0.00000,     0.00000,     0.00000,     0.16525,     0.83475,     0.00000,     0.00000,
     1,     1,    24,   365,     4,   273.64032,     0.15936,    91.38305,  4575.76048,  2855.32018,     1.82766,    26.14720,    69.64196,    47.33093,   466.91480,   498.44385,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.19772,     0.16842,     0.43634,     0.34626,     0.12777,     0.11794,     0.31343,     0.00000,    -0.41534,     0.00000,     0.04397,     0.37137,     0.00000,     0.00000,     0.00000,     0.10586,     0.89414,     0.00000,     0.00000,
     1,     1,    25,   365,     4,   275.27093,     0.15671,   107.59639,  4581.51767,  2879.30536,     2.15193,    26.18010,    70.22696,    47.33093,   466.91480,   496.21650,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.23069,     0.19651,     0.44002,     0.34918,     0.13223,     0.12206,     0.31383,     0.00000,    -0.53998,     0.00000,     0.07112,     0.46886,     0.00000,     0.00000,     0.00000,     0.13171,     0.86829,     0.00000,     0.00000,
     1,     1,    26,   365,     4,   274.44531,     0.15940,   109.09993,  4575.71712,  2861.63219,     2.18200,    26.14695,    69.79591,    47.33093,   466.91480,   493.16644,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.23390,     0.19925,     0.43731,     0.34703,     0.13067,     0.12062,     0.31344,     0.00000,    -0.54280,     0.00000,     0.12613,     0.41667,     0.00000,     0.00000,     0.00000,     0.23237,     0.76763,     0.00000,     0.00000,
     1,     1,    27,   365,     4,   274.98352,     0.15940,    96.93322,  4571.67727,  2865.78386,     1.93866,    26.12387,    69.89717,    47.33093,   466.91480,   493.83669,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.20782,     0.17703,     0.43795,     0.34754,     0.13374,     0.12345,     0.31316,     0.00000,    -0.61831,     0.00000,     0.16928,     0.44903,     0.00000,     0.00000,     0.00000,     0.27377,     0.72623,     0.00000,     0.00000,
     1,     1,    28,   365,     4,   274.61281,     0.15893,   109.33421,  4600.00126,  2938.74723,     2.18668,    26.28572,    71.67676,    47.33093,   466.91480,   488.72663,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.23441,     0.19968,     0.44909,     0.35638,     0.12976,     0.11978,     0.31510,     0.00000,    -0.56372,     0.00000,     0.12587,     0.43786,     0.00000,     0.00000,     0.00000,     0.22328,     0.77672,     0.00000,     0.00000,
     1,     1,    29,   365,     4,   273.85842,     0.15940,   104.48964,  4593.01700,  2911.54178,     2.08979,    26.24581,    71.01321,    47.33093,   466.91480,   485.29422,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.22402,     0.19083,     0.44493,     0.35308,     0.12556,     0.11590,     0.31462,     0.00000,    -0.44869,     0.00000,     0.05810,     0.39059,     0.00000,     0.00000,     0.00000,     0.12949,     0.87051,     0.00000,     0.00000,
     1,     1,    30,   365,     4,   277.70510,     0.15841,   106.77143,  4581.43161,  2881.81770,     2.13543,    26.17961,    70.28824,    47.33093,   466.91480,   480.12001,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.22891,     0.19500,     0.44043,     0.34950,     0.14373,     0.13268,     0.31383,     0.00000,    -0.74263,     0.00000,     0.10374,     0.63889,     0.00000,     0.00000,     0.00000,     0.13970,     0.86030,     0.00000,     0.00000,
     1,     1,    31,   365,     4,   273.97832,     0.15877,   105.76685,  4601.05609,  2933.58761,     2.11534,    26.29175,    71.55092,    47.33093,   466.91480,   479.19942,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.22676,     0.19316,     0.44830,     0.35575,     0.12379,     0.11427,     0.31517,     0.00000,    -0.52896,     0.00000,     0.12870,     0.40026,     0.00000,     0.00000,     0.00000,     0.24331,     0.75669,     0.00000,     0.00000,
     1,     1,    32,   365,     4,   274.59426,     0.15922,   117.00634,  4611.10429,  2952.03090,     2.34013,    26.34917,    72.00075,    47.33093,   466.91480,   481.63122,     0.13722,     2.08366,     6.58200,   188.54799,  5180.35931,  4548.18896,    23.56850,   172.67864,   151.60630,     0.00000,     0.32228,     0.27453,     0.45112,     0.35799,     0.12814,     0.11829,     0.31585,     0.00000,    -0.46213,     0.00000,     0.02341,     0.43872,     0.00000,     0.00000,     0.00000,     0.05066,     0.94934,     0.00000,     0.00000,
